hiring_manager: papaonlegs; similarity_score: 0.96490
hiring_manager: siddarthd2919; similarity_score: 0.91666
hiring_manager: BillFranklin; similarity_score: 0.90163
hiring_manager: ljlolel; similarity_score: 0.87300
hiring_manager: emcienjobs; similarity_score: 0.78571
hiring_manager: geverett; similarity_score: 0.74323
hiring_manager: rememberlenny; similarity_score: 0.74323
hiring_manager: toreriklinnerud; similarity_score: 0.73332
hiring_manager: manpageman; similarity_score: 0.72368
hiring_manager: frabcus; similarity_score: 0.72367
hiring_manager: milewska; similarity_score: 0.71428
hiring_manager: reubendoetsch; similarity_score: 0.71427
hiring_manager: untilHellbanned; similarity_score: 0.70512
hiring_manager: g06; similarity_score: 0.69620
hiring_manager: doxcf434; similarity_score: 0.69619
hiring_manager: edent; similarity_score: 0.68749
hiring_manager: lesleyann25; similarity_score: 0.68749
hiring_manager: darrennix; similarity_score: 0.67900
hiring_manager: pouloum78; similarity_score: 0.67900
hiring_manager: spot; similarity_score: 0.67072
hiring_manager: roybarberuk; similarity_score: 0.65476
hiring_manager: ericbogs; similarity_score: 0.65476
hiring_manager: yavery; similarity_score: 0.64705
hiring_manager: feverishaaron; similarity_score: 0.61797
hiring_manager: k1w1; similarity_score: 0.60438
hiring_manager: burnout1540; similarity_score: 0.59782
hiring_manager: amac; similarity_score: 0.59139
hiring_manager: finnh; similarity_score: 0.58510
hiring_manager: imdane; similarity_score: 0.58510
hiring_manager: lbo; similarity_score: 0.57290
hiring_manager: edziubudzik; similarity_score: 0.57290
hiring_manager: pohungc; similarity_score: 0.56700
hiring_manager: pwman; similarity_score: 0.56700
hiring_manager: kefeizhou; similarity_score: 0.55554
hiring_manager: murtza; similarity_score: 0.55554
hiring_manager: jack7890; similarity_score: 0.54999
hiring_manager: marybheine; similarity_score: 0.54454
hiring_manager: frb; similarity_score: 0.53921
hiring_manager: 7parkdata; similarity_score: 0.53397
hiring_manager: american_hawk; similarity_score: 0.51886
hiring_manager: annalewis7; similarity_score: 0.51886
hiring_manager: realdlee; similarity_score: 0.51886
hiring_manager: DustinCalim; similarity_score: 0.51401
hiring_manager: lsee; similarity_score: 0.51400
hiring_manager: runcougar; similarity_score: 0.50925
hiring_manager: statictype; similarity_score: 0.50925
hiring_manager: andrewmb; similarity_score: 0.50458
hiring_manager: rfergie; similarity_score: 0.50458
hiring_manager: damon_c; similarity_score: 0.49999
hiring_manager: samingrassia; similarity_score: 0.49999
hiring_manager: kiyoto; similarity_score: 0.49548
hiring_manager: yegg; similarity_score: 0.49548
hiring_manager: retrodict; similarity_score: 0.49548
hiring_manager: carlatqueue; similarity_score: 0.49107
hiring_manager: ivanzhao; similarity_score: 0.49106
hiring_manager: jsaxton86; similarity_score: 0.48672
hiring_manager: chrisdl; similarity_score: 0.48672
hiring_manager: kevinschumacher; similarity_score: 0.48671
