hiring_manager: papaonlegs; similarity_score: 0.97367
hiring_manager: siddarthd2919; similarity_score: 0.94871
hiring_manager: BillFranklin; similarity_score: 0.92499
hiring_manager: ljlolel; similarity_score: 0.90243
hiring_manager: emcienjobs; similarity_score: 0.84090
hiring_manager: rememberlenny; similarity_score: 0.81318
hiring_manager: geverett; similarity_score: 0.80434
hiring_manager: toreriklinnerud; similarity_score: 0.80434
hiring_manager: frabcus; similarity_score: 0.78723
hiring_manager: manpageman; similarity_score: 0.78722
hiring_manager: milewska; similarity_score: 0.77894
hiring_manager: g06; similarity_score: 0.77894
hiring_manager: untilHellbanned; similarity_score: 0.77894
hiring_manager: reubendoetsch; similarity_score: 0.77894
hiring_manager: lesleyann25; similarity_score: 0.77083
hiring_manager: doxcf434; similarity_score: 0.76288
hiring_manager: pouloum78; similarity_score: 0.75510
hiring_manager: spot; similarity_score: 0.75509
hiring_manager: edent; similarity_score: 0.74747
hiring_manager: darrennix; similarity_score: 0.73999
hiring_manager: ericbogs; similarity_score: 0.72548
hiring_manager: roybarberuk; similarity_score: 0.72548
hiring_manager: yavery; similarity_score: 0.72548
hiring_manager: feverishaaron; similarity_score: 0.69811
hiring_manager: k1w1; similarity_score: 0.68518
hiring_manager: burnout1540; similarity_score: 0.66666
hiring_manager: edziubudzik; similarity_score: 0.66070
hiring_manager: amac; similarity_score: 0.66070
hiring_manager: finnh; similarity_score: 0.66070
hiring_manager: pohungc; similarity_score: 0.65486
hiring_manager: imdane; similarity_score: 0.65486
hiring_manager: pwman; similarity_score: 0.64911
hiring_manager: lbo; similarity_score: 0.64911
hiring_manager: murtza; similarity_score: 0.64347
hiring_manager: frb; similarity_score: 0.64346
hiring_manager: kefeizhou; similarity_score: 0.63247
hiring_manager: jack7890; similarity_score: 0.63246
hiring_manager: 7parkdata; similarity_score: 0.62710
hiring_manager: marybheine; similarity_score: 0.61665
hiring_manager: american_hawk; similarity_score: 0.61156
hiring_manager: damon_c; similarity_score: 0.61156
hiring_manager: realdlee; similarity_score: 0.60655
hiring_manager: DustinCalim; similarity_score: 0.60162
hiring_manager: chrisdl; similarity_score: 0.60161
hiring_manager: rfergie; similarity_score: 0.60161
hiring_manager: lsee; similarity_score: 0.60161
hiring_manager: runcougar; similarity_score: 0.59199
hiring_manager: andrewmb; similarity_score: 0.59199
hiring_manager: samingrassia; similarity_score: 0.59199
hiring_manager: statictype; similarity_score: 0.58729
hiring_manager: kevinschumacher; similarity_score: 0.58729
hiring_manager: retrodict; similarity_score: 0.58267
hiring_manager: annalewis7; similarity_score: 0.58267
hiring_manager: yegg; similarity_score: 0.58267
hiring_manager: artursapek; similarity_score: 0.57812
hiring_manager: carlatqueue; similarity_score: 0.57812
hiring_manager: drpancake; similarity_score: 0.57812
hiring_manager: eric_romo; similarity_score: 0.57811
hiring_manager: rrpadhy; similarity_score: 0.57363
hiring_manager: paradox95; similarity_score: 0.57363
hiring_manager: kiyoto; similarity_score: 0.57363
hiring_manager: ivanzhao; similarity_score: 0.57363
hiring_manager: spooneybarger; similarity_score: 0.57363
hiring_manager: mmelin; similarity_score: 0.56922
hiring_manager: Equiet; similarity_score: 0.56922
hiring_manager: jsaxton86; similarity_score: 0.56488
hiring_manager: mattnguyen; similarity_score: 0.56487
hiring_manager: brettz; similarity_score: 0.56060
hiring_manager: JuliaLam; similarity_score: 0.55638
hiring_manager: jszumski; similarity_score: 0.55223
hiring_manager: yonibaciu1; similarity_score: 0.55223
hiring_manager: vaughnd; similarity_score: 0.55223
hiring_manager: encore2097; similarity_score: 0.55223
hiring_manager: wattenberger; similarity_score: 0.54814
hiring_manager: uwemaurer; similarity_score: 0.54813
hiring_manager: nschuett; similarity_score: 0.54410
hiring_manager: robg; similarity_score: 0.53622
hiring_manager: dmritard96; similarity_score: 0.53622
hiring_manager: austinhallock; similarity_score: 0.53622
