hiring_manager: papaonlegs; similarity_score: 0.98957
hiring_manager: siddarthd2919; similarity_score: 0.98445
hiring_manager: BillFranklin; similarity_score: 0.97435
hiring_manager: ljlolel; similarity_score: 0.95958
hiring_manager: rememberlenny; similarity_score: 0.93137
hiring_manager: toreriklinnerud; similarity_score: 0.93136
hiring_manager: emcienjobs; similarity_score: 0.93136
hiring_manager: milewska; similarity_score: 0.91787
hiring_manager: frabcus; similarity_score: 0.91786
hiring_manager: lesleyann25; similarity_score: 0.91345
hiring_manager: geverett; similarity_score: 0.91345
hiring_manager: reubendoetsch; similarity_score: 0.90908
hiring_manager: untilHellbanned; similarity_score: 0.90908
hiring_manager: g06; similarity_score: 0.90476
hiring_manager: manpageman; similarity_score: 0.90475
hiring_manager: spot; similarity_score: 0.90475
hiring_manager: doxcf434; similarity_score: 0.90046
hiring_manager: edent; similarity_score: 0.89622
hiring_manager: roybarberuk; similarity_score: 0.89621
hiring_manager: yavery; similarity_score: 0.89201
hiring_manager: ericbogs; similarity_score: 0.89201
hiring_manager: pouloum78; similarity_score: 0.88784
hiring_manager: darrennix; similarity_score: 0.87962
hiring_manager: k1w1; similarity_score: 0.87155
hiring_manager: burnout1540; similarity_score: 0.86757
hiring_manager: feverishaaron; similarity_score: 0.86757
hiring_manager: edziubudzik; similarity_score: 0.85585
hiring_manager: amac; similarity_score: 0.85584
hiring_manager: lbo; similarity_score: 0.85584
hiring_manager: imdane; similarity_score: 0.85201
hiring_manager: finnh; similarity_score: 0.85201
hiring_manager: kefeizhou; similarity_score: 0.84070
hiring_manager: frb; similarity_score: 0.83699
hiring_manager: pwman; similarity_score: 0.83333
hiring_manager: murtza; similarity_score: 0.83332
hiring_manager: jack7890; similarity_score: 0.83332
hiring_manager: pohungc; similarity_score: 0.83332
hiring_manager: marybheine; similarity_score: 0.82968
hiring_manager: rfergie; similarity_score: 0.81545
hiring_manager: realdlee; similarity_score: 0.81544
hiring_manager: american_hawk; similarity_score: 0.81544
hiring_manager: runcougar; similarity_score: 0.81544
hiring_manager: annalewis7; similarity_score: 0.81196
hiring_manager: DustinCalim; similarity_score: 0.81196
hiring_manager: 7parkdata; similarity_score: 0.80850
hiring_manager: kevinschumacher; similarity_score: 0.80850
hiring_manager: retrodict; similarity_score: 0.80850
hiring_manager: chrisdl; similarity_score: 0.80850
hiring_manager: statictype; similarity_score: 0.80850
hiring_manager: kiyoto; similarity_score: 0.80507
hiring_manager: samingrassia; similarity_score: 0.80168
hiring_manager: rrpadhy; similarity_score: 0.80168
hiring_manager: jsaxton86; similarity_score: 0.80167
hiring_manager: andrewmb; similarity_score: 0.79831
hiring_manager: carlatqueue; similarity_score: 0.79831
hiring_manager: ivanzhao; similarity_score: 0.79831
hiring_manager: damon_c; similarity_score: 0.79831
hiring_manager: brettz; similarity_score: 0.79497
hiring_manager: lsee; similarity_score: 0.79496
hiring_manager: Equiet; similarity_score: 0.79166
hiring_manager: yegg; similarity_score: 0.79166
hiring_manager: drpancake; similarity_score: 0.79165
hiring_manager: eric_romo; similarity_score: 0.78837
hiring_manager: mattnguyen; similarity_score: 0.78512
hiring_manager: mmelin; similarity_score: 0.78511
hiring_manager: artursapek; similarity_score: 0.78511
hiring_manager: yonibaciu1; similarity_score: 0.77868
hiring_manager: uwemaurer; similarity_score: 0.77867
hiring_manager: paradox95; similarity_score: 0.77550
hiring_manager: spooneybarger; similarity_score: 0.77550
hiring_manager: wattenberger; similarity_score: 0.77550
hiring_manager: encore2097; similarity_score: 0.77235
hiring_manager: robg; similarity_score: 0.77235
hiring_manager: JuliaLam; similarity_score: 0.76922
hiring_manager: nschuett; similarity_score: 0.76922
hiring_manager: matlock; similarity_score: 0.76922
hiring_manager: vaughnd; similarity_score: 0.76612
hiring_manager: jszumski; similarity_score: 0.76304
hiring_manager: dbuxton; similarity_score: 0.75999
hiring_manager: saucelabs; similarity_score: 0.75697
hiring_manager: asanwal; similarity_score: 0.75696
hiring_manager: dmritard96; similarity_score: 0.75396
hiring_manager: rasengan; similarity_score: 0.75396
hiring_manager: florianf; similarity_score: 0.75396
hiring_manager: morgante; similarity_score: 0.75396
hiring_manager: austinhallock; similarity_score: 0.75396
hiring_manager: peter_mcrae; similarity_score: 0.74802
hiring_manager: fuelfive; similarity_score: 0.74802
hiring_manager: vtuulos; similarity_score: 0.74802
hiring_manager: rdeshpande; similarity_score: 0.74802
hiring_manager: cjbarber; similarity_score: 0.74509
hiring_manager: timanglade; similarity_score: 0.74508
hiring_manager: charliejrgower; similarity_score: 0.74508
hiring_manager: alphast0rm; similarity_score: 0.74218
hiring_manager: maramaemartin; similarity_score: 0.74218
hiring_manager: baran; similarity_score: 0.74218
hiring_manager: myom; similarity_score: 0.74217
hiring_manager: espinchi; similarity_score: 0.73929
hiring_manager: johnnyg; similarity_score: 0.73929
hiring_manager: cynusx; similarity_score: 0.73929
hiring_manager: wdewind; similarity_score: 0.73642
hiring_manager: FUSAR_rs; similarity_score: 0.73358
hiring_manager: Mynar; similarity_score: 0.73358
hiring_manager: Renat; similarity_score: 0.73076
hiring_manager: edawerd; similarity_score: 0.73076
hiring_manager: kdavari; similarity_score: 0.73076
hiring_manager: alexk; similarity_score: 0.73076
hiring_manager: ben336; similarity_score: 0.72518
hiring_manager: dangoldin; similarity_score: 0.72518
hiring_manager: mrw34; similarity_score: 0.72243
hiring_manager: kamalesh_v; similarity_score: 0.72243
hiring_manager: salar; similarity_score: 0.72243
hiring_manager: jjnvdm; similarity_score: 0.71969
hiring_manager: geori; similarity_score: 0.71969
hiring_manager: PhantomPhreak; similarity_score: 0.71697
hiring_manager: BGCivis; similarity_score: 0.71427
hiring_manager: davidw; similarity_score: 0.71427
hiring_manager: FreshPuzzles; similarity_score: 0.71160
hiring_manager: Symbol; similarity_score: 0.71160
hiring_manager: tomccabe; similarity_score: 0.71160
hiring_manager: bowmanb; similarity_score: 0.70895
hiring_manager: propellerhat; similarity_score: 0.70895
hiring_manager: escherize; similarity_score: 0.70631
hiring_manager: nichol4s; similarity_score: 0.70631
hiring_manager: choult; similarity_score: 0.70631
hiring_manager: sidjoshi; similarity_score: 0.70110
hiring_manager: wiredd; similarity_score: 0.70110
hiring_manager: hglaser; similarity_score: 0.70110
hiring_manager: RaizlabsTalent; similarity_score: 0.70109
hiring_manager: JayNeely; similarity_score: 0.69852
hiring_manager: clieu1; similarity_score: 0.69852
hiring_manager: loganfrederick; similarity_score: 0.69852
hiring_manager: jdjdjd; similarity_score: 0.69596
hiring_manager: zacharypinter; similarity_score: 0.69342
hiring_manager: gsiener; similarity_score: 0.69342
hiring_manager: clarkevans; similarity_score: 0.69342
hiring_manager: sahil_videology; similarity_score: 0.69090
hiring_manager: ashleyjohn; similarity_score: 0.68840
hiring_manager: Theranos; similarity_score: 0.68840
hiring_manager: ssk2; similarity_score: 0.68840
hiring_manager: knes; similarity_score: 0.68591
hiring_manager: mrbird; similarity_score: 0.68591
hiring_manager: chollida1; similarity_score: 0.68344
hiring_manager: Andrew_Metail; similarity_score: 0.68100
hiring_manager: jhmaddox; similarity_score: 0.68099
hiring_manager: chrisduesing; similarity_score: 0.68099
hiring_manager: axiom; similarity_score: 0.68099
hiring_manager: anotherdrew42; similarity_score: 0.67856
hiring_manager: cwc22; similarity_score: 0.67856
hiring_manager: nkoren; similarity_score: 0.67856
hiring_manager: meaydinli; similarity_score: 0.67856
hiring_manager: jpwagner; similarity_score: 0.67615
hiring_manager: darrenkopp; similarity_score: 0.67615
hiring_manager: grydstedt; similarity_score: 0.67375
hiring_manager: omarish; similarity_score: 0.67375
hiring_manager: nathanwdavis; similarity_score: 0.67375
hiring_manager: sciurus; similarity_score: 0.66901
hiring_manager: squirrel; similarity_score: 0.66901
hiring_manager: yesimahuman; similarity_score: 0.66666
hiring_manager: davidshariff; similarity_score: 0.66666
hiring_manager: sam; similarity_score: 0.66666
hiring_manager: asolove; similarity_score: 0.66666
hiring_manager: Dejeanakay; similarity_score: 0.66666
hiring_manager: mateodelnorte; similarity_score: 0.66666
hiring_manager: mburst; similarity_score: 0.66666
hiring_manager: kscottz; similarity_score: 0.66665
hiring_manager: bostonpete; similarity_score: 0.66432
hiring_manager: evaneykelen; similarity_score: 0.66432
hiring_manager: d0m; similarity_score: 0.65972
hiring_manager: biggitybones; similarity_score: 0.65971
hiring_manager: BMarkmann; similarity_score: 0.65971
hiring_manager: breckognize; similarity_score: 0.65971
hiring_manager: kenrose; similarity_score: 0.65743
hiring_manager: klochner; similarity_score: 0.65743
hiring_manager: YelpEngineering; similarity_score: 0.65517
hiring_manager: dannysu; similarity_score: 0.65516
hiring_manager: jkoc; similarity_score: 0.65068
hiring_manager: mandoescamilla; similarity_score: 0.64846
hiring_manager: soundandfeury; similarity_score: 0.64845
hiring_manager: alexose; similarity_score: 0.64845
hiring_manager: nikhaldi; similarity_score: 0.64845
