hiring_manager: namelezz; similarity_score: 0.99212
hiring_manager: deepsearch; similarity_score: 0.99211
hiring_manager: bohnej; similarity_score: 0.98437
hiring_manager: papaonlegs; similarity_score: 0.98437
hiring_manager: zacharycohn; similarity_score: 0.98437
hiring_manager: ogennadi; similarity_score: 0.97674
hiring_manager: xasos; similarity_score: 0.97673
hiring_manager: bostonpete; similarity_score: 0.96922
hiring_manager: khwang; similarity_score: 0.96922
hiring_manager: siddarthd2919; similarity_score: 0.96922
hiring_manager: fourier; similarity_score: 0.96922
hiring_manager: joshcanhelp; similarity_score: 0.96183
hiring_manager: OpenDrapery; similarity_score: 0.96182
hiring_manager: BillFranklin; similarity_score: 0.96182
hiring_manager: neftaly; similarity_score: 0.96182
hiring_manager: nathanwdavis; similarity_score: 0.95454
hiring_manager: iandanforth; similarity_score: 0.95454
hiring_manager: metaobject; similarity_score: 0.95454
hiring_manager: quinthar; similarity_score: 0.94736
hiring_manager: ljlolel; similarity_score: 0.94736
hiring_manager: fractalsea; similarity_score: 0.94736
hiring_manager: curiousDog; similarity_score: 0.94736
hiring_manager: Caleb_Smith; similarity_score: 0.94029
hiring_manager: fapjacks; similarity_score: 0.94029
hiring_manager: smikhanov; similarity_score: 0.94029
hiring_manager: plaban123; similarity_score: 0.94029
hiring_manager: sid6376; similarity_score: 0.94029
hiring_manager: fuckthepoor; similarity_score: 0.94028
hiring_manager: grinich; similarity_score: 0.93332
hiring_manager: siscia; similarity_score: 0.92646
hiring_manager: rrpadhy; similarity_score: 0.91970
hiring_manager: unclesaamm; similarity_score: 0.91970
hiring_manager: _gordee; similarity_score: 0.91970
hiring_manager: vaughnd; similarity_score: 0.91970
hiring_manager: tobinharris; similarity_score: 0.91304
hiring_manager: st8machine; similarity_score: 0.91304
hiring_manager: kbar13; similarity_score: 0.91304
hiring_manager: emcienjobs; similarity_score: 0.91304
hiring_manager: HeyLaughingBoy; similarity_score: 0.91303
hiring_manager: jerematasno; similarity_score: 0.91303
hiring_manager: hrehhf; similarity_score: 0.91303
hiring_manager: zerr; similarity_score: 0.90647
hiring_manager: chrisbennet; similarity_score: 0.90647
hiring_manager: Cyranix; similarity_score: 0.90646
hiring_manager: Blackthorn; similarity_score: 0.89999
hiring_manager: toreriklinnerud; similarity_score: 0.89361
hiring_manager: petrosagg; similarity_score: 0.89361
hiring_manager: rememberlenny; similarity_score: 0.89360
hiring_manager: frabcus; similarity_score: 0.88732
hiring_manager: reubendoetsch; similarity_score: 0.88731
hiring_manager: timanglade; similarity_score: 0.88731
hiring_manager: miles932; similarity_score: 0.88111
hiring_manager: manpageman; similarity_score: 0.88111
hiring_manager: geverett; similarity_score: 0.87499
hiring_manager: roybarberuk; similarity_score: 0.86896
hiring_manager: milewska; similarity_score: 0.86896
hiring_manager: g06; similarity_score: 0.86895
hiring_manager: untilHellbanned; similarity_score: 0.86895
hiring_manager: spot; similarity_score: 0.86301
hiring_manager: greenjellybean; similarity_score: 0.86300
hiring_manager: lesleyann25; similarity_score: 0.86300
hiring_manager: S4M; similarity_score: 0.86300
hiring_manager: cllns; similarity_score: 0.86300
hiring_manager: edent; similarity_score: 0.85714
hiring_manager: beaverfox; similarity_score: 0.85714
hiring_manager: pouloum78; similarity_score: 0.85134
hiring_manager: dalys; similarity_score: 0.85134
hiring_manager: ninetax; similarity_score: 0.84563
hiring_manager: doxcf434; similarity_score: 0.84562
hiring_manager: justhw; similarity_score: 0.83999
hiring_manager: yavery; similarity_score: 0.83443
hiring_manager: darrennix; similarity_score: 0.83443
hiring_manager: feverishaaron; similarity_score: 0.81817
hiring_manager: ugh123; similarity_score: 0.81290
hiring_manager: finnh; similarity_score: 0.80254
hiring_manager: k1w1; similarity_score: 0.80254
hiring_manager: burnout1540; similarity_score: 0.80253
hiring_manager: edziubudzik; similarity_score: 0.79746
hiring_manager: amac; similarity_score: 0.79746
hiring_manager: imdane; similarity_score: 0.79745
hiring_manager: kefeizhou; similarity_score: 0.79244
hiring_manager: samuelbrin; similarity_score: 0.79244
hiring_manager: jack7890; similarity_score: 0.78749
hiring_manager: frb; similarity_score: 0.77777
hiring_manager: lbo; similarity_score: 0.77777
hiring_manager: pohungc; similarity_score: 0.77300
hiring_manager: biomimic; similarity_score: 0.77300
hiring_manager: jorgecastillo; similarity_score: 0.77299
hiring_manager: ehberger; similarity_score: 0.76829
hiring_manager: murtza; similarity_score: 0.76363
hiring_manager: pwman; similarity_score: 0.76363
hiring_manager: 7Figures2Commas; similarity_score: 0.75903
hiring_manager: realdlee; similarity_score: 0.74999
hiring_manager: samingrassia; similarity_score: 0.74999
hiring_manager: marybheine; similarity_score: 0.74555
hiring_manager: 7parkdata; similarity_score: 0.74117
hiring_manager: DustinCalim; similarity_score: 0.73684
hiring_manager: statictype; similarity_score: 0.73683
hiring_manager: lsee; similarity_score: 0.73683
hiring_manager: rfergie; similarity_score: 0.73255
hiring_manager: damon_c; similarity_score: 0.72832
hiring_manager: mmelin; similarity_score: 0.72832
hiring_manager: carlatqueue; similarity_score: 0.72832
hiring_manager: chrisdl; similarity_score: 0.72831
hiring_manager: frisco; similarity_score: 0.72831
hiring_manager: retrodict; similarity_score: 0.72831
hiring_manager: jsaxton86; similarity_score: 0.72413
hiring_manager: ivanzhao; similarity_score: 0.72413
hiring_manager: kiyoto; similarity_score: 0.72413
hiring_manager: brettz; similarity_score: 0.71999
hiring_manager: andrewmb; similarity_score: 0.71590
hiring_manager: TheMakeA; similarity_score: 0.71590
hiring_manager: spooneybarger; similarity_score: 0.71590
hiring_manager: eric_romo; similarity_score: 0.71590
hiring_manager: kevinschumacher; similarity_score: 0.71590
hiring_manager: annalewis7; similarity_score: 0.71590
hiring_manager: drpancake; similarity_score: 0.71186
hiring_manager: Equiet; similarity_score: 0.71185
hiring_manager: paradox95; similarity_score: 0.70786
hiring_manager: yegg; similarity_score: 0.70785
hiring_manager: mattnguyen; similarity_score: 0.70390
hiring_manager: artursapek; similarity_score: 0.69999
hiring_manager: robg; similarity_score: 0.69999
hiring_manager: austinhallock; similarity_score: 0.69999
hiring_manager: wattenberger; similarity_score: 0.69999
hiring_manager: yonibaciu1; similarity_score: 0.69999
hiring_manager: JuliaLam; similarity_score: 0.69230
hiring_manager: dbuxton; similarity_score: 0.69230
hiring_manager: uwemaurer; similarity_score: 0.68852
hiring_manager: johnnyg; similarity_score: 0.68478
hiring_manager: jszumski; similarity_score: 0.68477
hiring_manager: nschuett; similarity_score: 0.68107
hiring_manager: encore2097; similarity_score: 0.68107
hiring_manager: morgante; similarity_score: 0.67741
hiring_manager: asanwal; similarity_score: 0.67741
hiring_manager: matlock; similarity_score: 0.67741
hiring_manager: cjbarber; similarity_score: 0.67379
hiring_manager: dmritard96; similarity_score: 0.67379
hiring_manager: saucelabs; similarity_score: 0.67021
hiring_manager: rasengan; similarity_score: 0.67020
hiring_manager: alphast0rm; similarity_score: 0.66315
hiring_manager: vtuulos; similarity_score: 0.65968
hiring_manager: maramaemartin; similarity_score: 0.65624
hiring_manager: fuelfive; similarity_score: 0.65624
