hiring_manager: papaonlegs; similarity_score: 0.94736
hiring_manager: siddarthd2919; similarity_score: 0.87804
hiring_manager: BillFranklin; similarity_score: 0.87804
hiring_manager: ljlolel; similarity_score: 0.81817
hiring_manager: emcienjobs; similarity_score: 0.70588
hiring_manager: geverett; similarity_score: 0.66666
hiring_manager: rememberlenny; similarity_score: 0.66665
hiring_manager: manpageman; similarity_score: 0.64285
hiring_manager: toreriklinnerud; similarity_score: 0.63157
hiring_manager: doxcf434; similarity_score: 0.62068
hiring_manager: milewska; similarity_score: 0.61016
hiring_manager: lesleyann25; similarity_score: 0.61016
hiring_manager: frabcus; similarity_score: 0.61016
hiring_manager: g06; similarity_score: 0.59999
hiring_manager: edent; similarity_score: 0.59015
hiring_manager: reubendoetsch; similarity_score: 0.59015
hiring_manager: untilHellbanned; similarity_score: 0.59015
hiring_manager: darrennix; similarity_score: 0.56249
hiring_manager: spot; similarity_score: 0.56249
hiring_manager: pouloum78; similarity_score: 0.55384
hiring_manager: roybarberuk; similarity_score: 0.53730
hiring_manager: yavery; similarity_score: 0.53730
hiring_manager: ericbogs; similarity_score: 0.52940
hiring_manager: feverishaaron; similarity_score: 0.50704
hiring_manager: finnh; similarity_score: 0.49314
hiring_manager: k1w1; similarity_score: 0.48647
hiring_manager: amac; similarity_score: 0.47367
hiring_manager: burnout1540; similarity_score: 0.47367
hiring_manager: edziubudzik; similarity_score: 0.46152
hiring_manager: pwman; similarity_score: 0.46152
hiring_manager: imdane; similarity_score: 0.46152
hiring_manager: lbo; similarity_score: 0.45569
hiring_manager: pohungc; similarity_score: 0.44999
hiring_manager: murtza; similarity_score: 0.44999
hiring_manager: kefeizhou; similarity_score: 0.43373
hiring_manager: jack7890; similarity_score: 0.43373
hiring_manager: frb; similarity_score: 0.41860
hiring_manager: marybheine; similarity_score: 0.41859
hiring_manager: 7parkdata; similarity_score: 0.41378
hiring_manager: DustinCalim; similarity_score: 0.40908
hiring_manager: runcougar; similarity_score: 0.40448
hiring_manager: realdlee; similarity_score: 0.39999
hiring_manager: statictype; similarity_score: 0.39560
hiring_manager: andrewmb; similarity_score: 0.39559
hiring_manager: rfergie; similarity_score: 0.39559
hiring_manager: american_hawk; similarity_score: 0.39129
hiring_manager: lsee; similarity_score: 0.38709
hiring_manager: yegg; similarity_score: 0.38297
hiring_manager: chrisdl; similarity_score: 0.38297
hiring_manager: damon_c; similarity_score: 0.37894
hiring_manager: kiyoto; similarity_score: 0.37894
hiring_manager: rrpadhy; similarity_score: 0.37894
