hiring_manager: deepsearch; similarity_score: 0.99999
hiring_manager: namelezz; similarity_score: 0.99461
hiring_manager: bohnej; similarity_score: 0.98930
hiring_manager: papaonlegs; similarity_score: 0.98929
hiring_manager: zacharycohn; similarity_score: 0.98929
hiring_manager: ogennadi; similarity_score: 0.97883
hiring_manager: siddarthd2919; similarity_score: 0.97883
hiring_manager: xasos; similarity_score: 0.97883
hiring_manager: bostonpete; similarity_score: 0.97883
hiring_manager: JusticeEX_; similarity_score: 0.97368
hiring_manager: Caleb_Smith; similarity_score: 0.97368
hiring_manager: curiousDog; similarity_score: 0.97368
hiring_manager: joshcanhelp; similarity_score: 0.97367
hiring_manager: iandanforth; similarity_score: 0.97367
hiring_manager: metaobject; similarity_score: 0.97367
hiring_manager: OpenDrapery; similarity_score: 0.97367
hiring_manager: nathanwdavis; similarity_score: 0.97367
hiring_manager: neftaly; similarity_score: 0.96858
hiring_manager: grinich; similarity_score: 0.96858
hiring_manager: plaban123; similarity_score: 0.96858
hiring_manager: sid6376; similarity_score: 0.96857
hiring_manager: BillFranklin; similarity_score: 0.96857
hiring_manager: zerr; similarity_score: 0.96857
hiring_manager: fapjacks; similarity_score: 0.96353
hiring_manager: fourier; similarity_score: 0.96353
hiring_manager: quinthar; similarity_score: 0.96353
hiring_manager: ljlolel; similarity_score: 0.95854
hiring_manager: khwang; similarity_score: 0.95854
hiring_manager: fuckthepoor; similarity_score: 0.95360
hiring_manager: smikhanov; similarity_score: 0.95360
hiring_manager: bkovacev; similarity_score: 0.95360
hiring_manager: siscia; similarity_score: 0.95360
hiring_manager: hrehhf; similarity_score: 0.95360
hiring_manager: st8machine; similarity_score: 0.94871
hiring_manager: jerematasno; similarity_score: 0.94871
hiring_manager: unclesaamm; similarity_score: 0.94871
hiring_manager: _gordee; similarity_score: 0.94387
hiring_manager: HeyLaughingBoy; similarity_score: 0.94387
hiring_manager: kbar13; similarity_score: 0.94387
hiring_manager: Cyranix; similarity_score: 0.93908
hiring_manager: petrosagg; similarity_score: 0.93908
hiring_manager: maxlawrie; similarity_score: 0.93908
hiring_manager: vaughnd; similarity_score: 0.93907
hiring_manager: rrpadhy; similarity_score: 0.93907
hiring_manager: toreriklinnerud; similarity_score: 0.93434
hiring_manager: chrisbennet; similarity_score: 0.93433
hiring_manager: Blackthorn; similarity_score: 0.92964
hiring_manager: miles932; similarity_score: 0.92964
hiring_manager: emcienjobs; similarity_score: 0.92964
hiring_manager: tobinharris; similarity_score: 0.92963
hiring_manager: Hario; similarity_score: 0.92499
hiring_manager: timanglade; similarity_score: 0.92499
hiring_manager: fnaticshank; similarity_score: 0.92039
hiring_manager: frabcus; similarity_score: 0.92039
hiring_manager: rememberlenny; similarity_score: 0.92039
hiring_manager: lesleyann25; similarity_score: 0.91132
hiring_manager: geverett; similarity_score: 0.91132
hiring_manager: milewska; similarity_score: 0.91132
hiring_manager: manpageman; similarity_score: 0.91132
hiring_manager: scienceoflife; similarity_score: 0.91132
hiring_manager: untilHellbanned; similarity_score: 0.91132
hiring_manager: dalys; similarity_score: 0.90686
hiring_manager: reubendoetsch; similarity_score: 0.90685
hiring_manager: g06; similarity_score: 0.90243
hiring_manager: ericbogs; similarity_score: 0.90243
hiring_manager: edent; similarity_score: 0.89805
hiring_manager: yavery; similarity_score: 0.89805
hiring_manager: greenjellybean; similarity_score: 0.89804
hiring_manager: S4M; similarity_score: 0.89371
hiring_manager: doxcf434; similarity_score: 0.89371
hiring_manager: spot; similarity_score: 0.89371
hiring_manager: cllns; similarity_score: 0.89370
hiring_manager: pouloum78; similarity_score: 0.88941
hiring_manager: beaverfox; similarity_score: 0.88941
hiring_manager: roybarberuk; similarity_score: 0.88516
hiring_manager: ninetax; similarity_score: 0.88515
hiring_manager: justhw; similarity_score: 0.88094
hiring_manager: eli_gottlieb; similarity_score: 0.87676
hiring_manager: darrennix; similarity_score: 0.87676
hiring_manager: k1w1; similarity_score: 0.87263
hiring_manager: ugh123; similarity_score: 0.86854
hiring_manager: feverishaaron; similarity_score: 0.86448
hiring_manager: samuelbrin; similarity_score: 0.86046
hiring_manager: burnout1540; similarity_score: 0.85647
hiring_manager: amac; similarity_score: 0.85647
hiring_manager: finnh; similarity_score: 0.85252
hiring_manager: jorgecastillo; similarity_score: 0.84862
hiring_manager: edziubudzik; similarity_score: 0.84861
hiring_manager: frb; similarity_score: 0.84861
hiring_manager: ehberger; similarity_score: 0.84474
hiring_manager: imdane; similarity_score: 0.84474
hiring_manager: rfergie; similarity_score: 0.83710
hiring_manager: lbo; similarity_score: 0.83709
hiring_manager: jack7890; similarity_score: 0.83709
hiring_manager: pohungc; similarity_score: 0.83333
hiring_manager: pwman; similarity_score: 0.83332
hiring_manager: murtza; similarity_score: 0.82959
hiring_manager: kefeizhou; similarity_score: 0.82959
hiring_manager: marybheine; similarity_score: 0.82958
hiring_manager: realdlee; similarity_score: 0.82221
hiring_manager: statictype; similarity_score: 0.81497
hiring_manager: 7parkdata; similarity_score: 0.81497
hiring_manager: DustinCalim; similarity_score: 0.81497
hiring_manager: 7Figures2Commas; similarity_score: 0.81139
hiring_manager: chrisdl; similarity_score: 0.81139
hiring_manager: annalewis7; similarity_score: 0.81139
hiring_manager: artursapek; similarity_score: 0.80785
hiring_manager: spooneybarger; similarity_score: 0.80086
hiring_manager: retrodict; similarity_score: 0.80086
hiring_manager: lsee; similarity_score: 0.80086
hiring_manager: kiyoto; similarity_score: 0.80085
hiring_manager: frisco; similarity_score: 0.79741
hiring_manager: damon_c; similarity_score: 0.79741
hiring_manager: samingrassia; similarity_score: 0.79741
hiring_manager: mmelin; similarity_score: 0.79740
