hiring_manager: deepsearch; similarity_score: 0.97727
hiring_manager: namelezz; similarity_score: 0.97726
hiring_manager: papaonlegs; similarity_score: 0.95554
hiring_manager: bohnej; similarity_score: 0.95554
hiring_manager: zacharycohn; similarity_score: 0.93478
hiring_manager: siddarthd2919; similarity_score: 0.89583
hiring_manager: bostonpete; similarity_score: 0.89583
hiring_manager: ogennadi; similarity_score: 0.89582
hiring_manager: xasos; similarity_score: 0.89582
hiring_manager: BillFranklin; similarity_score: 0.87754
hiring_manager: OpenDrapery; similarity_score: 0.87754
hiring_manager: neftaly; similarity_score: 0.87754
hiring_manager: metaobject; similarity_score: 0.87754
hiring_manager: joshcanhelp; similarity_score: 0.85999
hiring_manager: iandanforth; similarity_score: 0.85999
hiring_manager: nathanwdavis; similarity_score: 0.84313
hiring_manager: grinich; similarity_score: 0.84313
hiring_manager: Caleb_Smith; similarity_score: 0.84313
hiring_manager: zerr; similarity_score: 0.84313
hiring_manager: ljlolel; similarity_score: 0.84312
hiring_manager: fourier; similarity_score: 0.84312
hiring_manager: fractalsea; similarity_score: 0.82691
hiring_manager: JusticeEX_; similarity_score: 0.82691
hiring_manager: curiousDog; similarity_score: 0.82691
hiring_manager: plaban123; similarity_score: 0.82691
hiring_manager: sid6376; similarity_score: 0.81132
hiring_manager: quinthar; similarity_score: 0.79629
hiring_manager: siscia; similarity_score: 0.79629
hiring_manager: _gordee; similarity_score: 0.79629
hiring_manager: smikhanov; similarity_score: 0.78181
hiring_manager: hrehhf; similarity_score: 0.78181
hiring_manager: HeyLaughingBoy; similarity_score: 0.78181
hiring_manager: fuckthepoor; similarity_score: 0.78181
hiring_manager: fapjacks; similarity_score: 0.78181
hiring_manager: unclesaamm; similarity_score: 0.78180
hiring_manager: khwang; similarity_score: 0.76785
hiring_manager: tobinharris; similarity_score: 0.75438
hiring_manager: vaughnd; similarity_score: 0.75438
hiring_manager: bkovacev; similarity_score: 0.75437
hiring_manager: st8machine; similarity_score: 0.74137
hiring_manager: maxlawrie; similarity_score: 0.74137
hiring_manager: rrpadhy; similarity_score: 0.74137
hiring_manager: emcienjobs; similarity_score: 0.74136
hiring_manager: jerematasno; similarity_score: 0.72881
hiring_manager: Cyranix; similarity_score: 0.72881
hiring_manager: kbar13; similarity_score: 0.72880
hiring_manager: petrosagg; similarity_score: 0.71666
hiring_manager: chrisbennet; similarity_score: 0.71665
hiring_manager: Blackthorn; similarity_score: 0.70491
hiring_manager: rememberlenny; similarity_score: 0.70491
hiring_manager: Hario; similarity_score: 0.69354
hiring_manager: geverett; similarity_score: 0.69354
hiring_manager: timanglade; similarity_score: 0.69354
hiring_manager: miles932; similarity_score: 0.69353
hiring_manager: manpageman; similarity_score: 0.68253
hiring_manager: fnaticshank; similarity_score: 0.68252
hiring_manager: milewska; similarity_score: 0.66153
hiring_manager: untilHellbanned; similarity_score: 0.66153
hiring_manager: toreriklinnerud; similarity_score: 0.66153
hiring_manager: frabcus; similarity_score: 0.66153
hiring_manager: doxcf434; similarity_score: 0.65151
hiring_manager: reubendoetsch; similarity_score: 0.64178
hiring_manager: g06; similarity_score: 0.64178
hiring_manager: lesleyann25; similarity_score: 0.64178
hiring_manager: scienceoflife; similarity_score: 0.64178
hiring_manager: greenjellybean; similarity_score: 0.63235
hiring_manager: edent; similarity_score: 0.62318
hiring_manager: justhw; similarity_score: 0.62318
hiring_manager: spot; similarity_score: 0.61428
hiring_manager: cllns; similarity_score: 0.61428
hiring_manager: beaverfox; similarity_score: 0.61428
hiring_manager: darrennix; similarity_score: 0.61428
hiring_manager: pouloum78; similarity_score: 0.60563
hiring_manager: dalys; similarity_score: 0.59722
