hiring_manager: deepsearch; similarity_score: 0.99999
hiring_manager: namelezz; similarity_score: 0.99144
hiring_manager: xasos; similarity_score: 0.99144
hiring_manager: papaonlegs; similarity_score: 0.98304
hiring_manager: bohnej; similarity_score: 0.98304
hiring_manager: zacharycohn; similarity_score: 0.98304
hiring_manager: siddarthd2919; similarity_score: 0.97478
hiring_manager: ogennadi; similarity_score: 0.97478
hiring_manager: iandanforth; similarity_score: 0.97478
hiring_manager: fourier; similarity_score: 0.96666
hiring_manager: BillFranklin; similarity_score: 0.96665
hiring_manager: metaobject; similarity_score: 0.95867
hiring_manager: bostonpete; similarity_score: 0.95867
hiring_manager: OpenDrapery; similarity_score: 0.95867
hiring_manager: nathanwdavis; similarity_score: 0.95867
hiring_manager: fractalsea; similarity_score: 0.95867
hiring_manager: Caleb_Smith; similarity_score: 0.95867
hiring_manager: curiousDog; similarity_score: 0.95867
hiring_manager: joshcanhelp; similarity_score: 0.95867
hiring_manager: siscia; similarity_score: 0.95866
hiring_manager: neftaly; similarity_score: 0.95866
hiring_manager: sid6376; similarity_score: 0.95081
hiring_manager: hrehhf; similarity_score: 0.94308
hiring_manager: plaban123; similarity_score: 0.94308
hiring_manager: smikhanov; similarity_score: 0.94308
hiring_manager: fapjacks; similarity_score: 0.94308
hiring_manager: _gordee; similarity_score: 0.94308
hiring_manager: fuckthepoor; similarity_score: 0.93548
hiring_manager: quinthar; similarity_score: 0.93548
hiring_manager: jerematasno; similarity_score: 0.93547
hiring_manager: khwang; similarity_score: 0.93547
hiring_manager: grinich; similarity_score: 0.93547
hiring_manager: ljlolel; similarity_score: 0.93547
hiring_manager: HeyLaughingBoy; similarity_score: 0.92799
hiring_manager: unclesaamm; similarity_score: 0.92062
hiring_manager: miles932; similarity_score: 0.91338
hiring_manager: rrpadhy; similarity_score: 0.91338
hiring_manager: vaughnd; similarity_score: 0.91338
hiring_manager: kbar13; similarity_score: 0.91338
hiring_manager: petrosagg; similarity_score: 0.91337
hiring_manager: toreriklinnerud; similarity_score: 0.90624
hiring_manager: timanglade; similarity_score: 0.90624
hiring_manager: tobinharris; similarity_score: 0.90624
hiring_manager: st8machine; similarity_score: 0.89921
hiring_manager: Cyranix; similarity_score: 0.89921
hiring_manager: chrisbennet; similarity_score: 0.89921
hiring_manager: zerr; similarity_score: 0.89230
hiring_manager: Blackthorn; similarity_score: 0.89230
hiring_manager: emcienjobs; similarity_score: 0.89229
hiring_manager: rememberlenny; similarity_score: 0.89229
hiring_manager: dalys; similarity_score: 0.88549
hiring_manager: g06; similarity_score: 0.87878
hiring_manager: frabcus; similarity_score: 0.87217
hiring_manager: geverett; similarity_score: 0.87217
hiring_manager: manpageman; similarity_score: 0.87217
hiring_manager: justhw; similarity_score: 0.86567
hiring_manager: reubendoetsch; similarity_score: 0.86566
hiring_manager: cllns; similarity_score: 0.86566
hiring_manager: pouloum78; similarity_score: 0.86566
hiring_manager: milewska; similarity_score: 0.85925
hiring_manager: beaverfox; similarity_score: 0.85924
hiring_manager: S4M; similarity_score: 0.85293
hiring_manager: lesleyann25; similarity_score: 0.85293
hiring_manager: untilHellbanned; similarity_score: 0.85293
hiring_manager: ugh123; similarity_score: 0.84671
hiring_manager: roybarberuk; similarity_score: 0.84670
hiring_manager: spot; similarity_score: 0.84670
hiring_manager: doxcf434; similarity_score: 0.84057
hiring_manager: yavery; similarity_score: 0.84057
hiring_manager: edent; similarity_score: 0.84056
hiring_manager: darrennix; similarity_score: 0.83453
hiring_manager: greenjellybean; similarity_score: 0.83452
hiring_manager: ninetax; similarity_score: 0.82856
hiring_manager: k1w1; similarity_score: 0.82856
hiring_manager: samuelbrin; similarity_score: 0.81118
hiring_manager: edziubudzik; similarity_score: 0.79999
hiring_manager: feverishaaron; similarity_score: 0.79451
hiring_manager: amac; similarity_score: 0.78910
hiring_manager: jorgecastillo; similarity_score: 0.78377
hiring_manager: finnh; similarity_score: 0.77851
hiring_manager: pwman; similarity_score: 0.77333
hiring_manager: burnout1540; similarity_score: 0.77332
