job_seeker: hannes2000; similarity_score: 0.91149
job_seeker: FiddlerClamp; similarity_score: 0.90350
job_seeker: colsandurz; similarity_score: 0.90350
job_seeker: ainiriand; similarity_score: 0.89565
job_seeker: yowmamasita; similarity_score: 0.89564
job_seeker: mishkovski; similarity_score: 0.89564
job_seeker: torkable; similarity_score: 0.89564
job_seeker: vdimarco; similarity_score: 0.89564
job_seeker: quiqueqs; similarity_score: 0.89564
job_seeker: new_user_name; similarity_score: 0.88792
job_seeker: Stamy; similarity_score: 0.88033
job_seeker: RamunasM; similarity_score: 0.88033
job_seeker: SerialMiller; similarity_score: 0.87287
job_seeker: batjaa; similarity_score: 0.87287
job_seeker: dsfreed; similarity_score: 0.87287
job_seeker: wmil; similarity_score: 0.86554
job_seeker: pluc; similarity_score: 0.86554
job_seeker: Hobart116; similarity_score: 0.86554
job_seeker: egorbatik; similarity_score: 0.86553
job_seeker: phish; similarity_score: 0.85833
job_seeker: sauravt; similarity_score: 0.85832
job_seeker: gkelly; similarity_score: 0.85123
job_seeker: saigrandhi; similarity_score: 0.85123
job_seeker: jbza; similarity_score: 0.85123
job_seeker: jdbiggs; similarity_score: 0.85123
job_seeker: agurha; similarity_score: 0.85123
job_seeker: jivux; similarity_score: 0.85122
job_seeker: hyunwoona; similarity_score: 0.84426
job_seeker: jokoon; similarity_score: 0.84425
job_seeker: domedefelice; similarity_score: 0.84425
job_seeker: pknerd; similarity_score: 0.83739
job_seeker: greenjellybean; similarity_score: 0.83064
job_seeker: yesyesnooo; similarity_score: 0.83064
job_seeker: frontsideair; similarity_score: 0.83064
job_seeker: speeder; similarity_score: 0.83063
job_seeker: sharmanaetor; similarity_score: 0.82399
job_seeker: anujpasricha; similarity_score: 0.82399
job_seeker: v1ct0r; similarity_score: 0.81745
job_seeker: webjac; similarity_score: 0.81102
job_seeker: chad_strategic; similarity_score: 0.81101
job_seeker: harrychenca; similarity_score: 0.81101
job_seeker: JoshuaDavid; similarity_score: 0.80468
job_seeker: sfythe; similarity_score: 0.79844
job_seeker: asfarley; similarity_score: 0.79230
job_seeker: ucacian; similarity_score: 0.78625
job_seeker: Nullslash; similarity_score: 0.78625
job_seeker: ownagefool; similarity_score: 0.78625
job_seeker: srpoder; similarity_score: 0.78625
job_seeker: rogerbinns; similarity_score: 0.78029
job_seeker: ryanjanvier; similarity_score: 0.78029
job_seeker: gothy; similarity_score: 0.77443
job_seeker: waiquoo; similarity_score: 0.76865
job_seeker: claudiordgz; similarity_score: 0.76865
job_seeker: ryaneager; similarity_score: 0.76864
job_seeker: mariocesar; similarity_score: 0.76296
job_seeker: nicopace; similarity_score: 0.75735
job_seeker: 3zzy; similarity_score: 0.75734
job_seeker: baggachipz; similarity_score: 0.75734
job_seeker: rahulroy; similarity_score: 0.75182
job_seeker: Grue3; similarity_score: 0.75182
