job_seeker: hannes2000; similarity_score: 0.95692
job_seeker: colsandurz; similarity_score: 0.95238
job_seeker: FiddlerClamp; similarity_score: 0.95237
job_seeker: vdimarco; similarity_score: 0.95237
job_seeker: mishkovski; similarity_score: 0.94786
job_seeker: quiqueqs; similarity_score: 0.94786
job_seeker: new_user_name; similarity_score: 0.94786
job_seeker: ainiriand; similarity_score: 0.94786
job_seeker: yowmamasita; similarity_score: 0.94786
job_seeker: torkable; similarity_score: 0.94339
job_seeker: phish; similarity_score: 0.93457
job_seeker: Stamy; similarity_score: 0.93457
job_seeker: dsfreed; similarity_score: 0.93457
job_seeker: wmil; similarity_score: 0.93457
job_seeker: RamunasM; similarity_score: 0.93457
job_seeker: saigrandhi; similarity_score: 0.93457
job_seeker: jbza; similarity_score: 0.93457
job_seeker: sauravt; similarity_score: 0.93022
job_seeker: Hobart116; similarity_score: 0.93022
job_seeker: SerialMiller; similarity_score: 0.93022
job_seeker: batjaa; similarity_score: 0.93022
job_seeker: pluc; similarity_score: 0.92591
job_seeker: egorbatik; similarity_score: 0.92591
job_seeker: gkelly; similarity_score: 0.92591
job_seeker: jivux; similarity_score: 0.92165
job_seeker: sharmanaetor; similarity_score: 0.91743
job_seeker: jdbiggs; similarity_score: 0.91742
job_seeker: domedefelice; similarity_score: 0.91742
job_seeker: pknerd; similarity_score: 0.91742
job_seeker: frontsideair; similarity_score: 0.91324
job_seeker: agurha; similarity_score: 0.91323
job_seeker: jokoon; similarity_score: 0.91323
job_seeker: webjac; similarity_score: 0.90909
job_seeker: anujpasricha; similarity_score: 0.90908
job_seeker: speeder; similarity_score: 0.90908
job_seeker: v1ct0r; similarity_score: 0.90908
job_seeker: greenjellybean; similarity_score: 0.90908
job_seeker: hyunwoona; similarity_score: 0.90908
job_seeker: sfythe; similarity_score: 0.90908
job_seeker: yesyesnooo; similarity_score: 0.90908
job_seeker: harrychenca; similarity_score: 0.90090
job_seeker: chad_strategic; similarity_score: 0.89685
job_seeker: JoshuaDavid; similarity_score: 0.89685
job_seeker: mariocesar; similarity_score: 0.89284
job_seeker: ryaneager; similarity_score: 0.88888
