job_seeker: hannes2000; similarity_score: 0.92063
job_seeker: FiddlerClamp; similarity_score: 0.91337
job_seeker: ainiriand; similarity_score: 0.90624
job_seeker: yowmamasita; similarity_score: 0.90624
job_seeker: quiqueqs; similarity_score: 0.90624
job_seeker: colsandurz; similarity_score: 0.90624
job_seeker: vdimarco; similarity_score: 0.90624
job_seeker: torkable; similarity_score: 0.89922
job_seeker: mishkovski; similarity_score: 0.89922
job_seeker: new_user_name; similarity_score: 0.89921
job_seeker: dsfreed; similarity_score: 0.88549
job_seeker: SerialMiller; similarity_score: 0.88549
job_seeker: RamunasM; similarity_score: 0.88549
job_seeker: Stamy; similarity_score: 0.88548
job_seeker: sauravt; similarity_score: 0.87878
job_seeker: wmil; similarity_score: 0.87878
job_seeker: batjaa; similarity_score: 0.87877
job_seeker: egorbatik; similarity_score: 0.87217
job_seeker: phish; similarity_score: 0.87217
job_seeker: pluc; similarity_score: 0.87217
job_seeker: Hobart116; similarity_score: 0.87217
job_seeker: gkelly; similarity_score: 0.86566
job_seeker: agurha; similarity_score: 0.86566
job_seeker: saigrandhi; similarity_score: 0.86566
job_seeker: jdbiggs; similarity_score: 0.85925
job_seeker: pknerd; similarity_score: 0.85925
job_seeker: jivux; similarity_score: 0.85925
job_seeker: domedefelice; similarity_score: 0.85293
job_seeker: jokoon; similarity_score: 0.85293
job_seeker: jbza; similarity_score: 0.85293
job_seeker: frontsideair; similarity_score: 0.84671
job_seeker: hyunwoona; similarity_score: 0.84670
job_seeker: sharmanaetor; similarity_score: 0.84057
job_seeker: yesyesnooo; similarity_score: 0.84057
job_seeker: speeder; similarity_score: 0.83452
job_seeker: anujpasricha; similarity_score: 0.83452
job_seeker: webjac; similarity_score: 0.82857
job_seeker: greenjellybean; similarity_score: 0.82856
job_seeker: JoshuaDavid; similarity_score: 0.82856
job_seeker: chad_strategic; similarity_score: 0.82269
job_seeker: harrychenca; similarity_score: 0.82268
job_seeker: ucacian; similarity_score: 0.80555
