job_seeker: hannes2000; similarity_score: 0.49999
job_seeker: FiddlerClamp; similarity_score: 0.45454
job_seeker: colsandurz; similarity_score: 0.43478
job_seeker: quiqueqs; similarity_score: 0.43477
job_seeker: ainiriand; similarity_score: 0.43477
job_seeker: vdimarco; similarity_score: 0.41666
job_seeker: yowmamasita; similarity_score: 0.41666
job_seeker: new_user_name; similarity_score: 0.41665
job_seeker: mishkovski; similarity_score: 0.41665
job_seeker: torkable; similarity_score: 0.41665
job_seeker: dsfreed; similarity_score: 0.38461
job_seeker: RamunasM; similarity_score: 0.38460
job_seeker: Stamy; similarity_score: 0.38460
job_seeker: wmil; similarity_score: 0.37036
job_seeker: SerialMiller; similarity_score: 0.37036
job_seeker: batjaa; similarity_score: 0.37036
job_seeker: egorbatik; similarity_score: 0.35713
job_seeker: Hobart116; similarity_score: 0.35713
job_seeker: pluc; similarity_score: 0.35713
job_seeker: sauravt; similarity_score: 0.34482
job_seeker: jivux; similarity_score: 0.33333
job_seeker: gkelly; similarity_score: 0.33332
job_seeker: saigrandhi; similarity_score: 0.33332
job_seeker: jdbiggs; similarity_score: 0.33332
job_seeker: phish; similarity_score: 0.32257
job_seeker: jokoon; similarity_score: 0.32257
job_seeker: frontsideair; similarity_score: 0.31249
job_seeker: jbza; similarity_score: 0.31249
job_seeker: hyunwoona; similarity_score: 0.31249
job_seeker: pknerd; similarity_score: 0.31249
job_seeker: domedefelice; similarity_score: 0.29411
job_seeker: anujpasricha; similarity_score: 0.29411
job_seeker: agurha; similarity_score: 0.29411
job_seeker: yesyesnooo; similarity_score: 0.29410
job_seeker: chad_strategic; similarity_score: 0.27776
job_seeker: speeder; similarity_score: 0.27026
job_seeker: greenjellybean; similarity_score: 0.27026
job_seeker: sharmanaetor; similarity_score: 0.27026
job_seeker: webjac; similarity_score: 0.25640
job_seeker: harrychenca; similarity_score: 0.25640
job_seeker: v1ct0r; similarity_score: 0.24999
job_seeker: JoshuaDavid; similarity_score: 0.24999
job_seeker: Nullslash; similarity_score: 0.24390
job_seeker: srpoder; similarity_score: 0.24389
job_seeker: waiquoo; similarity_score: 0.23809
job_seeker: sfythe; similarity_score: 0.23808
