job_seeker: hannes2000; similarity_score: 0.76743
job_seeker: FiddlerClamp; similarity_score: 0.74999
job_seeker: new_user_name; similarity_score: 0.73332
job_seeker: vdimarco; similarity_score: 0.71738
job_seeker: colsandurz; similarity_score: 0.71738
job_seeker: ainiriand; similarity_score: 0.71738
job_seeker: torkable; similarity_score: 0.71738
job_seeker: quiqueqs; similarity_score: 0.71738
job_seeker: yowmamasita; similarity_score: 0.70212
job_seeker: mishkovski; similarity_score: 0.70211
job_seeker: dsfreed; similarity_score: 0.68749
job_seeker: Stamy; similarity_score: 0.67346
job_seeker: RamunasM; similarity_score: 0.67346
job_seeker: batjaa; similarity_score: 0.65999
job_seeker: SerialMiller; similarity_score: 0.65999
job_seeker: egorbatik; similarity_score: 0.65999
job_seeker: wmil; similarity_score: 0.65999
job_seeker: pluc; similarity_score: 0.64705
job_seeker: Hobart116; similarity_score: 0.64705
job_seeker: gkelly; similarity_score: 0.64704
job_seeker: saigrandhi; similarity_score: 0.63461
job_seeker: sauravt; similarity_score: 0.63461
job_seeker: phish; similarity_score: 0.63460
job_seeker: jivux; similarity_score: 0.62263
job_seeker: jdbiggs; similarity_score: 0.62263
job_seeker: jokoon; similarity_score: 0.61111
job_seeker: jbza; similarity_score: 0.61110
job_seeker: frontsideair; similarity_score: 0.61110
job_seeker: pknerd; similarity_score: 0.59999
job_seeker: hyunwoona; similarity_score: 0.59999
job_seeker: domedefelice; similarity_score: 0.59999
job_seeker: agurha; similarity_score: 0.58927
job_seeker: yesyesnooo; similarity_score: 0.58927
job_seeker: anujpasricha; similarity_score: 0.57894
job_seeker: chad_strategic; similarity_score: 0.56895
job_seeker: sharmanaetor; similarity_score: 0.55931
job_seeker: speeder; similarity_score: 0.55931
job_seeker: greenjellybean; similarity_score: 0.54999
job_seeker: webjac; similarity_score: 0.54097
job_seeker: harrychenca; similarity_score: 0.53225
job_seeker: srpoder; similarity_score: 0.52380
job_seeker: v1ct0r; similarity_score: 0.52380
job_seeker: Nullslash; similarity_score: 0.52380
job_seeker: JoshuaDavid; similarity_score: 0.51562
job_seeker: waiquoo; similarity_score: 0.51562
job_seeker: sfythe; similarity_score: 0.50769
job_seeker: mariocesar; similarity_score: 0.49999
job_seeker: asfarley; similarity_score: 0.49999
job_seeker: ryanjanvier; similarity_score: 0.49253
job_seeker: claudiordgz; similarity_score: 0.49253
