job_seeker: hannes2000; similarity_score: 0.60713
job_seeker: FiddlerClamp; similarity_score: 0.58620
job_seeker: ainiriand; similarity_score: 0.56666
job_seeker: quiqueqs; similarity_score: 0.56666
job_seeker: colsandurz; similarity_score: 0.56666
job_seeker: new_user_name; similarity_score: 0.54838
job_seeker: yowmamasita; similarity_score: 0.54838
job_seeker: mishkovski; similarity_score: 0.54838
job_seeker: torkable; similarity_score: 0.54838
job_seeker: vdimarco; similarity_score: 0.54837
job_seeker: Stamy; similarity_score: 0.51514
job_seeker: dsfreed; similarity_score: 0.51514
job_seeker: RamunasM; similarity_score: 0.51514
job_seeker: SerialMiller; similarity_score: 0.49999
job_seeker: batjaa; similarity_score: 0.49999
job_seeker: wmil; similarity_score: 0.49999
job_seeker: pluc; similarity_score: 0.48571
job_seeker: Hobart116; similarity_score: 0.48571
job_seeker: egorbatik; similarity_score: 0.48571
job_seeker: sauravt; similarity_score: 0.47221
job_seeker: phish; similarity_score: 0.45945
job_seeker: jivux; similarity_score: 0.45945
job_seeker: saigrandhi; similarity_score: 0.45945
job_seeker: jdbiggs; similarity_score: 0.45945
job_seeker: gkelly; similarity_score: 0.45945
job_seeker: jokoon; similarity_score: 0.44736
job_seeker: pknerd; similarity_score: 0.43589
job_seeker: jbza; similarity_score: 0.43589
job_seeker: hyunwoona; similarity_score: 0.43589
job_seeker: frontsideair; similarity_score: 0.43589
job_seeker: agurha; similarity_score: 0.42499
job_seeker: anujpasricha; similarity_score: 0.41462
job_seeker: yesyesnooo; similarity_score: 0.41462
job_seeker: domedefelice; similarity_score: 0.41462
job_seeker: speeder; similarity_score: 0.39534
job_seeker: sharmanaetor; similarity_score: 0.39534
job_seeker: chad_strategic; similarity_score: 0.39534
job_seeker: greenjellybean; similarity_score: 0.38636
job_seeker: webjac; similarity_score: 0.37777
job_seeker: harrychenca; similarity_score: 0.36955
job_seeker: JoshuaDavid; similarity_score: 0.36955
job_seeker: v1ct0r; similarity_score: 0.36955
job_seeker: sfythe; similarity_score: 0.35416
job_seeker: Nullslash; similarity_score: 0.35415
job_seeker: srpoder; similarity_score: 0.35415
job_seeker: waiquoo; similarity_score: 0.34693
job_seeker: asfarley; similarity_score: 0.33999
job_seeker: ucacian; similarity_score: 0.32692
job_seeker: rogerbinns; similarity_score: 0.32691
job_seeker: ownagefool; similarity_score: 0.32691
job_seeker: claudiordgz; similarity_score: 0.32691
job_seeker: ryanjanvier; similarity_score: 0.32075
job_seeker: nicopace; similarity_score: 0.32074
job_seeker: mariocesar; similarity_score: 0.32074
job_seeker: 3zzy; similarity_score: 0.31480
job_seeker: gothy; similarity_score: 0.30908
job_seeker: baggachipz; similarity_score: 0.30908
job_seeker: Grue3; similarity_score: 0.30357
job_seeker: Achshar; similarity_score: 0.30356
job_seeker: mateja; similarity_score: 0.30356
job_seeker: 32faction; similarity_score: 0.29824
job_seeker: japesinator; similarity_score: 0.29824
job_seeker: 2bluesc; similarity_score: 0.29823
job_seeker: philippnagel; similarity_score: 0.29309
job_seeker: rahulroy; similarity_score: 0.29309
job_seeker: 2close4comfort; similarity_score: 0.29309
job_seeker: thomasfromcdnjs; similarity_score: 0.29309
job_seeker: hiby007; similarity_score: 0.28813
job_seeker: pablokbs; similarity_score: 0.28813
job_seeker: ryaneager; similarity_score: 0.28813
job_seeker: nubcakes; similarity_score: 0.28813
job_seeker: zachcowell; similarity_score: 0.28332
job_seeker: codez; similarity_score: 0.27868
job_seeker: cpursley; similarity_score: 0.27868
job_seeker: darsi; similarity_score: 0.27418
job_seeker: TapanilaT; similarity_score: 0.26983
job_seeker: jecjec; similarity_score: 0.26983
job_seeker: Cyranix; similarity_score: 0.26983
job_seeker: apsdehal; similarity_score: 0.26983
job_seeker: kidsil; similarity_score: 0.26562
job_seeker: J_Darnley; similarity_score: 0.26153
job_seeker: keane; similarity_score: 0.26153
job_seeker: beanmind; similarity_score: 0.26153
job_seeker: Daves; similarity_score: 0.26153
job_seeker: bruticus; similarity_score: 0.26153
job_seeker: toddrew; similarity_score: 0.25757
job_seeker: jan0e; similarity_score: 0.25757
job_seeker: asethwright; similarity_score: 0.25756
job_seeker: lukasLansky; similarity_score: 0.24999
job_seeker: akama; similarity_score: 0.24999
job_seeker: nt_tdc; similarity_score: 0.24999
job_seeker: ddebernardy; similarity_score: 0.24999
job_seeker: cday; similarity_score: 0.24999
job_seeker: fvinci; similarity_score: 0.24999
job_seeker: cswelin; similarity_score: 0.24637
job_seeker: csorrell; similarity_score: 0.24637
job_seeker: yen223; similarity_score: 0.24637
job_seeker: hayolie; similarity_score: 0.24285
job_seeker: BenderV; similarity_score: 0.23943
job_seeker: ealeksandrov; similarity_score: 0.23943
job_seeker: paulojreis; similarity_score: 0.23943
job_seeker: keraj; similarity_score: 0.23610
job_seeker: dyadic; similarity_score: 0.23287
job_seeker: bluerobotcat; similarity_score: 0.23287
job_seeker: sfteus; similarity_score: 0.23286
job_seeker: emillon; similarity_score: 0.22666
job_seeker: gsamm; similarity_score: 0.22666
job_seeker: yzzxy; similarity_score: 0.22666
job_seeker: mtdavis; similarity_score: 0.22666
job_seeker: gmoneynj2000; similarity_score: 0.22367
job_seeker: tomaskazemekas; similarity_score: 0.21794
job_seeker: schneidmaster; similarity_score: 0.21518
job_seeker: 67726e; similarity_score: 0.20987
job_seeker: jw989; similarity_score: 0.20986
job_seeker: Jarlakxen; similarity_score: 0.20481
job_seeker: navait; similarity_score: 0.20237
job_seeker: iN7h33nD; similarity_score: 0.19999
job_seeker: zwetan; similarity_score: 0.19999
job_seeker: bcoates; similarity_score: 0.19999
job_seeker: sdernley; similarity_score: 0.19767
job_seeker: kparaju; similarity_score: 0.19318
job_seeker: Akkuma; similarity_score: 0.19317
job_seeker: domador; similarity_score: 0.19317
job_seeker: chrispecoraro; similarity_score: 0.18888
job_seeker: avyfain; similarity_score: 0.18477
job_seeker: btbuildem; similarity_score: 0.18279
job_seeker: mike-cardwell; similarity_score: 0.18279
job_seeker: sidmitra; similarity_score: 0.18278
job_seeker: TheDom; similarity_score: 0.18084
job_seeker: kirpekar; similarity_score: 0.18084
job_seeker: yoav; similarity_score: 0.17707
job_seeker: hereonbusiness; similarity_score: 0.17525
job_seeker: acharnou; similarity_score: 0.17525
job_seeker: majodev; similarity_score: 0.17346
job_seeker: RickS; similarity_score: 0.16999
job_seeker: joyofdata; similarity_score: 0.16831
job_seeker: siscia; similarity_score: 0.16830
job_seeker: valarauca1; similarity_score: 0.16504
job_seeker: richardhoward; similarity_score: 0.16190
job_seeker: AlexNeoNomad; similarity_score: 0.15740
job_seeker: osenar; similarity_score: 0.15740
job_seeker: eximius; similarity_score: 0.15595
job_seeker: jrm2k6; similarity_score: 0.15595
