job_seeker: hannes2000; similarity_score: 0.93939
job_seeker: colsandurz; similarity_score: 0.93939
job_seeker: vdimarco; similarity_score: 0.93373
job_seeker: yowmamasita; similarity_score: 0.93372
job_seeker: FiddlerClamp; similarity_score: 0.93372
job_seeker: quiqueqs; similarity_score: 0.92814
job_seeker: torkable; similarity_score: 0.92814
job_seeker: ainiriand; similarity_score: 0.92814
job_seeker: gkelly; similarity_score: 0.92814
job_seeker: RamunasM; similarity_score: 0.92813
job_seeker: mishkovski; similarity_score: 0.92261
job_seeker: wmil; similarity_score: 0.92261
job_seeker: new_user_name; similarity_score: 0.92260
job_seeker: egorbatik; similarity_score: 0.91715
job_seeker: Hobart116; similarity_score: 0.91715
job_seeker: Stamy; similarity_score: 0.91715
job_seeker: dsfreed; similarity_score: 0.91176
job_seeker: pluc; similarity_score: 0.91175
job_seeker: jdbiggs; similarity_score: 0.91175
job_seeker: batjaa; similarity_score: 0.90643
job_seeker: saigrandhi; similarity_score: 0.90642
job_seeker: frontsideair; similarity_score: 0.90642
job_seeker: SerialMiller; similarity_score: 0.90642
job_seeker: jokoon; similarity_score: 0.90642
job_seeker: jivux; similarity_score: 0.90642
job_seeker: sauravt; similarity_score: 0.90115
job_seeker: phish; similarity_score: 0.90115
job_seeker: greenjellybean; similarity_score: 0.90115
job_seeker: jbza; similarity_score: 0.90115
job_seeker: hyunwoona; similarity_score: 0.90115
job_seeker: domedefelice; similarity_score: 0.90115
job_seeker: pknerd; similarity_score: 0.89594
job_seeker: agurha; similarity_score: 0.89080
job_seeker: sharmanaetor; similarity_score: 0.88571
job_seeker: v1ct0r; similarity_score: 0.88570
job_seeker: anujpasricha; similarity_score: 0.88067
job_seeker: speeder; similarity_score: 0.88067
job_seeker: chad_strategic; similarity_score: 0.87570
job_seeker: webjac; similarity_score: 0.87570
job_seeker: sfythe; similarity_score: 0.87570
job_seeker: yesyesnooo; similarity_score: 0.87570
job_seeker: harrychenca; similarity_score: 0.87570
job_seeker: Nullslash; similarity_score: 0.86110
job_seeker: asfarley; similarity_score: 0.86110
job_seeker: 2close4comfort; similarity_score: 0.86110
job_seeker: JoshuaDavid; similarity_score: 0.86110
job_seeker: ucacian; similarity_score: 0.85635
job_seeker: rogerbinns; similarity_score: 0.85164
job_seeker: ownagefool; similarity_score: 0.85163
job_seeker: mariocesar; similarity_score: 0.84698
job_seeker: srpoder; similarity_score: 0.84238
job_seeker: 3zzy; similarity_score: 0.84238
job_seeker: ryaneager; similarity_score: 0.83783
job_seeker: pablokbs; similarity_score: 0.83783
job_seeker: gothy; similarity_score: 0.83783
job_seeker: claudiordgz; similarity_score: 0.83783
job_seeker: nubcakes; similarity_score: 0.83333
job_seeker: zachcowell; similarity_score: 0.83333
job_seeker: waiquoo; similarity_score: 0.83332
job_seeker: japesinator; similarity_score: 0.83332
job_seeker: rahulroy; similarity_score: 0.83332
job_seeker: nicopace; similarity_score: 0.83332
job_seeker: Grue3; similarity_score: 0.83332
job_seeker: mateja; similarity_score: 0.82887
job_seeker: ryanjanvier; similarity_score: 0.82887
job_seeker: hiby007; similarity_score: 0.82887
job_seeker: 32faction; similarity_score: 0.82446
job_seeker: thomasfromcdnjs; similarity_score: 0.82446
job_seeker: yen223; similarity_score: 0.82446
job_seeker: baggachipz; similarity_score: 0.82446
job_seeker: gsamm; similarity_score: 0.82446
job_seeker: akama; similarity_score: 0.82446
job_seeker: philippnagel; similarity_score: 0.82010
job_seeker: 2bluesc; similarity_score: 0.82010
job_seeker: cpursley; similarity_score: 0.82009
job_seeker: beanmind; similarity_score: 0.81578
job_seeker: apsdehal; similarity_score: 0.81578
job_seeker: lukasLansky; similarity_score: 0.81151
job_seeker: jecjec; similarity_score: 0.81151
job_seeker: TapanilaT; similarity_score: 0.81151
job_seeker: codez; similarity_score: 0.81151
job_seeker: kidsil; similarity_score: 0.81151
job_seeker: cday; similarity_score: 0.81151
job_seeker: bruticus; similarity_score: 0.81150
job_seeker: Achshar; similarity_score: 0.81150
job_seeker: Cyranix; similarity_score: 0.80728
job_seeker: fvinci; similarity_score: 0.80728
job_seeker: cswelin; similarity_score: 0.80310
job_seeker: keane; similarity_score: 0.80309
job_seeker: toddrew; similarity_score: 0.79896
job_seeker: keraj; similarity_score: 0.79896
job_seeker: Daves; similarity_score: 0.79896
job_seeker: nt_tdc; similarity_score: 0.79487
job_seeker: darsi; similarity_score: 0.79486
job_seeker: jan0e; similarity_score: 0.79486
job_seeker: sfteus; similarity_score: 0.79486
job_seeker: BenderV; similarity_score: 0.79081
job_seeker: J_Darnley; similarity_score: 0.79081
job_seeker: csorrell; similarity_score: 0.79081
job_seeker: asethwright; similarity_score: 0.79080
job_seeker: ddebernardy; similarity_score: 0.78679
job_seeker: ealeksandrov; similarity_score: 0.78679
job_seeker: dyadic; similarity_score: 0.78679
job_seeker: paulojreis; similarity_score: 0.78282
job_seeker: hayolie; similarity_score: 0.78281
job_seeker: yzzxy; similarity_score: 0.77889
job_seeker: mtdavis; similarity_score: 0.77888
job_seeker: emillon; similarity_score: 0.77499
job_seeker: bluerobotcat; similarity_score: 0.76731
job_seeker: tomaskazemekas; similarity_score: 0.76354
job_seeker: gmoneynj2000; similarity_score: 0.75609
job_seeker: jw989; similarity_score: 0.75609
job_seeker: schneidmaster; similarity_score: 0.75242
job_seeker: kparaju; similarity_score: 0.74879
job_seeker: domador; similarity_score: 0.74878
job_seeker: navait; similarity_score: 0.74878
job_seeker: Jarlakxen; similarity_score: 0.74878
job_seeker: avyfain; similarity_score: 0.74878
job_seeker: 67726e; similarity_score: 0.74518
job_seeker: bcoates; similarity_score: 0.74518
job_seeker: zwetan; similarity_score: 0.74162
job_seeker: sdernley; similarity_score: 0.74161
job_seeker: iN7h33nD; similarity_score: 0.73809
job_seeker: kirpekar; similarity_score: 0.73809
job_seeker: btbuildem; similarity_score: 0.73113
