job_seeker: FiddlerClamp; similarity_score: 0.95613
job_seeker: hannes2000; similarity_score: 0.95613
job_seeker: vdimarco; similarity_score: 0.94782
job_seeker: ainiriand; similarity_score: 0.94782
job_seeker: quiqueqs; similarity_score: 0.94782
job_seeker: colsandurz; similarity_score: 0.94781
job_seeker: yowmamasita; similarity_score: 0.94781
job_seeker: mishkovski; similarity_score: 0.94372
job_seeker: torkable; similarity_score: 0.94372
job_seeker: new_user_name; similarity_score: 0.94371
job_seeker: batjaa; similarity_score: 0.93964
job_seeker: Stamy; similarity_score: 0.93562
job_seeker: RamunasM; similarity_score: 0.93561
job_seeker: dsfreed; similarity_score: 0.93561
job_seeker: pluc; similarity_score: 0.93162
job_seeker: Hobart116; similarity_score: 0.93162
job_seeker: SerialMiller; similarity_score: 0.93162
job_seeker: wmil; similarity_score: 0.93161
job_seeker: phish; similarity_score: 0.93161
job_seeker: jbza; similarity_score: 0.92765
job_seeker: egorbatik; similarity_score: 0.92765
job_seeker: saigrandhi; similarity_score: 0.92765
job_seeker: gkelly; similarity_score: 0.92765
job_seeker: sauravt; similarity_score: 0.92765
job_seeker: jivux; similarity_score: 0.92372
job_seeker: pknerd; similarity_score: 0.92371
job_seeker: agurha; similarity_score: 0.92371
job_seeker: frontsideair; similarity_score: 0.91982
job_seeker: jdbiggs; similarity_score: 0.91982
job_seeker: domedefelice; similarity_score: 0.91596
job_seeker: jokoon; similarity_score: 0.91596
job_seeker: speeder; similarity_score: 0.91213
job_seeker: sharmanaetor; similarity_score: 0.91213
job_seeker: hyunwoona; similarity_score: 0.91212
job_seeker: anujpasricha; similarity_score: 0.90833
job_seeker: greenjellybean; similarity_score: 0.90833
job_seeker: yesyesnooo; similarity_score: 0.90832
job_seeker: webjac; similarity_score: 0.90455
job_seeker: harrychenca; similarity_score: 0.90082
job_seeker: chad_strategic; similarity_score: 0.89711
job_seeker: ucacian; similarity_score: 0.89711
job_seeker: v1ct0r; similarity_score: 0.89711
job_seeker: JoshuaDavid; similarity_score: 0.89711
job_seeker: sfythe; similarity_score: 0.89343
job_seeker: ownagefool; similarity_score: 0.88978
job_seeker: Nullslash; similarity_score: 0.88617
job_seeker: rogerbinns; similarity_score: 0.88258
job_seeker: 3zzy; similarity_score: 0.88258
job_seeker: claudiordgz; similarity_score: 0.88258
job_seeker: 2bluesc; similarity_score: 0.88258
job_seeker: asfarley; similarity_score: 0.88258
job_seeker: mariocesar; similarity_score: 0.88258
job_seeker: waiquoo; similarity_score: 0.88258
job_seeker: nubcakes; similarity_score: 0.87903
job_seeker: srpoder; similarity_score: 0.87902
job_seeker: ryanjanvier; similarity_score: 0.87549
job_seeker: gothy; similarity_score: 0.87549
job_seeker: japesinator; similarity_score: 0.87549
job_seeker: baggachipz; similarity_score: 0.87199
job_seeker: rahulroy; similarity_score: 0.86852
job_seeker: 2close4comfort; similarity_score: 0.86851
job_seeker: pablokbs; similarity_score: 0.86851
job_seeker: zachcowell; similarity_score: 0.86507
job_seeker: nicopace; similarity_score: 0.86507
job_seeker: ryaneager; similarity_score: 0.86507
job_seeker: 32faction; similarity_score: 0.86507
job_seeker: Grue3; similarity_score: 0.86507
job_seeker: philippnagel; similarity_score: 0.86506
job_seeker: mateja; similarity_score: 0.86165
job_seeker: Achshar; similarity_score: 0.86165
job_seeker: toddrew; similarity_score: 0.86165
job_seeker: hiby007; similarity_score: 0.86165
job_seeker: cpursley; similarity_score: 0.85826
job_seeker: codez; similarity_score: 0.85825
job_seeker: thomasfromcdnjs; similarity_score: 0.85489
job_seeker: kidsil; similarity_score: 0.85156
job_seeker: TapanilaT; similarity_score: 0.85155
job_seeker: jecjec; similarity_score: 0.85155
job_seeker: cswelin; similarity_score: 0.85155
job_seeker: darsi; similarity_score: 0.84824
job_seeker: beanmind; similarity_score: 0.84824
job_seeker: ealeksandrov; similarity_score: 0.84496
job_seeker: lukasLansky; similarity_score: 0.84495
job_seeker: bruticus; similarity_score: 0.84495
job_seeker: jan0e; similarity_score: 0.84495
job_seeker: hayolie; similarity_score: 0.84495
job_seeker: Cyranix; similarity_score: 0.84495
job_seeker: apsdehal; similarity_score: 0.84495
job_seeker: nt_tdc; similarity_score: 0.84169
job_seeker: Daves; similarity_score: 0.84169
job_seeker: bluerobotcat; similarity_score: 0.84168
job_seeker: cday; similarity_score: 0.83846
job_seeker: yzzxy; similarity_score: 0.83845
job_seeker: keane; similarity_score: 0.83845
job_seeker: asethwright; similarity_score: 0.83845
job_seeker: J_Darnley; similarity_score: 0.83845
job_seeker: csorrell; similarity_score: 0.83845
job_seeker: gsamm; similarity_score: 0.83524
job_seeker: fvinci; similarity_score: 0.83523
job_seeker: dyadic; similarity_score: 0.83206
job_seeker: yen223; similarity_score: 0.83205
job_seeker: keraj; similarity_score: 0.82889
job_seeker: ddebernardy; similarity_score: 0.82889
job_seeker: akama; similarity_score: 0.82888
job_seeker: gmoneynj2000; similarity_score: 0.82575
job_seeker: BenderV; similarity_score: 0.82575
job_seeker: emillon; similarity_score: 0.82575
job_seeker: sfteus; similarity_score: 0.82263
job_seeker: paulojreis; similarity_score: 0.82263
job_seeker: mtdavis; similarity_score: 0.81343
job_seeker: tomaskazemekas; similarity_score: 0.81040
job_seeker: schneidmaster; similarity_score: 0.80740
job_seeker: Jarlakxen; similarity_score: 0.80739
job_seeker: navait; similarity_score: 0.80739
job_seeker: zwetan; similarity_score: 0.79853
job_seeker: 67726e; similarity_score: 0.79561
job_seeker: jw989; similarity_score: 0.79561
job_seeker: bcoates; similarity_score: 0.79561
job_seeker: sdernley; similarity_score: 0.79561
job_seeker: iN7h33nD; similarity_score: 0.79561
job_seeker: Akkuma; similarity_score: 0.79272
job_seeker: kparaju; similarity_score: 0.78984
job_seeker: domador; similarity_score: 0.78984
job_seeker: TheDom; similarity_score: 0.78417
job_seeker: hereonbusiness; similarity_score: 0.78135
job_seeker: btbuildem; similarity_score: 0.77856
job_seeker: RickS; similarity_score: 0.77579
job_seeker: yoav; similarity_score: 0.77579
job_seeker: eximius; similarity_score: 0.77579
job_seeker: kirpekar; similarity_score: 0.77304
job_seeker: chrispecoraro; similarity_score: 0.77304
job_seeker: avyfain; similarity_score: 0.77304
job_seeker: sidmitra; similarity_score: 0.77031
job_seeker: siscia; similarity_score: 0.76760
job_seeker: mike-cardwell; similarity_score: 0.76759
job_seeker: osenar; similarity_score: 0.76490
job_seeker: majodev; similarity_score: 0.76490
job_seeker: valarauca1; similarity_score: 0.75957
