job_seeker: hannes2000; similarity_score: 0.94999
job_seeker: FiddlerClamp; similarity_score: 0.94526
job_seeker: yowmamasita; similarity_score: 0.94059
job_seeker: ainiriand; similarity_score: 0.94059
job_seeker: colsandurz; similarity_score: 0.94059
job_seeker: vdimarco; similarity_score: 0.94058
job_seeker: quiqueqs; similarity_score: 0.94058
job_seeker: mishkovski; similarity_score: 0.93596
job_seeker: new_user_name; similarity_score: 0.93595
job_seeker: torkable; similarity_score: 0.93595
job_seeker: dsfreed; similarity_score: 0.93137
job_seeker: wmil; similarity_score: 0.93137
job_seeker: Stamy; similarity_score: 0.93136
job_seeker: RamunasM; similarity_score: 0.92681
job_seeker: SerialMiller; similarity_score: 0.92232
job_seeker: batjaa; similarity_score: 0.92232
job_seeker: jbza; similarity_score: 0.92232
job_seeker: pluc; similarity_score: 0.92232
job_seeker: egorbatik; similarity_score: 0.92232
job_seeker: phish; similarity_score: 0.91787
job_seeker: sauravt; similarity_score: 0.91787
job_seeker: Hobart116; similarity_score: 0.91786
job_seeker: saigrandhi; similarity_score: 0.91786
job_seeker: jdbiggs; similarity_score: 0.91786
job_seeker: gkelly; similarity_score: 0.91786
job_seeker: greenjellybean; similarity_score: 0.91346
job_seeker: agurha; similarity_score: 0.91346
job_seeker: jokoon; similarity_score: 0.90908
job_seeker: jivux; similarity_score: 0.90908
job_seeker: domedefelice; similarity_score: 0.90908
job_seeker: pknerd; similarity_score: 0.90908
job_seeker: sharmanaetor; similarity_score: 0.90908
job_seeker: frontsideair; similarity_score: 0.90908
job_seeker: hyunwoona; similarity_score: 0.90476
job_seeker: speeder; similarity_score: 0.90475
job_seeker: yesyesnooo; similarity_score: 0.90047
job_seeker: webjac; similarity_score: 0.89621
job_seeker: anujpasricha; similarity_score: 0.89201
job_seeker: harrychenca; similarity_score: 0.89201
job_seeker: v1ct0r; similarity_score: 0.89201
job_seeker: chad_strategic; similarity_score: 0.88784
job_seeker: sfythe; similarity_score: 0.88784
job_seeker: JoshuaDavid; similarity_score: 0.88784
job_seeker: mariocesar; similarity_score: 0.88371
job_seeker: ucacian; similarity_score: 0.88371
job_seeker: ownagefool; similarity_score: 0.88371
job_seeker: ryanjanvier; similarity_score: 0.87557
job_seeker: rogerbinns; similarity_score: 0.87155
job_seeker: claudiordgz; similarity_score: 0.87155
job_seeker: gothy; similarity_score: 0.87155
job_seeker: Nullslash; similarity_score: 0.87155
job_seeker: asfarley; similarity_score: 0.87154
job_seeker: japesinator; similarity_score: 0.86363
job_seeker: ryaneager; similarity_score: 0.86363
job_seeker: srpoder; similarity_score: 0.86363
job_seeker: 32faction; similarity_score: 0.85972
job_seeker: Grue3; similarity_score: 0.85972
job_seeker: nicopace; similarity_score: 0.85972
job_seeker: waiquoo; similarity_score: 0.85972
job_seeker: baggachipz; similarity_score: 0.85972
job_seeker: 3zzy; similarity_score: 0.85972
job_seeker: nubcakes; similarity_score: 0.85585
job_seeker: rahulroy; similarity_score: 0.85585
job_seeker: hiby007; similarity_score: 0.85585
job_seeker: mateja; similarity_score: 0.85584
job_seeker: kidsil; similarity_score: 0.85584
job_seeker: thomasfromcdnjs; similarity_score: 0.85201
job_seeker: pablokbs; similarity_score: 0.84821
job_seeker: zachcowell; similarity_score: 0.84821
job_seeker: 2close4comfort; similarity_score: 0.84820
job_seeker: codez; similarity_score: 0.84820
job_seeker: philippnagel; similarity_score: 0.84820
job_seeker: cswelin; similarity_score: 0.84820
job_seeker: lukasLansky; similarity_score: 0.84444
job_seeker: gsamm; similarity_score: 0.84444
job_seeker: 2bluesc; similarity_score: 0.84443
job_seeker: cpursley; similarity_score: 0.84070
job_seeker: jecjec; similarity_score: 0.84070
job_seeker: Cyranix; similarity_score: 0.84070
job_seeker: yen223; similarity_score: 0.84069
job_seeker: keane; similarity_score: 0.84069
job_seeker: apsdehal; similarity_score: 0.83700
job_seeker: beanmind; similarity_score: 0.83700
job_seeker: Achshar; similarity_score: 0.83699
job_seeker: csorrell; similarity_score: 0.83699
job_seeker: bruticus; similarity_score: 0.83333
job_seeker: TapanilaT; similarity_score: 0.83333
job_seeker: cday; similarity_score: 0.83332
job_seeker: toddrew; similarity_score: 0.82968
job_seeker: darsi; similarity_score: 0.82608
job_seeker: akama; similarity_score: 0.82608
job_seeker: jan0e; similarity_score: 0.82608
job_seeker: keraj; similarity_score: 0.82607
job_seeker: BenderV; similarity_score: 0.82251
job_seeker: fvinci; similarity_score: 0.82250
job_seeker: Daves; similarity_score: 0.82250
job_seeker: paulojreis; similarity_score: 0.81896
job_seeker: nt_tdc; similarity_score: 0.81896
job_seeker: sfteus; similarity_score: 0.81896
job_seeker: ealeksandrov; similarity_score: 0.81895
job_seeker: dyadic; similarity_score: 0.81895
job_seeker: asethwright; similarity_score: 0.81895
job_seeker: J_Darnley; similarity_score: 0.81895
job_seeker: mtdavis; similarity_score: 0.81544
job_seeker: yzzxy; similarity_score: 0.81544
job_seeker: ddebernardy; similarity_score: 0.81196
job_seeker: gmoneynj2000; similarity_score: 0.81195
job_seeker: hayolie; similarity_score: 0.80850
job_seeker: bluerobotcat; similarity_score: 0.79831
job_seeker: navait; similarity_score: 0.79831
job_seeker: iN7h33nD; similarity_score: 0.79497
job_seeker: tomaskazemekas; similarity_score: 0.79497
job_seeker: emillon; similarity_score: 0.79497
job_seeker: 67726e; similarity_score: 0.79166
job_seeker: domador; similarity_score: 0.78838
job_seeker: kparaju; similarity_score: 0.78837
job_seeker: jw989; similarity_score: 0.78837
job_seeker: Jarlakxen; similarity_score: 0.78512
job_seeker: schneidmaster; similarity_score: 0.78511
job_seeker: zwetan; similarity_score: 0.78188
job_seeker: btbuildem; similarity_score: 0.77868
job_seeker: avyfain; similarity_score: 0.77868
job_seeker: sdernley; similarity_score: 0.77868
job_seeker: Akkuma; similarity_score: 0.77550
job_seeker: bcoates; similarity_score: 0.77550
job_seeker: hereonbusiness; similarity_score: 0.76612
job_seeker: yoav; similarity_score: 0.75999
job_seeker: TheDom; similarity_score: 0.75999
job_seeker: RickS; similarity_score: 0.75396
job_seeker: joyofdata; similarity_score: 0.75098
job_seeker: chrispecoraro; similarity_score: 0.75098
job_seeker: kirpekar; similarity_score: 0.74802
job_seeker: sidmitra; similarity_score: 0.74802
job_seeker: valarauca1; similarity_score: 0.74508
job_seeker: mike-cardwell; similarity_score: 0.74218
job_seeker: osenar; similarity_score: 0.74218
job_seeker: jrm2k6; similarity_score: 0.74218
job_seeker: siscia; similarity_score: 0.74218
job_seeker: throwaway83; similarity_score: 0.73929
job_seeker: acharnou; similarity_score: 0.73929
job_seeker: majodev; similarity_score: 0.73642
job_seeker: richardhoward; similarity_score: 0.73075
job_seeker: eximius; similarity_score: 0.72795
job_seeker: HamboneWilson; similarity_score: 0.72519
job_seeker: AlexNeoNomad; similarity_score: 0.72518
job_seeker: madprops; similarity_score: 0.71969
job_seeker: howard941; similarity_score: 0.71697
job_seeker: saiko-chriskun; similarity_score: 0.70369
job_seeker: jamesbrewer; similarity_score: 0.69852
job_seeker: ryankevans; similarity_score: 0.69090
job_seeker: Hario; similarity_score: 0.67615
job_seeker: orteipid; similarity_score: 0.66900
job_seeker: wyclif; similarity_score: 0.64188
job_seeker: lechuckcaptain; similarity_score: 0.63972
job_seeker: KTamasEnty; similarity_score: 0.60509
job_seeker: tehwalrus; similarity_score: 0.58281
job_seeker: frazer; similarity_score: 0.58103
job_seeker: astangl; similarity_score: 0.56716
job_seeker: chrisbennet; similarity_score: 0.56715
job_seeker: batbomb; similarity_score: 0.51629
