job_seeker: hannes2000; similarity_score: 0.89898
job_seeker: FiddlerClamp; similarity_score: 0.88999
job_seeker: vdimarco; similarity_score: 0.88999
job_seeker: colsandurz; similarity_score: 0.88118
job_seeker: ainiriand; similarity_score: 0.88118
job_seeker: quiqueqs; similarity_score: 0.88118
job_seeker: yowmamasita; similarity_score: 0.88118
job_seeker: mishkovski; similarity_score: 0.87254
job_seeker: new_user_name; similarity_score: 0.87254
job_seeker: torkable; similarity_score: 0.87254
job_seeker: RamunasM; similarity_score: 0.87254
job_seeker: dsfreed; similarity_score: 0.85576
job_seeker: Stamy; similarity_score: 0.85576
job_seeker: SerialMiller; similarity_score: 0.85576
job_seeker: jbza; similarity_score: 0.84761
job_seeker: pluc; similarity_score: 0.84761
job_seeker: sauravt; similarity_score: 0.84761
job_seeker: egorbatik; similarity_score: 0.84761
job_seeker: wmil; similarity_score: 0.84761
job_seeker: batjaa; similarity_score: 0.84761
job_seeker: saigrandhi; similarity_score: 0.83961
job_seeker: Hobart116; similarity_score: 0.83961
job_seeker: phish; similarity_score: 0.83177
job_seeker: gkelly; similarity_score: 0.83177
job_seeker: jdbiggs; similarity_score: 0.83176
job_seeker: agurha; similarity_score: 0.82407
job_seeker: jokoon; similarity_score: 0.82406
job_seeker: jivux; similarity_score: 0.82406
job_seeker: pknerd; similarity_score: 0.81651
job_seeker: domedefelice; similarity_score: 0.81651
job_seeker: hyunwoona; similarity_score: 0.81650
job_seeker: sharmanaetor; similarity_score: 0.80908
job_seeker: greenjellybean; similarity_score: 0.80908
job_seeker: frontsideair; similarity_score: 0.80908
job_seeker: yesyesnooo; similarity_score: 0.80908
job_seeker: anujpasricha; similarity_score: 0.79463
job_seeker: harrychenca; similarity_score: 0.79463
job_seeker: chad_strategic; similarity_score: 0.78760
job_seeker: webjac; similarity_score: 0.78760
job_seeker: speeder; similarity_score: 0.78069
job_seeker: JoshuaDavid; similarity_score: 0.77390
job_seeker: sfythe; similarity_score: 0.77390
job_seeker: v1ct0r; similarity_score: 0.77390
job_seeker: rogerbinns; similarity_score: 0.76067
job_seeker: ryanjanvier; similarity_score: 0.76067
job_seeker: Nullslash; similarity_score: 0.76067
job_seeker: ucacian; similarity_score: 0.75423
job_seeker: asfarley; similarity_score: 0.75423
job_seeker: mariocesar; similarity_score: 0.75423
job_seeker: srpoder; similarity_score: 0.74788
job_seeker: ownagefool; similarity_score: 0.74166
job_seeker: claudiordgz; similarity_score: 0.74166
job_seeker: waiquoo; similarity_score: 0.74166
job_seeker: gothy; similarity_score: 0.72950
job_seeker: 3zzy; similarity_score: 0.72950
job_seeker: nicopace; similarity_score: 0.72357
job_seeker: baggachipz; similarity_score: 0.72356
job_seeker: 2bluesc; similarity_score: 0.71773
job_seeker: japesinator; similarity_score: 0.71773
