job_seeker: FiddlerClamp; similarity_score: 0.96197
job_seeker: hannes2000; similarity_score: 0.96196
job_seeker: vdimarco; similarity_score: 0.96196
job_seeker: colsandurz; similarity_score: 0.95832
job_seeker: new_user_name; similarity_score: 0.95832
job_seeker: yowmamasita; similarity_score: 0.95832
job_seeker: quiqueqs; similarity_score: 0.95471
job_seeker: ainiriand; similarity_score: 0.95471
job_seeker: torkable; similarity_score: 0.95470
job_seeker: mishkovski; similarity_score: 0.95111
job_seeker: dsfreed; similarity_score: 0.94756
job_seeker: batjaa; similarity_score: 0.94755
job_seeker: saigrandhi; similarity_score: 0.94402
job_seeker: Stamy; similarity_score: 0.94402
job_seeker: pluc; similarity_score: 0.94402
job_seeker: Hobart116; similarity_score: 0.94402
job_seeker: gkelly; similarity_score: 0.94402
job_seeker: RamunasM; similarity_score: 0.94402
job_seeker: frontsideair; similarity_score: 0.94402
job_seeker: SerialMiller; similarity_score: 0.94051
job_seeker: wmil; similarity_score: 0.94051
job_seeker: egorbatik; similarity_score: 0.94051
job_seeker: domedefelice; similarity_score: 0.93703
job_seeker: sauravt; similarity_score: 0.93703
job_seeker: phish; similarity_score: 0.93703
job_seeker: jivux; similarity_score: 0.93703
job_seeker: jbza; similarity_score: 0.93703
job_seeker: pknerd; similarity_score: 0.93702
job_seeker: greenjellybean; similarity_score: 0.93357
job_seeker: webjac; similarity_score: 0.93357
job_seeker: hyunwoona; similarity_score: 0.93357
job_seeker: jdbiggs; similarity_score: 0.93357
job_seeker: jokoon; similarity_score: 0.93014
job_seeker: agurha; similarity_score: 0.93013
job_seeker: sharmanaetor; similarity_score: 0.92673
job_seeker: speeder; similarity_score: 0.92673
job_seeker: anujpasricha; similarity_score: 0.92335
job_seeker: yesyesnooo; similarity_score: 0.91999
job_seeker: chad_strategic; similarity_score: 0.91999
job_seeker: harrychenca; similarity_score: 0.91999
job_seeker: v1ct0r; similarity_score: 0.91666
job_seeker: sfythe; similarity_score: 0.91665
job_seeker: Nullslash; similarity_score: 0.91335
job_seeker: JoshuaDavid; similarity_score: 0.91006
job_seeker: mariocesar; similarity_score: 0.90680
job_seeker: claudiordgz; similarity_score: 0.90680
job_seeker: ryanjanvier; similarity_score: 0.90680
job_seeker: ucacian; similarity_score: 0.90356
job_seeker: 3zzy; similarity_score: 0.90356
job_seeker: srpoder; similarity_score: 0.90356
job_seeker: rogerbinns; similarity_score: 0.90356
job_seeker: ryaneager; similarity_score: 0.90356
job_seeker: mateja; similarity_score: 0.90035
job_seeker: gothy; similarity_score: 0.90034
job_seeker: nubcakes; similarity_score: 0.90034
job_seeker: Grue3; similarity_score: 0.89716
job_seeker: ownagefool; similarity_score: 0.89715
job_seeker: waiquoo; similarity_score: 0.89399
job_seeker: 2close4comfort; similarity_score: 0.89399
job_seeker: philippnagel; similarity_score: 0.89399
job_seeker: thomasfromcdnjs; similarity_score: 0.89398
job_seeker: asfarley; similarity_score: 0.89398
