job_seeker: hannes2000; similarity_score: 0.95370
job_seeker: FiddlerClamp; similarity_score: 0.95369
job_seeker: yowmamasita; similarity_score: 0.94495
job_seeker: quiqueqs; similarity_score: 0.94494
job_seeker: ainiriand; similarity_score: 0.94494
job_seeker: colsandurz; similarity_score: 0.94494
job_seeker: vdimarco; similarity_score: 0.94494
job_seeker: new_user_name; similarity_score: 0.94063
job_seeker: torkable; similarity_score: 0.94063
job_seeker: mishkovski; similarity_score: 0.94063
job_seeker: RamunasM; similarity_score: 0.93635
job_seeker: gkelly; similarity_score: 0.93635
job_seeker: dsfreed; similarity_score: 0.93212
job_seeker: wmil; similarity_score: 0.93212
job_seeker: egorbatik; similarity_score: 0.93212
job_seeker: pluc; similarity_score: 0.93212
job_seeker: jdbiggs; similarity_score: 0.93212
job_seeker: SerialMiller; similarity_score: 0.93211
job_seeker: Stamy; similarity_score: 0.93211
job_seeker: batjaa; similarity_score: 0.93211
job_seeker: Hobart116; similarity_score: 0.92792
job_seeker: saigrandhi; similarity_score: 0.92792
job_seeker: sauravt; similarity_score: 0.92376
job_seeker: hyunwoona; similarity_score: 0.92376
job_seeker: pknerd; similarity_score: 0.92375
job_seeker: jokoon; similarity_score: 0.91964
job_seeker: jbza; similarity_score: 0.91964
job_seeker: domedefelice; similarity_score: 0.91964
job_seeker: phish; similarity_score: 0.91963
job_seeker: frontsideair; similarity_score: 0.91963
job_seeker: jivux; similarity_score: 0.91963
job_seeker: sharmanaetor; similarity_score: 0.91555
job_seeker: speeder; similarity_score: 0.91555
job_seeker: agurha; similarity_score: 0.91554
job_seeker: greenjellybean; similarity_score: 0.91149
job_seeker: yesyesnooo; similarity_score: 0.90350
job_seeker: chad_strategic; similarity_score: 0.90350
job_seeker: anujpasricha; similarity_score: 0.90350
job_seeker: webjac; similarity_score: 0.89956
job_seeker: harrychenca; similarity_score: 0.89955
job_seeker: JoshuaDavid; similarity_score: 0.89564
job_seeker: sfythe; similarity_score: 0.89177
job_seeker: v1ct0r; similarity_score: 0.89176
job_seeker: rogerbinns; similarity_score: 0.89176
job_seeker: ucacian; similarity_score: 0.88792
job_seeker: Nullslash; similarity_score: 0.88792
job_seeker: ownagefool; similarity_score: 0.88411
job_seeker: claudiordgz; similarity_score: 0.88033
job_seeker: mariocesar; similarity_score: 0.88033
job_seeker: asfarley; similarity_score: 0.88033
job_seeker: srpoder; similarity_score: 0.87659
job_seeker: waiquoo; similarity_score: 0.87658
job_seeker: gothy; similarity_score: 0.87287
job_seeker: 2close4comfort; similarity_score: 0.87287
job_seeker: ryanjanvier; similarity_score: 0.87287
job_seeker: zachcowell; similarity_score: 0.86919
job_seeker: nicopace; similarity_score: 0.86919
job_seeker: japesinator; similarity_score: 0.86919
job_seeker: nubcakes; similarity_score: 0.86919
job_seeker: 3zzy; similarity_score: 0.86554
job_seeker: hiby007; similarity_score: 0.86192
job_seeker: codez; similarity_score: 0.86192
job_seeker: pablokbs; similarity_score: 0.85832
