job_seeker: hannes2000; similarity_score: 0.87179
job_seeker: FiddlerClamp; similarity_score: 0.87178
job_seeker: ainiriand; similarity_score: 0.84999
job_seeker: yowmamasita; similarity_score: 0.84999
job_seeker: quiqueqs; similarity_score: 0.84999
job_seeker: colsandurz; similarity_score: 0.84999
job_seeker: vdimarco; similarity_score: 0.84999
job_seeker: new_user_name; similarity_score: 0.83950
job_seeker: torkable; similarity_score: 0.83949
job_seeker: mishkovski; similarity_score: 0.83949
job_seeker: Stamy; similarity_score: 0.82925
job_seeker: RamunasM; similarity_score: 0.81927
job_seeker: dsfreed; similarity_score: 0.81927
job_seeker: wmil; similarity_score: 0.80952
job_seeker: SerialMiller; similarity_score: 0.80952
job_seeker: Hobart116; similarity_score: 0.80951
job_seeker: batjaa; similarity_score: 0.80951
job_seeker: pluc; similarity_score: 0.79999
job_seeker: saigrandhi; similarity_score: 0.79999
job_seeker: phish; similarity_score: 0.79999
job_seeker: egorbatik; similarity_score: 0.79999
job_seeker: sauravt; similarity_score: 0.79069
job_seeker: gkelly; similarity_score: 0.79068
job_seeker: jivux; similarity_score: 0.78160
job_seeker: domedefelice; similarity_score: 0.78160
job_seeker: jbza; similarity_score: 0.78160
job_seeker: agurha; similarity_score: 0.78160
job_seeker: jdbiggs; similarity_score: 0.78160
job_seeker: jokoon; similarity_score: 0.77272
job_seeker: pknerd; similarity_score: 0.77272
job_seeker: yesyesnooo; similarity_score: 0.76404
job_seeker: frontsideair; similarity_score: 0.76404
job_seeker: hyunwoona; similarity_score: 0.76403
job_seeker: sharmanaetor; similarity_score: 0.75555
job_seeker: anujpasricha; similarity_score: 0.75554
job_seeker: greenjellybean; similarity_score: 0.74724
job_seeker: harrychenca; similarity_score: 0.74724
job_seeker: webjac; similarity_score: 0.73912
job_seeker: speeder; similarity_score: 0.73117
job_seeker: chad_strategic; similarity_score: 0.73117
job_seeker: JoshuaDavid; similarity_score: 0.72339
job_seeker: sfythe; similarity_score: 0.71578
job_seeker: v1ct0r; similarity_score: 0.71578
job_seeker: claudiordgz; similarity_score: 0.70102
job_seeker: Nullslash; similarity_score: 0.70102
job_seeker: ucacian; similarity_score: 0.70102
job_seeker: mariocesar; similarity_score: 0.70102
job_seeker: srpoder; similarity_score: 0.69387
job_seeker: ownagefool; similarity_score: 0.69386
job_seeker: asfarley; similarity_score: 0.69386
job_seeker: waiquoo; similarity_score: 0.68685
job_seeker: rogerbinns; similarity_score: 0.67999
job_seeker: ryanjanvier; similarity_score: 0.67999
job_seeker: 3zzy; similarity_score: 0.67326
job_seeker: nicopace; similarity_score: 0.66666
job_seeker: Grue3; similarity_score: 0.66665
job_seeker: ryaneager; similarity_score: 0.66665
job_seeker: 32faction; similarity_score: 0.66019
job_seeker: baggachipz; similarity_score: 0.66019
job_seeker: rahulroy; similarity_score: 0.66018
job_seeker: gothy; similarity_score: 0.66018
job_seeker: mateja; similarity_score: 0.65383
job_seeker: japesinator; similarity_score: 0.64761
job_seeker: nubcakes; similarity_score: 0.64761
job_seeker: 2close4comfort; similarity_score: 0.64761
job_seeker: thomasfromcdnjs; similarity_score: 0.64150
job_seeker: hiby007; similarity_score: 0.64150
job_seeker: Achshar; similarity_score: 0.64150
job_seeker: 2bluesc; similarity_score: 0.64150
job_seeker: cpursley; similarity_score: 0.64150
job_seeker: philippnagel; similarity_score: 0.64150
job_seeker: codez; similarity_score: 0.64150
job_seeker: apsdehal; similarity_score: 0.64150
job_seeker: kidsil; similarity_score: 0.63550
job_seeker: pablokbs; similarity_score: 0.63550
job_seeker: TapanilaT; similarity_score: 0.63550
job_seeker: toddrew; similarity_score: 0.62962
job_seeker: zachcowell; similarity_score: 0.62962
job_seeker: darsi; similarity_score: 0.62962
