job_seeker: EddyShure; similarity_score: 0.99815
job_seeker: trumbitta2; similarity_score: 0.99815
job_seeker: white0ut; similarity_score: 0.98369
job_seeker: papes; similarity_score: 0.98014
job_seeker: scool; similarity_score: 0.98013
job_seeker: rayalez; similarity_score: 0.97660
job_seeker: HemantPawar; similarity_score: 0.97485
job_seeker: david04; similarity_score: 0.97311
job_seeker: knoxzin1; similarity_score: 0.97311
job_seeker: it_learnses; similarity_score: 0.97137
job_seeker: phish; similarity_score: 0.97137
job_seeker: sam_rad; similarity_score: 0.97137
job_seeker: colsandurz; similarity_score: 0.97136
job_seeker: andrey_utkin; similarity_score: 0.96963
job_seeker: idlewan; similarity_score: 0.96963
job_seeker: enilsen16; similarity_score: 0.96790
job_seeker: pknerd; similarity_score: 0.96790
job_seeker: developerbro; similarity_score: 0.96790
job_seeker: csommers; similarity_score: 0.96619
job_seeker: asow92; similarity_score: 0.96618
job_seeker: sfythe; similarity_score: 0.96618
job_seeker: notastartup; similarity_score: 0.96446
job_seeker: pzz; similarity_score: 0.96446
job_seeker: cpursley; similarity_score: 0.96275
job_seeker: thetwopct; similarity_score: 0.96105
job_seeker: Stamy; similarity_score: 0.96105
job_seeker: sharmanaetor; similarity_score: 0.96105
job_seeker: coffee667; similarity_score: 0.95936
job_seeker: csbartus; similarity_score: 0.95936
job_seeker: dmichulke; similarity_score: 0.95936
job_seeker: albur; similarity_score: 0.95935
job_seeker: alexandregme; similarity_score: 0.95935
job_seeker: spacial; similarity_score: 0.95767
job_seeker: shabinesh; similarity_score: 0.95767
job_seeker: joshrael; similarity_score: 0.95766
job_seeker: ashkang; similarity_score: 0.95598
job_seeker: ddxv; similarity_score: 0.95597
job_seeker: Grue3; similarity_score: 0.95597
job_seeker: rockoder; similarity_score: 0.95430
job_seeker: siscia; similarity_score: 0.95429
job_seeker: aivosha; similarity_score: 0.95262
job_seeker: madarve; similarity_score: 0.95096
job_seeker: uladzislau; similarity_score: 0.95096
job_seeker: lukeqsee; similarity_score: 0.95095
job_seeker: Widow; similarity_score: 0.95095
job_seeker: gierach; similarity_score: 0.95095
job_seeker: 3zzy; similarity_score: 0.94930
job_seeker: rahulroy; similarity_score: 0.94930
job_seeker: krapp; similarity_score: 0.94929
job_seeker: nogbit; similarity_score: 0.94764
job_seeker: dmaffett; similarity_score: 0.94764
job_seeker: mickt; similarity_score: 0.94763
job_seeker: zplesivcak; similarity_score: 0.94763
job_seeker: mateja; similarity_score: 0.94599
job_seeker: yangchi; similarity_score: 0.94598
job_seeker: dancole; similarity_score: 0.94598
