job_seeker: FiddlerClamp; similarity_score: 0.97005
job_seeker: hannes2000; similarity_score: 0.97005
job_seeker: torkable; similarity_score: 0.96716
job_seeker: vdimarco; similarity_score: 0.96716
job_seeker: new_user_name; similarity_score: 0.96715
job_seeker: colsandurz; similarity_score: 0.96715
job_seeker: ainiriand; similarity_score: 0.96428
job_seeker: quiqueqs; similarity_score: 0.96428
job_seeker: mishkovski; similarity_score: 0.96428
job_seeker: batjaa; similarity_score: 0.96427
job_seeker: yowmamasita; similarity_score: 0.96427
job_seeker: Stamy; similarity_score: 0.96427
job_seeker: dsfreed; similarity_score: 0.96142
job_seeker: egorbatik; similarity_score: 0.96141
job_seeker: domedefelice; similarity_score: 0.95857
job_seeker: RamunasM; similarity_score: 0.95857
job_seeker: SerialMiller; similarity_score: 0.95857
job_seeker: gkelly; similarity_score: 0.95574
job_seeker: saigrandhi; similarity_score: 0.95574
job_seeker: wmil; similarity_score: 0.95574
job_seeker: Hobart116; similarity_score: 0.95574
job_seeker: sharmanaetor; similarity_score: 0.95574
job_seeker: frontsideair; similarity_score: 0.95293
job_seeker: jbza; similarity_score: 0.95293
job_seeker: jdbiggs; similarity_score: 0.95293
job_seeker: pluc; similarity_score: 0.95293
job_seeker: jivux; similarity_score: 0.95014
job_seeker: webjac; similarity_score: 0.95014
job_seeker: sauravt; similarity_score: 0.95013
job_seeker: agurha; similarity_score: 0.95013
job_seeker: pknerd; similarity_score: 0.94736
job_seeker: phish; similarity_score: 0.94736
job_seeker: yesyesnooo; similarity_score: 0.94736
job_seeker: jokoon; similarity_score: 0.94735
job_seeker: hyunwoona; similarity_score: 0.94460
job_seeker: greenjellybean; similarity_score: 0.94186
job_seeker: harrychenca; similarity_score: 0.94185
job_seeker: v1ct0r; similarity_score: 0.94185
job_seeker: speeder; similarity_score: 0.93912
job_seeker: sfythe; similarity_score: 0.93912
job_seeker: chad_strategic; similarity_score: 0.93912
job_seeker: anujpasricha; similarity_score: 0.93912
job_seeker: JoshuaDavid; similarity_score: 0.93640
job_seeker: ucacian; similarity_score: 0.93371
job_seeker: 3zzy; similarity_score: 0.93103
