job_seeker: EddyShure; similarity_score: 0.99397
job_seeker: trumbitta2; similarity_score: 0.99396
job_seeker: scool; similarity_score: 0.93749
job_seeker: white0ut; similarity_score: 0.93749
job_seeker: papes; similarity_score: 0.93219
job_seeker: HemantPawar; similarity_score: 0.92695
job_seeker: david04; similarity_score: 0.91666
job_seeker: rayalez; similarity_score: 0.91666
job_seeker: knoxzin1; similarity_score: 0.91665
job_seeker: it_learnses; similarity_score: 0.91159
job_seeker: sam_rad; similarity_score: 0.90659
job_seeker: asow92; similarity_score: 0.90659
job_seeker: csbartus; similarity_score: 0.90658
job_seeker: colsandurz; similarity_score: 0.90658
job_seeker: developerbro; similarity_score: 0.90163
job_seeker: idlewan; similarity_score: 0.90163
job_seeker: phish; similarity_score: 0.89673
job_seeker: enilsen16; similarity_score: 0.89672
job_seeker: csommers; similarity_score: 0.89188
job_seeker: andrey_utkin; similarity_score: 0.89188
job_seeker: pknerd; similarity_score: 0.89188
job_seeker: pzz; similarity_score: 0.89188
job_seeker: notastartup; similarity_score: 0.88709
job_seeker: cpursley; similarity_score: 0.88708
job_seeker: alexandregme; similarity_score: 0.88235
job_seeker: Stamy; similarity_score: 0.87765
job_seeker: coffee667; similarity_score: 0.87301
job_seeker: spacial; similarity_score: 0.87301
job_seeker: thetwopct; similarity_score: 0.87300
job_seeker: sharmanaetor; similarity_score: 0.86842
job_seeker: shabinesh; similarity_score: 0.86841
job_seeker: sfythe; similarity_score: 0.86841
job_seeker: albur; similarity_score: 0.86841
job_seeker: dmichulke; similarity_score: 0.86841
job_seeker: ddxv; similarity_score: 0.86841
job_seeker: Grue3; similarity_score: 0.86841
job_seeker: joshrael; similarity_score: 0.86387
job_seeker: uladzislau; similarity_score: 0.85937
job_seeker: ashkang; similarity_score: 0.85936
job_seeker: aivosha; similarity_score: 0.85491
job_seeker: 3zzy; similarity_score: 0.85491
job_seeker: lukeqsee; similarity_score: 0.85491
job_seeker: nogbit; similarity_score: 0.85051
job_seeker: krapp; similarity_score: 0.84615
job_seeker: siscia; similarity_score: 0.84614
job_seeker: hiby007; similarity_score: 0.84614
job_seeker: gothy; similarity_score: 0.84183
job_seeker: rahulroy; similarity_score: 0.84183
job_seeker: gierach; similarity_score: 0.84182
job_seeker: rockoder; similarity_score: 0.83755
job_seeker: mickt; similarity_score: 0.83755
job_seeker: mateja; similarity_score: 0.83332
job_seeker: madarve; similarity_score: 0.83332
job_seeker: jecjec; similarity_score: 0.83332
job_seeker: dancole; similarity_score: 0.82914
job_seeker: apsdehal; similarity_score: 0.82499
job_seeker: andrewmatte; similarity_score: 0.82089
job_seeker: dmaffett; similarity_score: 0.82089
