job_seeker: EddyShure; similarity_score: 0.99418
job_seeker: trumbitta2; similarity_score: 0.99417
job_seeker: white0ut; similarity_score: 0.94999
job_seeker: papes; similarity_score: 0.93442
job_seeker: rayalez; similarity_score: 0.92934
job_seeker: HemantPawar; similarity_score: 0.92934
job_seeker: scool; similarity_score: 0.92933
job_seeker: david04; similarity_score: 0.92432
job_seeker: knoxzin1; similarity_score: 0.91935
job_seeker: it_learnses; similarity_score: 0.91934
job_seeker: sam_rad; similarity_score: 0.91443
job_seeker: colsandurz; similarity_score: 0.91443
job_seeker: developerbro; similarity_score: 0.90957
job_seeker: idlewan; similarity_score: 0.90956
job_seeker: phish; similarity_score: 0.90475
job_seeker: enilsen16; similarity_score: 0.90475
job_seeker: csommers; similarity_score: 0.90475
job_seeker: notastartup; similarity_score: 0.89999
job_seeker: cpursley; similarity_score: 0.89999
job_seeker: pzz; similarity_score: 0.89999
job_seeker: pknerd; similarity_score: 0.89999
job_seeker: andrey_utkin; similarity_score: 0.89528
job_seeker: asow92; similarity_score: 0.89528
job_seeker: albur; similarity_score: 0.89062
job_seeker: joshrael; similarity_score: 0.88600
job_seeker: alexandregme; similarity_score: 0.88600
job_seeker: csbartus; similarity_score: 0.88600
job_seeker: shabinesh; similarity_score: 0.88143
job_seeker: Stamy; similarity_score: 0.88143
job_seeker: coffee667; similarity_score: 0.87691
job_seeker: sharmanaetor; similarity_score: 0.87691
job_seeker: spacial; similarity_score: 0.87691
job_seeker: thetwopct; similarity_score: 0.87691
job_seeker: Grue3; similarity_score: 0.87691
job_seeker: ddxv; similarity_score: 0.87244
job_seeker: sfythe; similarity_score: 0.86801
job_seeker: ashkang; similarity_score: 0.86362
job_seeker: aivosha; similarity_score: 0.86362
job_seeker: dmichulke; similarity_score: 0.86362
job_seeker: krapp; similarity_score: 0.85928
job_seeker: dancole; similarity_score: 0.85499
job_seeker: nogbit; similarity_score: 0.85073
job_seeker: uladzislau; similarity_score: 0.85073
job_seeker: madarve; similarity_score: 0.85073
job_seeker: rockoder; similarity_score: 0.84653
job_seeker: gothy; similarity_score: 0.84653
job_seeker: lukeqsee; similarity_score: 0.84652
job_seeker: siscia; similarity_score: 0.84235
job_seeker: hiby007; similarity_score: 0.83823
job_seeker: 3zzy; similarity_score: 0.83823
job_seeker: gierach; similarity_score: 0.83414
job_seeker: Widow; similarity_score: 0.83414
job_seeker: dmaffett; similarity_score: 0.83009
job_seeker: lordsheepy; similarity_score: 0.83009
job_seeker: apsdehal; similarity_score: 0.83009
job_seeker: mickt; similarity_score: 0.83009
job_seeker: rahulroy; similarity_score: 0.83008
job_seeker: zero-g; similarity_score: 0.83008
job_seeker: mateja; similarity_score: 0.83008
job_seeker: zplesivcak; similarity_score: 0.82608
job_seeker: andrewmatte; similarity_score: 0.82607
job_seeker: dsposito; similarity_score: 0.81817
job_seeker: mdturnerphys; similarity_score: 0.81817
job_seeker: jecjec; similarity_score: 0.81817
job_seeker: yangchi; similarity_score: 0.81817
job_seeker: chrisbrueck; similarity_score: 0.81817
job_seeker: BrofessorWolf; similarity_score: 0.81042
job_seeker: yen223; similarity_score: 0.81042
job_seeker: BenderV; similarity_score: 0.81041
job_seeker: jayrobin; similarity_score: 0.80659
job_seeker: asherdavidson; similarity_score: 0.80281
job_seeker: arenaninja; similarity_score: 0.80281
job_seeker: J_Darnley; similarity_score: 0.79905
job_seeker: brickmort; similarity_score: 0.79534
job_seeker: keraj; similarity_score: 0.79534
job_seeker: nialo; similarity_score: 0.79166
job_seeker: chroman; similarity_score: 0.79166
job_seeker: agilebyte; similarity_score: 0.78801
job_seeker: eshaham; similarity_score: 0.78081
job_seeker: Blackthorn; similarity_score: 0.78081
job_seeker: qute; similarity_score: 0.77726
job_seeker: Danieru; similarity_score: 0.77375
job_seeker: ankeshanand; similarity_score: 0.77375
job_seeker: synesso; similarity_score: 0.77374
job_seeker: AndroidJedi; similarity_score: 0.77026
job_seeker: codez; similarity_score: 0.76681
job_seeker: jayhuang; similarity_score: 0.76338
job_seeker: neilk; similarity_score: 0.76338
job_seeker: nirajd; similarity_score: 0.75999
job_seeker: WasimBhai; similarity_score: 0.75999
job_seeker: athesyn; similarity_score: 0.75999
job_seeker: stevesunderland; similarity_score: 0.75662
job_seeker: prmobiledev; similarity_score: 0.75330
job_seeker: avyfain; similarity_score: 0.74999
job_seeker: howard941; similarity_score: 0.74671
job_seeker: domador; similarity_score: 0.74347
job_seeker: emilis_info; similarity_score: 0.74025
job_seeker: mailshanx; similarity_score: 0.73706
job_seeker: chrispecoraro; similarity_score: 0.73706
job_seeker: fabulist; similarity_score: 0.73706
job_seeker: erszcz; similarity_score: 0.73390
job_seeker: osenar; similarity_score: 0.73390
job_seeker: dizzystar; similarity_score: 0.73389
job_seeker: Hario; similarity_score: 0.73389
job_seeker: hasbelkader; similarity_score: 0.73076
job_seeker: jorgeisraelp; similarity_score: 0.73076
job_seeker: Daves; similarity_score: 0.72765
job_seeker: ameen; similarity_score: 0.72457
job_seeker: sidmitra; similarity_score: 0.72457
job_seeker: jj57347; similarity_score: 0.71848
job_seeker: daleco; similarity_score: 0.71547
job_seeker: davisr; similarity_score: 0.70660
job_seeker: lygi; similarity_score: 0.70369
job_seeker: tylermac1; similarity_score: 0.70369
job_seeker: tarwatirno; similarity_score: 0.70081
job_seeker: giancarlostoro; similarity_score: 0.70081
job_seeker: jrm2k6; similarity_score: 0.69795
job_seeker: hiddentao; similarity_score: 0.69795
job_seeker: randallsquared; similarity_score: 0.69511
job_seeker: kristallizer1; similarity_score: 0.69230
job_seeker: rabc; similarity_score: 0.67322
job_seeker: hugovie; similarity_score: 0.66536
job_seeker: abathur; similarity_score: 0.66022
job_seeker: edgyswingset; similarity_score: 0.65267
job_seeker: 147; similarity_score: 0.65266
job_seeker: hireme01; similarity_score: 0.64527
job_seeker: seekinghire14; similarity_score: 0.63805
job_seeker: vdaniuk; similarity_score: 0.62867
job_seeker: seansmccullough; similarity_score: 0.61732
job_seeker: rhexs; similarity_score: 0.61070
job_seeker: wyclif; similarity_score: 0.59999
job_seeker: th1agofm; similarity_score: 0.59789
job_seeker: jbcrail; similarity_score: 0.57770
job_seeker: addisonj; similarity_score: 0.57189
job_seeker: dmunoz; similarity_score: 0.55700
job_seeker: laughfactory; similarity_score: 0.55339
job_seeker: doorty; similarity_score: 0.53942
job_seeker: thegrif; similarity_score: 0.53270
job_seeker: astangl; similarity_score: 0.52133
job_seeker: pookieinc; similarity_score: 0.51197
