job_seeker: hannes2000; similarity_score: 0.87499
job_seeker: FiddlerClamp; similarity_score: 0.86419
job_seeker: quiqueqs; similarity_score: 0.85365
job_seeker: colsandurz; similarity_score: 0.85365
job_seeker: ainiriand; similarity_score: 0.85365
job_seeker: yowmamasita; similarity_score: 0.85365
job_seeker: vdimarco; similarity_score: 0.85364
job_seeker: new_user_name; similarity_score: 0.84336
job_seeker: mishkovski; similarity_score: 0.84336
job_seeker: torkable; similarity_score: 0.84336
job_seeker: RamunasM; similarity_score: 0.82352
job_seeker: dsfreed; similarity_score: 0.82352
job_seeker: Stamy; similarity_score: 0.82352
job_seeker: SerialMiller; similarity_score: 0.82351
job_seeker: batjaa; similarity_score: 0.81394
job_seeker: wmil; similarity_score: 0.81394
job_seeker: phish; similarity_score: 0.80459
job_seeker: egorbatik; similarity_score: 0.80459
job_seeker: pluc; similarity_score: 0.80459
job_seeker: Hobart116; similarity_score: 0.80459
job_seeker: sauravt; similarity_score: 0.79545
job_seeker: saigrandhi; similarity_score: 0.79544
job_seeker: gkelly; similarity_score: 0.78651
job_seeker: pknerd; similarity_score: 0.78650
job_seeker: jivux; similarity_score: 0.78650
job_seeker: jdbiggs; similarity_score: 0.78650
job_seeker: domedefelice; similarity_score: 0.77777
job_seeker: jbza; similarity_score: 0.77777
job_seeker: agurha; similarity_score: 0.77777
job_seeker: jokoon; similarity_score: 0.77777
job_seeker: frontsideair; similarity_score: 0.76922
job_seeker: hyunwoona; similarity_score: 0.76922
job_seeker: yesyesnooo; similarity_score: 0.76086
job_seeker: sharmanaetor; similarity_score: 0.76086
job_seeker: speeder; similarity_score: 0.75268
job_seeker: anujpasricha; similarity_score: 0.75268
job_seeker: greenjellybean; similarity_score: 0.75268
job_seeker: harrychenca; similarity_score: 0.74467
job_seeker: webjac; similarity_score: 0.73684
job_seeker: chad_strategic; similarity_score: 0.73683
job_seeker: JoshuaDavid; similarity_score: 0.72915
job_seeker: sfythe; similarity_score: 0.71428
job_seeker: v1ct0r; similarity_score: 0.71428
job_seeker: Nullslash; similarity_score: 0.70706
job_seeker: asfarley; similarity_score: 0.69999
job_seeker: mariocesar; similarity_score: 0.69999
job_seeker: ucacian; similarity_score: 0.69999
job_seeker: gothy; similarity_score: 0.69999
job_seeker: srpoder; similarity_score: 0.69999
job_seeker: rogerbinns; similarity_score: 0.69999
job_seeker: waiquoo; similarity_score: 0.69306
job_seeker: claudiordgz; similarity_score: 0.69305
job_seeker: ownagefool; similarity_score: 0.68627
job_seeker: japesinator; similarity_score: 0.68626
job_seeker: ryanjanvier; similarity_score: 0.67961
job_seeker: nicopace; similarity_score: 0.67307
job_seeker: 3zzy; similarity_score: 0.67307
job_seeker: baggachipz; similarity_score: 0.66666
job_seeker: nubcakes; similarity_score: 0.66037
job_seeker: codez; similarity_score: 0.66037
job_seeker: Grue3; similarity_score: 0.66036
job_seeker: 32faction; similarity_score: 0.66036
job_seeker: hiby007; similarity_score: 0.65420
