job_seeker: EddyShure; similarity_score: 0.99137
job_seeker: trumbitta2; similarity_score: 0.99137
job_seeker: papes; similarity_score: 0.91269
job_seeker: white0ut; similarity_score: 0.91269
job_seeker: HemantPawar; similarity_score: 0.89843
job_seeker: knoxzin1; similarity_score: 0.89843
job_seeker: rayalez; similarity_score: 0.89146
job_seeker: scool; similarity_score: 0.89146
job_seeker: sam_rad; similarity_score: 0.88461
job_seeker: david04; similarity_score: 0.88460
job_seeker: it_learnses; similarity_score: 0.88460
job_seeker: developerbro; similarity_score: 0.88460
job_seeker: colsandurz; similarity_score: 0.87120
job_seeker: idlewan; similarity_score: 0.87120
job_seeker: csommers; similarity_score: 0.86465
job_seeker: enilsen16; similarity_score: 0.86465
job_seeker: phish; similarity_score: 0.86465
job_seeker: andrey_utkin; similarity_score: 0.85820
job_seeker: pknerd; similarity_score: 0.85820
job_seeker: notastartup; similarity_score: 0.85820
job_seeker: cpursley; similarity_score: 0.85820
job_seeker: asow92; similarity_score: 0.85185
job_seeker: csbartus; similarity_score: 0.85185
job_seeker: pzz; similarity_score: 0.85184
job_seeker: coffee667; similarity_score: 0.84558
job_seeker: alexandregme; similarity_score: 0.83941
job_seeker: sfythe; similarity_score: 0.83941
job_seeker: spacial; similarity_score: 0.83941
job_seeker: Stamy; similarity_score: 0.83940
job_seeker: albur; similarity_score: 0.83333
job_seeker: joshrael; similarity_score: 0.82733
job_seeker: ddxv; similarity_score: 0.82733
job_seeker: shabinesh; similarity_score: 0.82142
job_seeker: dmichulke; similarity_score: 0.81559
job_seeker: Grue3; similarity_score: 0.81559
job_seeker: siscia; similarity_score: 0.81559
job_seeker: thetwopct; similarity_score: 0.81559
job_seeker: sharmanaetor; similarity_score: 0.80985
job_seeker: ashkang; similarity_score: 0.80985
job_seeker: nogbit; similarity_score: 0.80419
job_seeker: madarve; similarity_score: 0.80419
job_seeker: lukeqsee; similarity_score: 0.80419
job_seeker: uladzislau; similarity_score: 0.80418
job_seeker: aivosha; similarity_score: 0.80418
job_seeker: 3zzy; similarity_score: 0.79860
job_seeker: rockoder; similarity_score: 0.79310
job_seeker: krapp; similarity_score: 0.78767
job_seeker: gothy; similarity_score: 0.78766
job_seeker: mickt; similarity_score: 0.78231
job_seeker: dancole; similarity_score: 0.77701
job_seeker: zplesivcak; similarity_score: 0.76666
job_seeker: rahulroy; similarity_score: 0.76666
job_seeker: chrisbrueck; similarity_score: 0.76666
job_seeker: mateja; similarity_score: 0.76666
job_seeker: hiby007; similarity_score: 0.76665
job_seeker: gierach; similarity_score: 0.76665
job_seeker: apsdehal; similarity_score: 0.76665
job_seeker: jecjec; similarity_score: 0.75657
job_seeker: yangchi; similarity_score: 0.75657
job_seeker: arenaninja; similarity_score: 0.75657
job_seeker: andrewmatte; similarity_score: 0.75163
job_seeker: dmaffett; similarity_score: 0.75163
job_seeker: zero-g; similarity_score: 0.75162
job_seeker: Widow; similarity_score: 0.75162
job_seeker: mdturnerphys; similarity_score: 0.74674
job_seeker: lordsheepy; similarity_score: 0.74193
job_seeker: dsposito; similarity_score: 0.74192
job_seeker: BrofessorWolf; similarity_score: 0.73717
job_seeker: jayrobin; similarity_score: 0.73717
job_seeker: keraj; similarity_score: 0.73717
job_seeker: yen223; similarity_score: 0.72784
job_seeker: asherdavidson; similarity_score: 0.72326
job_seeker: brickmort; similarity_score: 0.72326
job_seeker: J_Darnley; similarity_score: 0.71874
job_seeker: qute; similarity_score: 0.71427
job_seeker: BenderV; similarity_score: 0.71427
job_seeker: chroman; similarity_score: 0.70986
job_seeker: ankeshanand; similarity_score: 0.70121
job_seeker: agilebyte; similarity_score: 0.70121
job_seeker: nirajd; similarity_score: 0.69696
job_seeker: jayhuang; similarity_score: 0.69696
job_seeker: codez; similarity_score: 0.69696
job_seeker: eshaham; similarity_score: 0.69277
job_seeker: neilk; similarity_score: 0.69276
job_seeker: WasimBhai; similarity_score: 0.69276
job_seeker: AndroidJedi; similarity_score: 0.68862
job_seeker: nialo; similarity_score: 0.68861
job_seeker: athesyn; similarity_score: 0.68861
job_seeker: prmobiledev; similarity_score: 0.68452
job_seeker: Danieru; similarity_score: 0.68452
job_seeker: stevesunderland; similarity_score: 0.68452
job_seeker: Blackthorn; similarity_score: 0.68046
job_seeker: synesso; similarity_score: 0.68046
job_seeker: howard941; similarity_score: 0.67250
job_seeker: hasbelkader; similarity_score: 0.66859
job_seeker: domador; similarity_score: 0.66473
job_seeker: fabulist; similarity_score: 0.66091
job_seeker: erszcz; similarity_score: 0.65714
job_seeker: dizzystar; similarity_score: 0.65713
job_seeker: chrispecoraro; similarity_score: 0.65340
job_seeker: emilis_info; similarity_score: 0.64970
job_seeker: ameen; similarity_score: 0.64606
job_seeker: mailshanx; similarity_score: 0.64605
job_seeker: avyfain; similarity_score: 0.64245
job_seeker: osenar; similarity_score: 0.64245
job_seeker: jorgeisraelp; similarity_score: 0.64244
job_seeker: sidmitra; similarity_score: 0.63888
job_seeker: jj57347; similarity_score: 0.63888
job_seeker: davisr; similarity_score: 0.63535
job_seeker: Hario; similarity_score: 0.63186
job_seeker: Daves; similarity_score: 0.63185
job_seeker: lygi; similarity_score: 0.61827
job_seeker: hiddentao; similarity_score: 0.61497
job_seeker: jrm2k6; similarity_score: 0.61169
job_seeker: daleco; similarity_score: 0.60525
job_seeker: tylermac1; similarity_score: 0.60525
job_seeker: kristallizer1; similarity_score: 0.60525
job_seeker: randallsquared; similarity_score: 0.60209
job_seeker: giancarlostoro; similarity_score: 0.59585
job_seeker: tarwatirno; similarity_score: 0.59277
job_seeker: hugovie; similarity_score: 0.58374
job_seeker: abathur; similarity_score: 0.58079
job_seeker: rabc; similarity_score: 0.57213
job_seeker: seekinghire14; similarity_score: 0.55824
job_seeker: 147; similarity_score: 0.55555
job_seeker: edgyswingset; similarity_score: 0.55023
job_seeker: hireme01; similarity_score: 0.54244
job_seeker: vdaniuk; similarity_score: 0.52272
job_seeker: rhexs; similarity_score: 0.52035
job_seeker: seansmccullough; similarity_score: 0.52035
job_seeker: wyclif; similarity_score: 0.49568
