job_seeker: EddyShure; similarity_score: 0.98888
job_seeker: trumbitta2; similarity_score: 0.98888
job_seeker: white0ut; similarity_score: 0.88999
job_seeker: papes; similarity_score: 0.88118
job_seeker: scool; similarity_score: 0.87254
job_seeker: HemantPawar; similarity_score: 0.86406
job_seeker: david04; similarity_score: 0.85576
job_seeker: knoxzin1; similarity_score: 0.85576
job_seeker: it_learnses; similarity_score: 0.84761
job_seeker: rayalez; similarity_score: 0.84761
job_seeker: developerbro; similarity_score: 0.83961
job_seeker: enilsen16; similarity_score: 0.83961
job_seeker: phish; similarity_score: 0.83961
job_seeker: colsandurz; similarity_score: 0.83961
job_seeker: cpursley; similarity_score: 0.83961
job_seeker: sam_rad; similarity_score: 0.83961
job_seeker: csommers; similarity_score: 0.83177
job_seeker: idlewan; similarity_score: 0.83176
job_seeker: pknerd; similarity_score: 0.81651
job_seeker: notastartup; similarity_score: 0.81651
job_seeker: andrey_utkin; similarity_score: 0.81650
job_seeker: asow92; similarity_score: 0.81650
job_seeker: alexandregme; similarity_score: 0.80908
job_seeker: csbartus; similarity_score: 0.80179
job_seeker: pzz; similarity_score: 0.80179
job_seeker: spacial; similarity_score: 0.80179
job_seeker: albur; similarity_score: 0.79463
job_seeker: Stamy; similarity_score: 0.78760
job_seeker: thetwopct; similarity_score: 0.78070
job_seeker: shabinesh; similarity_score: 0.78070
job_seeker: coffee667; similarity_score: 0.78069
job_seeker: ddxv; similarity_score: 0.77391
job_seeker: sfythe; similarity_score: 0.77390
job_seeker: dmichulke; similarity_score: 0.77390
job_seeker: joshrael; similarity_score: 0.77390
job_seeker: Grue3; similarity_score: 0.76724
job_seeker: sharmanaetor; similarity_score: 0.76723
job_seeker: aivosha; similarity_score: 0.76068
job_seeker: ashkang; similarity_score: 0.76067
job_seeker: uladzislau; similarity_score: 0.75423
job_seeker: krapp; similarity_score: 0.74789
job_seeker: rockoder; similarity_score: 0.74166
job_seeker: nogbit; similarity_score: 0.74166
job_seeker: lukeqsee; similarity_score: 0.74165
job_seeker: gierach; similarity_score: 0.73553
job_seeker: siscia; similarity_score: 0.73553
job_seeker: gothy; similarity_score: 0.73553
job_seeker: madarve; similarity_score: 0.72950
job_seeker: mickt; similarity_score: 0.72949
job_seeker: 3zzy; similarity_score: 0.72949
job_seeker: rahulroy; similarity_score: 0.72357
job_seeker: dancole; similarity_score: 0.72357
job_seeker: mateja; similarity_score: 0.72357
job_seeker: hiby007; similarity_score: 0.71199
job_seeker: chrisbrueck; similarity_score: 0.71199
job_seeker: apsdehal; similarity_score: 0.71199
job_seeker: Widow; similarity_score: 0.71199
job_seeker: jecjec; similarity_score: 0.70634
job_seeker: dmaffett; similarity_score: 0.70634
job_seeker: zplesivcak; similarity_score: 0.70078
job_seeker: andrewmatte; similarity_score: 0.70078
job_seeker: mdturnerphys; similarity_score: 0.69530
job_seeker: zero-g; similarity_score: 0.69530
job_seeker: BrofessorWolf; similarity_score: 0.68992
job_seeker: yangchi; similarity_score: 0.68991
job_seeker: dsposito; similarity_score: 0.68460
job_seeker: lordsheepy; similarity_score: 0.67938
job_seeker: jayrobin; similarity_score: 0.67938
job_seeker: keraj; similarity_score: 0.67423
job_seeker: J_Darnley; similarity_score: 0.67423
job_seeker: yen223; similarity_score: 0.67423
job_seeker: arenaninja; similarity_score: 0.65925
job_seeker: chroman; similarity_score: 0.65924
job_seeker: BenderV; similarity_score: 0.65440
job_seeker: agilebyte; similarity_score: 0.65440
job_seeker: asherdavidson; similarity_score: 0.65440
