job_seeker: hannes2000; similarity_score: 0.90740
job_seeker: FiddlerClamp; similarity_score: 0.89908
job_seeker: colsandurz; similarity_score: 0.89907
job_seeker: ainiriand; similarity_score: 0.89090
job_seeker: quiqueqs; similarity_score: 0.89090
job_seeker: mishkovski; similarity_score: 0.88288
job_seeker: vdimarco; similarity_score: 0.88287
job_seeker: new_user_name; similarity_score: 0.88287
job_seeker: yowmamasita; similarity_score: 0.88287
job_seeker: torkable; similarity_score: 0.88287
job_seeker: RamunasM; similarity_score: 0.87499
job_seeker: Stamy; similarity_score: 0.86724
job_seeker: dsfreed; similarity_score: 0.86724
job_seeker: SerialMiller; similarity_score: 0.85964
job_seeker: egorbatik; similarity_score: 0.85964
job_seeker: Hobart116; similarity_score: 0.85964
job_seeker: gkelly; similarity_score: 0.85964
job_seeker: sauravt; similarity_score: 0.85964
job_seeker: batjaa; similarity_score: 0.85964
job_seeker: saigrandhi; similarity_score: 0.85964
job_seeker: wmil; similarity_score: 0.85964
job_seeker: pluc; similarity_score: 0.85963
job_seeker: jivux; similarity_score: 0.84481
job_seeker: jdbiggs; similarity_score: 0.84481
job_seeker: jbza; similarity_score: 0.83760
job_seeker: jokoon; similarity_score: 0.83759
job_seeker: pknerd; similarity_score: 0.83759
job_seeker: hyunwoona; similarity_score: 0.83050
job_seeker: phish; similarity_score: 0.83050
job_seeker: frontsideair; similarity_score: 0.83050
job_seeker: domedefelice; similarity_score: 0.82352
job_seeker: agurha; similarity_score: 0.82352
job_seeker: speeder; similarity_score: 0.82352
job_seeker: sharmanaetor; similarity_score: 0.82352
job_seeker: yesyesnooo; similarity_score: 0.81666
job_seeker: anujpasricha; similarity_score: 0.81666
job_seeker: harrychenca; similarity_score: 0.80991
job_seeker: greenjellybean; similarity_score: 0.80327
job_seeker: webjac; similarity_score: 0.80327
job_seeker: chad_strategic; similarity_score: 0.80327
job_seeker: sfythe; similarity_score: 0.79031
job_seeker: v1ct0r; similarity_score: 0.79031
job_seeker: JoshuaDavid; similarity_score: 0.78399
job_seeker: Nullslash; similarity_score: 0.77777
job_seeker: asfarley; similarity_score: 0.77165
job_seeker: rogerbinns; similarity_score: 0.77165
job_seeker: ucacian; similarity_score: 0.76561
job_seeker: srpoder; similarity_score: 0.76561
job_seeker: 3zzy; similarity_score: 0.76561
job_seeker: ryanjanvier; similarity_score: 0.75968
job_seeker: mariocesar; similarity_score: 0.75968
job_seeker: claudiordgz; similarity_score: 0.75968
job_seeker: waiquoo; similarity_score: 0.75968
job_seeker: ownagefool; similarity_score: 0.75384
job_seeker: gothy; similarity_score: 0.74808
job_seeker: nicopace; similarity_score: 0.74241
job_seeker: zachcowell; similarity_score: 0.73684
job_seeker: hiby007; similarity_score: 0.73684
job_seeker: baggachipz; similarity_score: 0.73683
job_seeker: 32faction; similarity_score: 0.73683
job_seeker: Grue3; similarity_score: 0.73134
job_seeker: pablokbs; similarity_score: 0.73134
job_seeker: japesinator; similarity_score: 0.73134
job_seeker: nubcakes; similarity_score: 0.73134
job_seeker: mateja; similarity_score: 0.73134
job_seeker: ryaneager; similarity_score: 0.73133
job_seeker: Achshar; similarity_score: 0.72592
job_seeker: codez; similarity_score: 0.72592
job_seeker: rahulroy; similarity_score: 0.72592
job_seeker: 2close4comfort; similarity_score: 0.72592
job_seeker: 2bluesc; similarity_score: 0.72591
job_seeker: thomasfromcdnjs; similarity_score: 0.72058
job_seeker: cpursley; similarity_score: 0.71532
