job_seeker: EddyShure; similarity_score: 0.99309
job_seeker: trumbitta2; similarity_score: 0.99309
job_seeker: white0ut; similarity_score: 0.92902
job_seeker: papes; similarity_score: 0.92307
job_seeker: HemantPawar; similarity_score: 0.91718
job_seeker: scool; similarity_score: 0.91718
job_seeker: david04; similarity_score: 0.91138
job_seeker: knoxzin1; similarity_score: 0.90565
job_seeker: rayalez; similarity_score: 0.90565
job_seeker: phish; similarity_score: 0.89999
job_seeker: enilsen16; similarity_score: 0.89999
job_seeker: it_learnses; similarity_score: 0.89999
job_seeker: developerbro; similarity_score: 0.89440
job_seeker: colsandurz; similarity_score: 0.89440
job_seeker: sam_rad; similarity_score: 0.89440
job_seeker: idlewan; similarity_score: 0.88888
job_seeker: asow92; similarity_score: 0.88343
job_seeker: csommers; similarity_score: 0.88343
job_seeker: pzz; similarity_score: 0.87804
job_seeker: pknerd; similarity_score: 0.87804
job_seeker: andrey_utkin; similarity_score: 0.87804
job_seeker: notastartup; similarity_score: 0.87804
job_seeker: cpursley; similarity_score: 0.87804
job_seeker: spacial; similarity_score: 0.86746
job_seeker: csbartus; similarity_score: 0.86746
job_seeker: alexandregme; similarity_score: 0.86227
job_seeker: Stamy; similarity_score: 0.86226
job_seeker: thetwopct; similarity_score: 0.86226
job_seeker: joshrael; similarity_score: 0.86226
job_seeker: sharmanaetor; similarity_score: 0.85714
job_seeker: albur; similarity_score: 0.85714
job_seeker: sfythe; similarity_score: 0.85713
job_seeker: coffee667; similarity_score: 0.85206
job_seeker: shabinesh; similarity_score: 0.85206
job_seeker: ddxv; similarity_score: 0.84705
job_seeker: Grue3; similarity_score: 0.84705
job_seeker: dmichulke; similarity_score: 0.84705
job_seeker: lukeqsee; similarity_score: 0.83720
job_seeker: ashkang; similarity_score: 0.83720
job_seeker: aivosha; similarity_score: 0.83720
job_seeker: siscia; similarity_score: 0.83236
job_seeker: uladzislau; similarity_score: 0.82758
job_seeker: krapp; similarity_score: 0.82285
job_seeker: rockoder; similarity_score: 0.82285
job_seeker: 3zzy; similarity_score: 0.82284
job_seeker: gothy; similarity_score: 0.81817
job_seeker: nogbit; similarity_score: 0.81817
job_seeker: madarve; similarity_score: 0.81355
job_seeker: mickt; similarity_score: 0.81355
job_seeker: hiby007; similarity_score: 0.81355
job_seeker: dancole; similarity_score: 0.81355
job_seeker: apsdehal; similarity_score: 0.81355
job_seeker: dmaffett; similarity_score: 0.80898
job_seeker: yangchi; similarity_score: 0.80898
job_seeker: mateja; similarity_score: 0.80898
job_seeker: gierach; similarity_score: 0.80446
job_seeker: rahulroy; similarity_score: 0.80446
job_seeker: Widow; similarity_score: 0.80446
job_seeker: zplesivcak; similarity_score: 0.80446
job_seeker: jecjec; similarity_score: 0.79999
job_seeker: zero-g; similarity_score: 0.79999
job_seeker: andrewmatte; similarity_score: 0.79999
job_seeker: dsposito; similarity_score: 0.79557
job_seeker: mdturnerphys; similarity_score: 0.79120
job_seeker: chrisbrueck; similarity_score: 0.79119
job_seeker: jayrobin; similarity_score: 0.78688
job_seeker: lordsheepy; similarity_score: 0.78688
job_seeker: BrofessorWolf; similarity_score: 0.78687
job_seeker: arenaninja; similarity_score: 0.78260
job_seeker: J_Darnley; similarity_score: 0.77419
job_seeker: asherdavidson; similarity_score: 0.77418
job_seeker: BenderV; similarity_score: 0.77418
job_seeker: chroman; similarity_score: 0.77418
job_seeker: agilebyte; similarity_score: 0.76595
job_seeker: yen223; similarity_score: 0.76595
job_seeker: brickmort; similarity_score: 0.76594
job_seeker: keraj; similarity_score: 0.75789
job_seeker: nialo; similarity_score: 0.75392
job_seeker: qute; similarity_score: 0.74999
job_seeker: neilk; similarity_score: 0.74611
job_seeker: athesyn; similarity_score: 0.74226
job_seeker: eshaham; similarity_score: 0.74226
job_seeker: ankeshanand; similarity_score: 0.74225
job_seeker: nirajd; similarity_score: 0.73845
job_seeker: Danieru; similarity_score: 0.73845
job_seeker: AndroidJedi; similarity_score: 0.73469
job_seeker: codez; similarity_score: 0.73468
job_seeker: jayhuang; similarity_score: 0.73468
job_seeker: WasimBhai; similarity_score: 0.73468
job_seeker: Blackthorn; similarity_score: 0.73096
job_seeker: synesso; similarity_score: 0.73096
job_seeker: prmobiledev; similarity_score: 0.72726
job_seeker: howard941; similarity_score: 0.72361
job_seeker: stevesunderland; similarity_score: 0.71999
job_seeker: avyfain; similarity_score: 0.70935
job_seeker: fabulist; similarity_score: 0.70587
job_seeker: domador; similarity_score: 0.70587
job_seeker: mailshanx; similarity_score: 0.70243
job_seeker: hasbelkader; similarity_score: 0.70243
job_seeker: dizzystar; similarity_score: 0.70243
job_seeker: osenar; similarity_score: 0.70243
job_seeker: erszcz; similarity_score: 0.69902
job_seeker: jorgeisraelp; similarity_score: 0.69902
job_seeker: sidmitra; similarity_score: 0.69564
job_seeker: ameen; similarity_score: 0.69564
job_seeker: chrispecoraro; similarity_score: 0.69564
job_seeker: jj57347; similarity_score: 0.69229
job_seeker: emilis_info; similarity_score: 0.68899
job_seeker: lygi; similarity_score: 0.68898
job_seeker: daleco; similarity_score: 0.68571
job_seeker: Hario; similarity_score: 0.68245
job_seeker: davisr; similarity_score: 0.68245
job_seeker: tylermac1; similarity_score: 0.67924
job_seeker: Daves; similarity_score: 0.67604
job_seeker: jrm2k6; similarity_score: 0.67604
job_seeker: giancarlostoro; similarity_score: 0.66665
job_seeker: kristallizer1; similarity_score: 0.66359
job_seeker: hiddentao; similarity_score: 0.66054
job_seeker: tarwatirno; similarity_score: 0.66054
job_seeker: hugovie; similarity_score: 0.65753
job_seeker: randallsquared; similarity_score: 0.65752
job_seeker: rabc; similarity_score: 0.64573
job_seeker: abathur; similarity_score: 0.64285
job_seeker: 147; similarity_score: 0.62608
job_seeker: edgyswingset; similarity_score: 0.62337
job_seeker: hireme01; similarity_score: 0.61537
job_seeker: seekinghire14; similarity_score: 0.60504
job_seeker: vdaniuk; similarity_score: 0.59258
job_seeker: seansmccullough; similarity_score: 0.58775
job_seeker: rhexs; similarity_score: 0.57599
job_seeker: wyclif; similarity_score: 0.56916
job_seeker: th1agofm; similarity_score: 0.54961
job_seeker: jbcrail; similarity_score: 0.54134
job_seeker: addisonj; similarity_score: 0.53731
job_seeker: dmunoz; similarity_score: 0.50882
job_seeker: laughfactory; similarity_score: 0.50525
job_seeker: doorty; similarity_score: 0.50349
job_seeker: thegrif; similarity_score: 0.48979
job_seeker: astangl; similarity_score: 0.48647
job_seeker: pookieinc; similarity_score: 0.46905
