job_seeker: hannes2000; similarity_score: 0.91304
job_seeker: vdimarco; similarity_score: 0.90516
job_seeker: FiddlerClamp; similarity_score: 0.90516
job_seeker: torkable; similarity_score: 0.90516
job_seeker: new_user_name; similarity_score: 0.90516
job_seeker: yowmamasita; similarity_score: 0.89743
job_seeker: colsandurz; similarity_score: 0.89743
job_seeker: quiqueqs; similarity_score: 0.89742
job_seeker: ainiriand; similarity_score: 0.89742
job_seeker: mishkovski; similarity_score: 0.88982
job_seeker: Stamy; similarity_score: 0.88234
job_seeker: dsfreed; similarity_score: 0.88234
job_seeker: batjaa; similarity_score: 0.87499
job_seeker: RamunasM; similarity_score: 0.87499
job_seeker: SerialMiller; similarity_score: 0.87499
job_seeker: wmil; similarity_score: 0.87499
job_seeker: jdbiggs; similarity_score: 0.86776
job_seeker: pluc; similarity_score: 0.86776
job_seeker: egorbatik; similarity_score: 0.86775
job_seeker: phish; similarity_score: 0.86775
job_seeker: Hobart116; similarity_score: 0.86065
job_seeker: saigrandhi; similarity_score: 0.86065
job_seeker: sauravt; similarity_score: 0.86065
job_seeker: gkelly; similarity_score: 0.86064
job_seeker: domedefelice; similarity_score: 0.84677
job_seeker: jokoon; similarity_score: 0.84676
job_seeker: agurha; similarity_score: 0.84676
job_seeker: jivux; similarity_score: 0.84676
job_seeker: sharmanaetor; similarity_score: 0.84676
job_seeker: jbza; similarity_score: 0.83999
job_seeker: frontsideair; similarity_score: 0.83999
job_seeker: pknerd; similarity_score: 0.83333
job_seeker: yesyesnooo; similarity_score: 0.83333
job_seeker: hyunwoona; similarity_score: 0.83332
job_seeker: webjac; similarity_score: 0.83332
job_seeker: greenjellybean; similarity_score: 0.82676
job_seeker: speeder; similarity_score: 0.82031
job_seeker: anujpasricha; similarity_score: 0.82030
job_seeker: chad_strategic; similarity_score: 0.82030
job_seeker: harrychenca; similarity_score: 0.80768
job_seeker: asfarley; similarity_score: 0.79544
job_seeker: JoshuaDavid; similarity_score: 0.79544
job_seeker: v1ct0r; similarity_score: 0.79544
job_seeker: Nullslash; similarity_score: 0.78946
job_seeker: sfythe; similarity_score: 0.78946
job_seeker: srpoder; similarity_score: 0.78946
job_seeker: ryanjanvier; similarity_score: 0.77777
job_seeker: ownagefool; similarity_score: 0.77777
