job_seeker: FiddlerClamp; similarity_score: 0.98497
job_seeker: torkable; similarity_score: 0.98076
job_seeker: yowmamasita; similarity_score: 0.98076
job_seeker: vdimarco; similarity_score: 0.98076
job_seeker: hannes2000; similarity_score: 0.98076
job_seeker: colsandurz; similarity_score: 0.98076
job_seeker: new_user_name; similarity_score: 0.97867
job_seeker: ainiriand; similarity_score: 0.97659
job_seeker: mishkovski; similarity_score: 0.97659
job_seeker: saigrandhi; similarity_score: 0.97659
job_seeker: quiqueqs; similarity_score: 0.97659
job_seeker: jivux; similarity_score: 0.97452
job_seeker: Stamy; similarity_score: 0.97451
job_seeker: RamunasM; similarity_score: 0.97451
job_seeker: batjaa; similarity_score: 0.97451
job_seeker: SerialMiller; similarity_score: 0.97245
job_seeker: Hobart116; similarity_score: 0.97245
job_seeker: agurha; similarity_score: 0.97245
job_seeker: dsfreed; similarity_score: 0.97245
job_seeker: jbza; similarity_score: 0.97040
job_seeker: greenjellybean; similarity_score: 0.97040
job_seeker: egorbatik; similarity_score: 0.97040
job_seeker: gkelly; similarity_score: 0.97039
job_seeker: pknerd; similarity_score: 0.97039
job_seeker: speeder; similarity_score: 0.97039
job_seeker: pluc; similarity_score: 0.96835
job_seeker: frontsideair; similarity_score: 0.96835
job_seeker: domedefelice; similarity_score: 0.96834
job_seeker: wmil; similarity_score: 0.96834
job_seeker: phish; similarity_score: 0.96631
job_seeker: sauravt; similarity_score: 0.96631
job_seeker: sharmanaetor; similarity_score: 0.96428
job_seeker: jdbiggs; similarity_score: 0.96428
job_seeker: yesyesnooo; similarity_score: 0.96428
job_seeker: jokoon; similarity_score: 0.96226
job_seeker: sfythe; similarity_score: 0.96225
job_seeker: hyunwoona; similarity_score: 0.96225
job_seeker: webjac; similarity_score: 0.96024
job_seeker: v1ct0r; similarity_score: 0.96024
job_seeker: anujpasricha; similarity_score: 0.96024
job_seeker: JoshuaDavid; similarity_score: 0.95624
job_seeker: mariocesar; similarity_score: 0.95624
job_seeker: harrychenca; similarity_score: 0.95425
job_seeker: ucacian; similarity_score: 0.95425
job_seeker: claudiordgz; similarity_score: 0.95228
job_seeker: rogerbinns; similarity_score: 0.95228
job_seeker: ryaneager; similarity_score: 0.95227
job_seeker: Nullslash; similarity_score: 0.95227
job_seeker: chad_strategic; similarity_score: 0.95227
job_seeker: ryanjanvier; similarity_score: 0.95227
job_seeker: waiquoo; similarity_score: 0.95030
job_seeker: baggachipz; similarity_score: 0.95030
job_seeker: srpoder; similarity_score: 0.95030
job_seeker: gothy; similarity_score: 0.94834
job_seeker: kidsil; similarity_score: 0.94834
job_seeker: Grue3; similarity_score: 0.94639
job_seeker: asfarley; similarity_score: 0.94638
job_seeker: philippnagel; similarity_score: 0.94638
job_seeker: mateja; similarity_score: 0.94444
job_seeker: 3zzy; similarity_score: 0.94444
job_seeker: cswelin; similarity_score: 0.94443
job_seeker: nubcakes; similarity_score: 0.94443
job_seeker: apsdehal; similarity_score: 0.94443
job_seeker: pablokbs; similarity_score: 0.94443
job_seeker: ownagefool; similarity_score: 0.94443
job_seeker: Achshar; similarity_score: 0.94250
job_seeker: japesinator; similarity_score: 0.94249
job_seeker: 2close4comfort; similarity_score: 0.94249
job_seeker: 32faction; similarity_score: 0.94249
job_seeker: thomasfromcdnjs; similarity_score: 0.94057
job_seeker: gsamm; similarity_score: 0.94056
job_seeker: lukasLansky; similarity_score: 0.94056
job_seeker: cday; similarity_score: 0.93864
job_seeker: fvinci; similarity_score: 0.93864
job_seeker: zachcowell; similarity_score: 0.93864
job_seeker: toddrew; similarity_score: 0.93673
job_seeker: codez; similarity_score: 0.93673
job_seeker: nicopace; similarity_score: 0.93672
job_seeker: TapanilaT; similarity_score: 0.93482
job_seeker: asethwright; similarity_score: 0.93482
job_seeker: ealeksandrov; similarity_score: 0.93482
job_seeker: cpursley; similarity_score: 0.93482
job_seeker: hiby007; similarity_score: 0.93482
job_seeker: mtdavis; similarity_score: 0.93481
job_seeker: 2bluesc; similarity_score: 0.93481
job_seeker: Cyranix; similarity_score: 0.93481
job_seeker: akama; similarity_score: 0.93481
job_seeker: hayolie; similarity_score: 0.93481
job_seeker: sfteus; similarity_score: 0.93292
job_seeker: rahulroy; similarity_score: 0.93292
job_seeker: jecjec; similarity_score: 0.93292
job_seeker: BenderV; similarity_score: 0.93291
job_seeker: bruticus; similarity_score: 0.93291
job_seeker: beanmind; similarity_score: 0.93103
job_seeker: jan0e; similarity_score: 0.93103
job_seeker: keane; similarity_score: 0.93103
job_seeker: nt_tdc; similarity_score: 0.93102
job_seeker: csorrell; similarity_score: 0.93102
job_seeker: Daves; similarity_score: 0.92914
job_seeker: J_Darnley; similarity_score: 0.92727
job_seeker: ddebernardy; similarity_score: 0.92726
job_seeker: paulojreis; similarity_score: 0.92726
job_seeker: yzzxy; similarity_score: 0.92726
job_seeker: emillon; similarity_score: 0.92539
job_seeker: navait; similarity_score: 0.92539
job_seeker: yen223; similarity_score: 0.92539
job_seeker: keraj; similarity_score: 0.92539
job_seeker: darsi; similarity_score: 0.92353
job_seeker: gmoneynj2000; similarity_score: 0.92353
job_seeker: bluerobotcat; similarity_score: 0.92168
job_seeker: jw989; similarity_score: 0.92167
job_seeker: dyadic; similarity_score: 0.91983
job_seeker: tomaskazemekas; similarity_score: 0.91799
job_seeker: zwetan; similarity_score: 0.91616
job_seeker: schneidmaster; similarity_score: 0.91616
job_seeker: Jarlakxen; similarity_score: 0.91615
job_seeker: iN7h33nD; similarity_score: 0.91433
job_seeker: 67726e; similarity_score: 0.91252
job_seeker: sdernley; similarity_score: 0.91252
job_seeker: domador; similarity_score: 0.91251
job_seeker: Akkuma; similarity_score: 0.91071
job_seeker: btbuildem; similarity_score: 0.90711
job_seeker: bcoates; similarity_score: 0.90532
job_seeker: chrispecoraro; similarity_score: 0.90354
job_seeker: hereonbusiness; similarity_score: 0.90354
job_seeker: kparaju; similarity_score: 0.90176
job_seeker: avyfain; similarity_score: 0.89999
job_seeker: throwaway83; similarity_score: 0.89823
job_seeker: majodev; similarity_score: 0.89823
job_seeker: valarauca1; similarity_score: 0.89823
job_seeker: yoav; similarity_score: 0.89823
job_seeker: TheDom; similarity_score: 0.89647
job_seeker: RickS; similarity_score: 0.89473
job_seeker: jrm2k6; similarity_score: 0.89473
job_seeker: kirpekar; similarity_score: 0.89473
job_seeker: joyofdata; similarity_score: 0.89473
job_seeker: HamboneWilson; similarity_score: 0.89298
job_seeker: osenar; similarity_score: 0.88952
job_seeker: acharnou; similarity_score: 0.88781
job_seeker: sidmitra; similarity_score: 0.88780
job_seeker: mike-cardwell; similarity_score: 0.88780
job_seeker: eximius; similarity_score: 0.88780
job_seeker: AlexNeoNomad; similarity_score: 0.88609
job_seeker: richardhoward; similarity_score: 0.88439
job_seeker: madprops; similarity_score: 0.88269
job_seeker: siscia; similarity_score: 0.88268
job_seeker: jamesbrewer; similarity_score: 0.87762
job_seeker: saiko-chriskun; similarity_score: 0.86767
job_seeker: ryankevans; similarity_score: 0.86602
job_seeker: howard941; similarity_score: 0.86439
job_seeker: orteipid; similarity_score: 0.85633
job_seeker: Hario; similarity_score: 0.84999
job_seeker: lechuckcaptain; similarity_score: 0.83454
job_seeker: wyclif; similarity_score: 0.82702
job_seeker: KTamasEnty; similarity_score: 0.80808
job_seeker: tehwalrus; similarity_score: 0.80104
job_seeker: astangl; similarity_score: 0.79001
job_seeker: frazer; similarity_score: 0.78865
job_seeker: chrisbennet; similarity_score: 0.77533
job_seeker: batbomb; similarity_score: 0.75369
