hiring_manager: papaonlegs; similarity_score: 0.95454
hiring_manager: siddarthd2919; similarity_score: 0.91304
hiring_manager: BillFranklin; similarity_score: 0.87499
hiring_manager: ljlolel; similarity_score: 0.83999
hiring_manager: emcienjobs; similarity_score: 0.73683
hiring_manager: rememberlenny; similarity_score: 0.69999
hiring_manager: frabcus; similarity_score: 0.68852
hiring_manager: geverett; similarity_score: 0.68852
hiring_manager: manpageman; similarity_score: 0.67741
hiring_manager: toreriklinnerud; similarity_score: 0.67741
hiring_manager: g06; similarity_score: 0.66666
hiring_manager: milewska; similarity_score: 0.66665
hiring_manager: lesleyann25; similarity_score: 0.64615
hiring_manager: reubendoetsch; similarity_score: 0.64614
hiring_manager: edent; similarity_score: 0.64614
hiring_manager: untilHellbanned; similarity_score: 0.63635
hiring_manager: doxcf434; similarity_score: 0.63635
hiring_manager: pouloum78; similarity_score: 0.61763
hiring_manager: darrennix; similarity_score: 0.59999
hiring_manager: yavery; similarity_score: 0.59999
hiring_manager: spot; similarity_score: 0.59999
hiring_manager: roybarberuk; similarity_score: 0.58332
hiring_manager: ericbogs; similarity_score: 0.57533
hiring_manager: k1w1; similarity_score: 0.53846
hiring_manager: amac; similarity_score: 0.53845
hiring_manager: feverishaaron; similarity_score: 0.53845
hiring_manager: finnh; similarity_score: 0.53164
hiring_manager: burnout1540; similarity_score: 0.53164
hiring_manager: imdane; similarity_score: 0.51218
hiring_manager: edziubudzik; similarity_score: 0.50601
hiring_manager: pwman; similarity_score: 0.49411
hiring_manager: lbo; similarity_score: 0.49411
hiring_manager: pohungc; similarity_score: 0.48836
hiring_manager: murtza; similarity_score: 0.48836
hiring_manager: jack7890; similarity_score: 0.48836
hiring_manager: kefeizhou; similarity_score: 0.48274
hiring_manager: frb; similarity_score: 0.47726
hiring_manager: marybheine; similarity_score: 0.46665
hiring_manager: american_hawk; similarity_score: 0.45651
hiring_manager: 7parkdata; similarity_score: 0.45651
hiring_manager: DustinCalim; similarity_score: 0.45651
hiring_manager: realdlee; similarity_score: 0.45651
hiring_manager: annalewis7; similarity_score: 0.44680
hiring_manager: runcougar; similarity_score: 0.44679
hiring_manager: statictype; similarity_score: 0.44210
hiring_manager: rfergie; similarity_score: 0.44209
hiring_manager: lsee; similarity_score: 0.43749
hiring_manager: damon_c; similarity_score: 0.43749
hiring_manager: andrewmb; similarity_score: 0.43749
hiring_manager: jsaxton86; similarity_score: 0.43298
hiring_manager: kevinschumacher; similarity_score: 0.43298
hiring_manager: samingrassia; similarity_score: 0.42857
hiring_manager: retrodict; similarity_score: 0.42424
hiring_manager: ivanzhao; similarity_score: 0.42423
hiring_manager: yegg; similarity_score: 0.42423
hiring_manager: kiyoto; similarity_score: 0.42423
hiring_manager: chrisdl; similarity_score: 0.41999
hiring_manager: carlatqueue; similarity_score: 0.41999
hiring_manager: Equiet; similarity_score: 0.41583
hiring_manager: drpancake; similarity_score: 0.41176
hiring_manager: spooneybarger; similarity_score: 0.40776
hiring_manager: eric_romo; similarity_score: 0.40776
hiring_manager: rrpadhy; similarity_score: 0.40775
hiring_manager: artursapek; similarity_score: 0.40384
hiring_manager: mattnguyen; similarity_score: 0.40383
hiring_manager: brettz; similarity_score: 0.40383
hiring_manager: uwemaurer; similarity_score: 0.40383
hiring_manager: nschuett; similarity_score: 0.39622
hiring_manager: JuliaLam; similarity_score: 0.39622
hiring_manager: yonibaciu1; similarity_score: 0.39621
hiring_manager: wattenberger; similarity_score: 0.39621
hiring_manager: paradox95; similarity_score: 0.39252
hiring_manager: mmelin; similarity_score: 0.39251
hiring_manager: vaughnd; similarity_score: 0.39251
hiring_manager: robg; similarity_score: 0.39251
hiring_manager: jszumski; similarity_score: 0.39251
hiring_manager: encore2097; similarity_score: 0.38888
hiring_manager: dbuxton; similarity_score: 0.38531
hiring_manager: saucelabs; similarity_score: 0.37837
hiring_manager: florianf; similarity_score: 0.37837
hiring_manager: fuelfive; similarity_score: 0.37499
hiring_manager: austinhallock; similarity_score: 0.37167
hiring_manager: dmritard96; similarity_score: 0.37167
hiring_manager: asanwal; similarity_score: 0.37167
hiring_manager: rasengan; similarity_score: 0.36842
hiring_manager: morgante; similarity_score: 0.36841
hiring_manager: matlock; similarity_score: 0.36520
hiring_manager: maramaemartin; similarity_score: 0.35897
hiring_manager: vtuulos; similarity_score: 0.35897
hiring_manager: cjbarber; similarity_score: 0.35896
hiring_manager: johnnyg; similarity_score: 0.35592
hiring_manager: alphast0rm; similarity_score: 0.35592
hiring_manager: timanglade; similarity_score: 0.35592
hiring_manager: FUSAR_rs; similarity_score: 0.35293
hiring_manager: myom; similarity_score: 0.34710
hiring_manager: wdewind; similarity_score: 0.34710
hiring_manager: cynusx; similarity_score: 0.34710
hiring_manager: dangoldin; similarity_score: 0.34710
hiring_manager: charliejrgower; similarity_score: 0.34425
hiring_manager: kdavari; similarity_score: 0.34425
hiring_manager: baran; similarity_score: 0.34146
hiring_manager: peter_mcrae; similarity_score: 0.34146
hiring_manager: rdeshpande; similarity_score: 0.34145
hiring_manager: Renat; similarity_score: 0.34145
hiring_manager: edawerd; similarity_score: 0.33599
hiring_manager: espinchi; similarity_score: 0.33333
hiring_manager: alexk; similarity_score: 0.33333
hiring_manager: Mynar; similarity_score: 0.33070
hiring_manager: jjnvdm; similarity_score: 0.33070
hiring_manager: ben336; similarity_score: 0.33070
hiring_manager: kamalesh_v; similarity_score: 0.33069
hiring_manager: propellerhat; similarity_score: 0.32812
hiring_manager: davidw; similarity_score: 0.32812
hiring_manager: Symbol; similarity_score: 0.32811
hiring_manager: tomccabe; similarity_score: 0.32811
hiring_manager: geori; similarity_score: 0.32811
hiring_manager: BGCivis; similarity_score: 0.32307
hiring_manager: salar; similarity_score: 0.32306
hiring_manager: FreshPuzzles; similarity_score: 0.32060
hiring_manager: choult; similarity_score: 0.32060
hiring_manager: sidjoshi; similarity_score: 0.32060
hiring_manager: wiredd; similarity_score: 0.31817
hiring_manager: mrw34; similarity_score: 0.31578
hiring_manager: JayNeely; similarity_score: 0.31578
hiring_manager: bowmanb; similarity_score: 0.31578
hiring_manager: hglaser; similarity_score: 0.31343
hiring_manager: escherize; similarity_score: 0.31342
hiring_manager: calpaterson; similarity_score: 0.31110
hiring_manager: RaizlabsTalent; similarity_score: 0.31110
hiring_manager: PhantomPhreak; similarity_score: 0.31110
hiring_manager: loganfrederick; similarity_score: 0.31110
hiring_manager: nichol4s; similarity_score: 0.30881
hiring_manager: sahil_videology; similarity_score: 0.30656
hiring_manager: zacharypinter; similarity_score: 0.30656
hiring_manager: jdjdjd; similarity_score: 0.30434
hiring_manager: gsiener; similarity_score: 0.30433
