hiring_manager: vseloved; similarity_score: 0.85713
hiring_manager: chad_strategic; similarity_score: 0.74999
hiring_manager: owainlewis; similarity_score: 0.54545
hiring_manager: razvvan; similarity_score: 0.54544
hiring_manager: redesignibm; similarity_score: 0.44443
hiring_manager: omarforgotpwd; similarity_score: 0.42856
hiring_manager: bnr; similarity_score: 0.41378
hiring_manager: andy; similarity_score: 0.37499
hiring_manager: ononoma; similarity_score: 0.35293
hiring_manager: yurisagalov; similarity_score: 0.34285
hiring_manager: lowglow; similarity_score: 0.32431
hiring_manager: CurtHagenlocher; similarity_score: 0.30768
hiring_manager: hungryblank; similarity_score: 0.27272
hiring_manager: lgsilver; similarity_score: 0.27272
hiring_manager: dblock; similarity_score: 0.26666
hiring_manager: acudmore; similarity_score: 0.26086
hiring_manager: nicholaides; similarity_score: 0.25531
hiring_manager: mjhea0; similarity_score: 0.24999
hiring_manager: gshahlot; similarity_score: 0.24999
hiring_manager: tortillasauce; similarity_score: 0.24489
hiring_manager: merinid; similarity_score: 0.24489
hiring_manager: jimmyrocks; similarity_score: 0.23529
hiring_manager: robhunter; similarity_score: 0.23076
hiring_manager: meifamous; similarity_score: 0.22222
hiring_manager: mattculbreth; similarity_score: 0.22221
hiring_manager: murtza; similarity_score: 0.21817
hiring_manager: thisjody; similarity_score: 0.21428
hiring_manager: samg; similarity_score: 0.21427
hiring_manager: brandnewlow; similarity_score: 0.21427
hiring_manager: thehar; similarity_score: 0.21052
hiring_manager: odiroot; similarity_score: 0.20689
hiring_manager: k1w1; similarity_score: 0.20688
hiring_manager: ehartsuyker; similarity_score: 0.19999
hiring_manager: jack7890; similarity_score: 0.19671
hiring_manager: jevans; similarity_score: 0.19671
hiring_manager: khaki54; similarity_score: 0.19671
hiring_manager: nathanh; similarity_score: 0.19353
hiring_manager: DustinCalim; similarity_score: 0.19046
hiring_manager: tomblomfield; similarity_score: 0.18749
hiring_manager: jauntvr_amy; similarity_score: 0.18181
hiring_manager: macrosak; similarity_score: 0.18181
hiring_manager: nerdz; similarity_score: 0.18181
hiring_manager: 7parkdata; similarity_score: 0.17910
hiring_manager: gavanwilhite; similarity_score: 0.17909
hiring_manager: AndroidJedi; similarity_score: 0.17390
hiring_manager: Tarang; similarity_score: 0.17390
hiring_manager: mazerj; similarity_score: 0.16901
hiring_manager: pierreant_p; similarity_score: 0.16900
hiring_manager: martidumas; similarity_score: 0.16666
hiring_manager: samingrassia; similarity_score: 0.16438
hiring_manager: mazzarello; similarity_score: 0.16437
hiring_manager: ptlkitccat; similarity_score: 0.16215
hiring_manager: chrisdl; similarity_score: 0.16215
hiring_manager: vimeojobs; similarity_score: 0.16215
hiring_manager: scanr; similarity_score: 0.16215
hiring_manager: qwerpoiuty; similarity_score: 0.15999
hiring_manager: kevinmchugh; similarity_score: 0.15788
hiring_manager: logotype; similarity_score: 0.15384
hiring_manager: peawee; similarity_score: 0.15384
hiring_manager: yegg; similarity_score: 0.15383
hiring_manager: margiexu; similarity_score: 0.14999
hiring_manager: martinlanden; similarity_score: 0.14999
hiring_manager: lamplightr; similarity_score: 0.14814
hiring_manager: QTtech; similarity_score: 0.14814
hiring_manager: westi; similarity_score: 0.14814
hiring_manager: frb; similarity_score: 0.14813
hiring_manager: nahidalam; similarity_score: 0.14633
hiring_manager: robertpohl; similarity_score: 0.14633
hiring_manager: kiyoto; similarity_score: 0.14633
hiring_manager: lennies; similarity_score: 0.14457
hiring_manager: hazzadous; similarity_score: 0.14456
hiring_manager: workmarket; similarity_score: 0.14285
hiring_manager: jconnolly; similarity_score: 0.14285
hiring_manager: scidev; similarity_score: 0.14284
hiring_manager: arthurgibson; similarity_score: 0.14284
hiring_manager: feverishaaron; similarity_score: 0.14117
hiring_manager: jscalisi; similarity_score: 0.14117
hiring_manager: kenrose; similarity_score: 0.14116
hiring_manager: saucelabs; similarity_score: 0.13953
hiring_manager: andrewlin; similarity_score: 0.13953
hiring_manager: morgante; similarity_score: 0.13952
hiring_manager: a5huynh; similarity_score: 0.13792
hiring_manager: johnballjibe; similarity_score: 0.13792
hiring_manager: austinhallock; similarity_score: 0.13792
hiring_manager: demac; similarity_score: 0.13636
hiring_manager: joekur; similarity_score: 0.13635
hiring_manager: allbombs; similarity_score: 0.13332
hiring_manager: ryan_f; similarity_score: 0.13332
hiring_manager: Rodi; similarity_score: 0.13332
hiring_manager: pzearfoss; similarity_score: 0.13332
hiring_manager: cpenner461; similarity_score: 0.13186
hiring_manager: transitorykris; similarity_score: 0.13042
hiring_manager: jasoncartwright; similarity_score: 0.12903
hiring_manager: pkrein; similarity_score: 0.12902
hiring_manager: drc37; similarity_score: 0.12765
hiring_manager: joe_fro; similarity_score: 0.12765
hiring_manager: USNetizen; similarity_score: 0.12765
hiring_manager: adamalix; similarity_score: 0.12631
hiring_manager: wittedhaddock; similarity_score: 0.12631
hiring_manager: dmritard96; similarity_score: 0.12499
hiring_manager: ben-deskpro; similarity_score: 0.12371
hiring_manager: chris_raptr; similarity_score: 0.12120
hiring_manager: wadenick; similarity_score: 0.12120
hiring_manager: sadadar; similarity_score: 0.11999
hiring_manager: robg; similarity_score: 0.11999
hiring_manager: drp; similarity_score: 0.11999
hiring_manager: salar; similarity_score: 0.11999
hiring_manager: mrw34; similarity_score: 0.11881
hiring_manager: hmpc; similarity_score: 0.11881
hiring_manager: ben336; similarity_score: 0.11880
hiring_manager: tristanz; similarity_score: 0.11880
hiring_manager: kdavari; similarity_score: 0.11763
hiring_manager: trentellingsen; similarity_score: 0.11537
hiring_manager: erichurkman; similarity_score: 0.11428
hiring_manager: jsnook; similarity_score: 0.11320
hiring_manager: geori; similarity_score: 0.11319
hiring_manager: Renat; similarity_score: 0.11214
hiring_manager: RaizlabsTalent; similarity_score: 0.11008
hiring_manager: StefanBill; similarity_score: 0.11008
hiring_manager: ebildsten; similarity_score: 0.10909
hiring_manager: machinezone; similarity_score: 0.10908
hiring_manager: pallinder; similarity_score: 0.10810
hiring_manager: tylersakats; similarity_score: 0.10810
hiring_manager: madjack74; similarity_score: 0.10810
hiring_manager: calpaterson; similarity_score: 0.10713
hiring_manager: PhantomPhreak; similarity_score: 0.10619
hiring_manager: SendGrid; similarity_score: 0.10526
hiring_manager: zacharypinter; similarity_score: 0.10525
hiring_manager: samirez; similarity_score: 0.10525
hiring_manager: bladedawg; similarity_score: 0.10434
hiring_manager: marybheine; similarity_score: 0.10433
hiring_manager: bacheson1293; similarity_score: 0.10433
hiring_manager: rememberlenny; similarity_score: 0.10344
hiring_manager: egillie; similarity_score: 0.10344
