hiring_manager: papaonlegs; similarity_score: 0.95744
hiring_manager: siddarthd2919; similarity_score: 0.91836
hiring_manager: BillFranklin; similarity_score: 0.88234
hiring_manager: ljlolel; similarity_score: 0.84904
hiring_manager: emcienjobs; similarity_score: 0.77585
hiring_manager: frabcus; similarity_score: 0.73769
hiring_manager: toreriklinnerud; similarity_score: 0.71428
hiring_manager: rememberlenny; similarity_score: 0.71427
hiring_manager: reubendoetsch; similarity_score: 0.70312
hiring_manager: geverett; similarity_score: 0.70311
hiring_manager: manpageman; similarity_score: 0.69229
hiring_manager: milewska; similarity_score: 0.67164
hiring_manager: untilHellbanned; similarity_score: 0.67163
hiring_manager: g06; similarity_score: 0.67163
hiring_manager: edent; similarity_score: 0.66175
hiring_manager: lesleyann25; similarity_score: 0.65216
hiring_manager: doxcf434; similarity_score: 0.65216
hiring_manager: pouloum78; similarity_score: 0.64285
hiring_manager: spot; similarity_score: 0.64285
hiring_manager: darrennix; similarity_score: 0.63379
hiring_manager: roybarberuk; similarity_score: 0.63379
hiring_manager: yavery; similarity_score: 0.62499
hiring_manager: ericbogs; similarity_score: 0.61642
hiring_manager: feverishaaron; similarity_score: 0.56961
hiring_manager: finnh; similarity_score: 0.56961
hiring_manager: k1w1; similarity_score: 0.56961
hiring_manager: amac; similarity_score: 0.55555
hiring_manager: burnout1540; similarity_score: 0.55554
hiring_manager: edziubudzik; similarity_score: 0.54216
hiring_manager: imdane; similarity_score: 0.53570
hiring_manager: kefeizhou; similarity_score: 0.52324
hiring_manager: lbo; similarity_score: 0.51724
hiring_manager: pwman; similarity_score: 0.51723
hiring_manager: jack7890; similarity_score: 0.51135
hiring_manager: pohungc; similarity_score: 0.51135
hiring_manager: murtza; similarity_score: 0.50561
hiring_manager: frb; similarity_score: 0.50561
hiring_manager: 7parkdata; similarity_score: 0.49999
hiring_manager: marybheine; similarity_score: 0.49449
hiring_manager: DustinCalim; similarity_score: 0.48912
hiring_manager: realdlee; similarity_score: 0.48912
hiring_manager: samingrassia; similarity_score: 0.47367
hiring_manager: annalewis7; similarity_score: 0.46874
hiring_manager: american_hawk; similarity_score: 0.46874
hiring_manager: runcougar; similarity_score: 0.46874
hiring_manager: statictype; similarity_score: 0.46874
hiring_manager: rfergie; similarity_score: 0.46391
hiring_manager: damon_c; similarity_score: 0.46391
hiring_manager: lsee; similarity_score: 0.45917
hiring_manager: andrewmb; similarity_score: 0.45917
hiring_manager: jsaxton86; similarity_score: 0.45453
hiring_manager: carlatqueue; similarity_score: 0.44999
hiring_manager: rrpadhy; similarity_score: 0.44554
hiring_manager: retrodict; similarity_score: 0.44554
hiring_manager: ivanzhao; similarity_score: 0.44554
hiring_manager: kevinschumacher; similarity_score: 0.44553
hiring_manager: drpancake; similarity_score: 0.44117
hiring_manager: chrisdl; similarity_score: 0.44117
