hiring_manager: vseloved; similarity_score: 0.97142
hiring_manager: chad_strategic; similarity_score: 0.95773
hiring_manager: razvvan; similarity_score: 0.88311
hiring_manager: owainlewis; similarity_score: 0.88311
hiring_manager: omarforgotpwd; similarity_score: 0.83949
hiring_manager: redesignibm; similarity_score: 0.82925
hiring_manager: bnr; similarity_score: 0.81926
hiring_manager: andy; similarity_score: 0.79069
hiring_manager: ononoma; similarity_score: 0.79068
hiring_manager: yurisagalov; similarity_score: 0.76404
hiring_manager: lowglow; similarity_score: 0.76403
hiring_manager: CurtHagenlocher; similarity_score: 0.74724
hiring_manager: lgsilver; similarity_score: 0.71578
hiring_manager: mattculbreth; similarity_score: 0.69387
hiring_manager: hungryblank; similarity_score: 0.69387
hiring_manager: tortillasauce; similarity_score: 0.69387
hiring_manager: dblock; similarity_score: 0.68686
hiring_manager: gshahlot; similarity_score: 0.68686
hiring_manager: merinid; similarity_score: 0.68686
hiring_manager: nicholaides; similarity_score: 0.68686
hiring_manager: jimmyrocks; similarity_score: 0.67999
hiring_manager: acudmore; similarity_score: 0.67999
hiring_manager: mjhea0; similarity_score: 0.67999
hiring_manager: robhunter; similarity_score: 0.66666
hiring_manager: meifamous; similarity_score: 0.66665
hiring_manager: thisjody; similarity_score: 0.65384
hiring_manager: nerdz; similarity_score: 0.64150
hiring_manager: samg; similarity_score: 0.64150
hiring_manager: ehartsuyker; similarity_score: 0.63551
hiring_manager: thehar; similarity_score: 0.62962
hiring_manager: brandnewlow; similarity_score: 0.62962
hiring_manager: k1w1; similarity_score: 0.62385
hiring_manager: odiroot; similarity_score: 0.62384
hiring_manager: jack7890; similarity_score: 0.62384
hiring_manager: khaki54; similarity_score: 0.61817
hiring_manager: tomblomfield; similarity_score: 0.60713
hiring_manager: murtza; similarity_score: 0.60713
hiring_manager: nathanh; similarity_score: 0.60176
hiring_manager: DustinCalim; similarity_score: 0.60176
hiring_manager: gavanwilhite; similarity_score: 0.59130
hiring_manager: macrosak; similarity_score: 0.58620
hiring_manager: AndroidJedi; similarity_score: 0.58619
hiring_manager: 7parkdata; similarity_score: 0.58119
hiring_manager: jauntvr_amy; similarity_score: 0.58118
hiring_manager: pierreant_p; similarity_score: 0.57626
hiring_manager: Tarang; similarity_score: 0.57142
hiring_manager: mazzarello; similarity_score: 0.57142
hiring_manager: mazerj; similarity_score: 0.56666
hiring_manager: scanr; similarity_score: 0.56198
hiring_manager: martidumas; similarity_score: 0.55737
hiring_manager: samingrassia; similarity_score: 0.55737
hiring_manager: chrisdl; similarity_score: 0.55736
hiring_manager: logotype; similarity_score: 0.54838
hiring_manager: ptlkitccat; similarity_score: 0.54399
hiring_manager: kevinmchugh; similarity_score: 0.54399
hiring_manager: vimeojobs; similarity_score: 0.53968
hiring_manager: peawee; similarity_score: 0.53967
hiring_manager: qwerpoiuty; similarity_score: 0.53967
hiring_manager: robertpohl; similarity_score: 0.53543
hiring_manager: yegg; similarity_score: 0.53542
hiring_manager: lamplightr; similarity_score: 0.53124
hiring_manager: hazzadous; similarity_score: 0.53124
hiring_manager: frb; similarity_score: 0.53124
hiring_manager: westi; similarity_score: 0.52713
hiring_manager: QTtech; similarity_score: 0.52712
hiring_manager: margiexu; similarity_score: 0.52307
hiring_manager: nahidalam; similarity_score: 0.52307
hiring_manager: martinlanden; similarity_score: 0.52306
hiring_manager: kiyoto; similarity_score: 0.52306
hiring_manager: jconnolly; similarity_score: 0.51908
hiring_manager: austinhallock; similarity_score: 0.51907
hiring_manager: arthurgibson; similarity_score: 0.51515
hiring_manager: lennies; similarity_score: 0.51514
hiring_manager: feverishaaron; similarity_score: 0.51514
hiring_manager: morgante; similarity_score: 0.51514
hiring_manager: ryan_f; similarity_score: 0.51514
hiring_manager: workmarket; similarity_score: 0.51127
hiring_manager: kenrose; similarity_score: 0.51127
hiring_manager: scidev; similarity_score: 0.51126
hiring_manager: a5huynh; similarity_score: 0.50746
hiring_manager: jscalisi; similarity_score: 0.50745
hiring_manager: Rodi; similarity_score: 0.50370
hiring_manager: joe_fro; similarity_score: 0.50369
hiring_manager: saucelabs; similarity_score: 0.50369
hiring_manager: pzearfoss; similarity_score: 0.50369
hiring_manager: allbombs; similarity_score: 0.49999
hiring_manager: johnballjibe; similarity_score: 0.49999
hiring_manager: joekur; similarity_score: 0.49999
hiring_manager: demac; similarity_score: 0.49634
hiring_manager: transitorykris; similarity_score: 0.49634
hiring_manager: andrewlin; similarity_score: 0.49634
hiring_manager: pkrein; similarity_score: 0.48920
hiring_manager: USNetizen; similarity_score: 0.48571
hiring_manager: jasoncartwright; similarity_score: 0.48571
hiring_manager: adamalix; similarity_score: 0.48570
hiring_manager: drc37; similarity_score: 0.48570
hiring_manager: cpenner461; similarity_score: 0.48226
hiring_manager: wittedhaddock; similarity_score: 0.48226
hiring_manager: tristanz; similarity_score: 0.47887
hiring_manager: salar; similarity_score: 0.47886
hiring_manager: ben-deskpro; similarity_score: 0.47552
hiring_manager: hmpc; similarity_score: 0.47552
hiring_manager: dmritard96; similarity_score: 0.47552
hiring_manager: sadadar; similarity_score: 0.47221
hiring_manager: drp; similarity_score: 0.47221
hiring_manager: mrw34; similarity_score: 0.46896
hiring_manager: robg; similarity_score: 0.46575
hiring_manager: chris_raptr; similarity_score: 0.46574
hiring_manager: wadenick; similarity_score: 0.46258
hiring_manager: ben336; similarity_score: 0.46258
hiring_manager: kdavari; similarity_score: 0.45945
hiring_manager: geori; similarity_score: 0.45332
hiring_manager: erichurkman; similarity_score: 0.45332
hiring_manager: jsnook; similarity_score: 0.45332
hiring_manager: tylersakats; similarity_score: 0.44736
hiring_manager: trentellingsen; similarity_score: 0.44736
hiring_manager: StefanBill; similarity_score: 0.44443
hiring_manager: RaizlabsTalent; similarity_score: 0.44155
hiring_manager: madjack74; similarity_score: 0.43870
hiring_manager: marybheine; similarity_score: 0.43870
hiring_manager: samirez; similarity_score: 0.43870
hiring_manager: Renat; similarity_score: 0.43588
hiring_manager: ebildsten; similarity_score: 0.43311
hiring_manager: pallinder; similarity_score: 0.43037
hiring_manager: PhantomPhreak; similarity_score: 0.43037
hiring_manager: zacharypinter; similarity_score: 0.42766
hiring_manager: machinezone; similarity_score: 0.42766
hiring_manager: calpaterson; similarity_score: 0.42499
hiring_manager: gshx; similarity_score: 0.41974
hiring_manager: davidknezevic; similarity_score: 0.41974
hiring_manager: bacheson1293; similarity_score: 0.41974
