hiring_manager: vseloved; similarity_score: 0.88234
hiring_manager: chad_strategic; similarity_score: 0.78946
hiring_manager: razvvan; similarity_score: 0.62499
hiring_manager: owainlewis; similarity_score: 0.59999
hiring_manager: redesignibm; similarity_score: 0.49999
hiring_manager: omarforgotpwd; similarity_score: 0.48386
hiring_manager: bnr; similarity_score: 0.48386
hiring_manager: andy; similarity_score: 0.42856
hiring_manager: yurisagalov; similarity_score: 0.40540
hiring_manager: ononoma; similarity_score: 0.40540
hiring_manager: lowglow; similarity_score: 0.38461
hiring_manager: CurtHagenlocher; similarity_score: 0.37499
hiring_manager: lgsilver; similarity_score: 0.32608
hiring_manager: hungryblank; similarity_score: 0.32608
hiring_manager: dblock; similarity_score: 0.31249
hiring_manager: acudmore; similarity_score: 0.30611
hiring_manager: gshahlot; similarity_score: 0.29999
hiring_manager: tortillasauce; similarity_score: 0.29999
hiring_manager: nicholaides; similarity_score: 0.29999
hiring_manager: mjhea0; similarity_score: 0.29999
hiring_manager: merinid; similarity_score: 0.29999
hiring_manager: jimmyrocks; similarity_score: 0.29410
hiring_manager: robhunter; similarity_score: 0.28301
hiring_manager: mattculbreth; similarity_score: 0.28301
hiring_manager: meifamous; similarity_score: 0.27272
hiring_manager: samg; similarity_score: 0.26785
hiring_manager: thisjody; similarity_score: 0.26315
hiring_manager: thehar; similarity_score: 0.25423
hiring_manager: brandnewlow; similarity_score: 0.25423
hiring_manager: k1w1; similarity_score: 0.25422
hiring_manager: odiroot; similarity_score: 0.25422
hiring_manager: murtza; similarity_score: 0.24999
hiring_manager: ehartsuyker; similarity_score: 0.24589
hiring_manager: jevans; similarity_score: 0.24193
hiring_manager: jack7890; similarity_score: 0.24192
hiring_manager: khaki54; similarity_score: 0.23808
hiring_manager: nerdz; similarity_score: 0.23437
hiring_manager: nathanh; similarity_score: 0.23436
hiring_manager: tomblomfield; similarity_score: 0.23076
hiring_manager: DustinCalim; similarity_score: 0.22726
hiring_manager: 7parkdata; similarity_score: 0.22387
hiring_manager: jauntvr_amy; similarity_score: 0.22387
hiring_manager: gavanwilhite; similarity_score: 0.22058
hiring_manager: macrosak; similarity_score: 0.22058
hiring_manager: AndroidJedi; similarity_score: 0.21126
hiring_manager: Tarang; similarity_score: 0.20833
hiring_manager: martidumas; similarity_score: 0.20832
hiring_manager: pierreant_p; similarity_score: 0.20832
hiring_manager: samingrassia; similarity_score: 0.20270
