hiring_manager: vseloved; similarity_score: 0.94117
hiring_manager: chad_strategic; similarity_score: 0.91427
hiring_manager: razvvan; similarity_score: 0.76190
hiring_manager: owainlewis; similarity_score: 0.76189
hiring_manager: redesignibm; similarity_score: 0.69564
hiring_manager: omarforgotpwd; similarity_score: 0.68084
hiring_manager: bnr; similarity_score: 0.66666
hiring_manager: andy; similarity_score: 0.62744
hiring_manager: ononoma; similarity_score: 0.61538
hiring_manager: yurisagalov; similarity_score: 0.57142
hiring_manager: lowglow; similarity_score: 0.57142
hiring_manager: CurtHagenlocher; similarity_score: 0.56140
hiring_manager: lgsilver; similarity_score: 0.52458
hiring_manager: gshahlot; similarity_score: 0.49999
hiring_manager: dblock; similarity_score: 0.49999
hiring_manager: nicholaides; similarity_score: 0.49230
hiring_manager: hungryblank; similarity_score: 0.49230
hiring_manager: tortillasauce; similarity_score: 0.49230
hiring_manager: acudmore; similarity_score: 0.48484
hiring_manager: merinid; similarity_score: 0.48484
hiring_manager: mjhea0; similarity_score: 0.47760
hiring_manager: meifamous; similarity_score: 0.46376
hiring_manager: jimmyrocks; similarity_score: 0.46375
hiring_manager: robhunter; similarity_score: 0.45714
hiring_manager: mattculbreth; similarity_score: 0.45713
hiring_manager: thisjody; similarity_score: 0.44444
hiring_manager: samg; similarity_score: 0.43242
hiring_manager: brandnewlow; similarity_score: 0.43242
hiring_manager: odiroot; similarity_score: 0.43242
hiring_manager: thehar; similarity_score: 0.43242
hiring_manager: murtza; similarity_score: 0.42666
hiring_manager: k1w1; similarity_score: 0.42666
hiring_manager: ehartsuyker; similarity_score: 0.42104
hiring_manager: jack7890; similarity_score: 0.41558
hiring_manager: khaki54; similarity_score: 0.41025
hiring_manager: jevans; similarity_score: 0.41025
hiring_manager: DustinCalim; similarity_score: 0.40506
hiring_manager: tomblomfield; similarity_score: 0.39506
hiring_manager: nerdz; similarity_score: 0.39505
hiring_manager: nathanh; similarity_score: 0.39505
hiring_manager: jauntvr_amy; similarity_score: 0.39024
hiring_manager: macrosak; similarity_score: 0.38553
hiring_manager: 7parkdata; similarity_score: 0.38553
hiring_manager: gavanwilhite; similarity_score: 0.38095
hiring_manager: Tarang; similarity_score: 0.37646
hiring_manager: AndroidJedi; similarity_score: 0.37646
hiring_manager: pierreant_p; similarity_score: 0.36781
hiring_manager: mazerj; similarity_score: 0.36780
hiring_manager: samingrassia; similarity_score: 0.36780
hiring_manager: mazzarello; similarity_score: 0.36363
hiring_manager: scanr; similarity_score: 0.35555
hiring_manager: martidumas; similarity_score: 0.35555
hiring_manager: chrisdl; similarity_score: 0.34781
hiring_manager: ptlkitccat; similarity_score: 0.34781
hiring_manager: qwerpoiuty; similarity_score: 0.34408
hiring_manager: kevinmchugh; similarity_score: 0.34408
hiring_manager: vimeojobs; similarity_score: 0.34407
hiring_manager: yegg; similarity_score: 0.33683
hiring_manager: peawee; similarity_score: 0.33683
hiring_manager: QTtech; similarity_score: 0.33683
hiring_manager: logotype; similarity_score: 0.33333
hiring_manager: frb; similarity_score: 0.33332
hiring_manager: margiexu; similarity_score: 0.32989
hiring_manager: martinlanden; similarity_score: 0.32989
hiring_manager: westi; similarity_score: 0.32652
hiring_manager: lamplightr; similarity_score: 0.32652
hiring_manager: hazzadous; similarity_score: 0.32652
hiring_manager: kiyoto; similarity_score: 0.32323
hiring_manager: lennies; similarity_score: 0.32323
hiring_manager: nahidalam; similarity_score: 0.32322
hiring_manager: jconnolly; similarity_score: 0.31999
hiring_manager: robertpohl; similarity_score: 0.31999
hiring_manager: arthurgibson; similarity_score: 0.31999
hiring_manager: saucelabs; similarity_score: 0.31682
hiring_manager: workmarket; similarity_score: 0.31372
hiring_manager: feverishaaron; similarity_score: 0.31372
hiring_manager: austinhallock; similarity_score: 0.31372
hiring_manager: a5huynh; similarity_score: 0.31371
hiring_manager: jscalisi; similarity_score: 0.31371
hiring_manager: morgante; similarity_score: 0.31067
hiring_manager: scidev; similarity_score: 0.31067
hiring_manager: pzearfoss; similarity_score: 0.31067
hiring_manager: ryan_f; similarity_score: 0.31067
hiring_manager: johnballjibe; similarity_score: 0.31067
hiring_manager: kenrose; similarity_score: 0.31067
hiring_manager: andrewlin; similarity_score: 0.30475
hiring_manager: cpenner461; similarity_score: 0.30475
hiring_manager: joekur; similarity_score: 0.30475
hiring_manager: demac; similarity_score: 0.30475
hiring_manager: Rodi; similarity_score: 0.29906
hiring_manager: allbombs; similarity_score: 0.29906
hiring_manager: joe_fro; similarity_score: 0.29629
hiring_manager: USNetizen; similarity_score: 0.29628
hiring_manager: jasoncartwright; similarity_score: 0.29628
hiring_manager: pkrein; similarity_score: 0.29357
hiring_manager: wittedhaddock; similarity_score: 0.29356
hiring_manager: drc37; similarity_score: 0.29356
hiring_manager: transitorykris; similarity_score: 0.29356
hiring_manager: adamalix; similarity_score: 0.29090
hiring_manager: ben-deskpro; similarity_score: 0.28827
hiring_manager: sadadar; similarity_score: 0.28317
hiring_manager: dmritard96; similarity_score: 0.28317
hiring_manager: robg; similarity_score: 0.28069
hiring_manager: tristanz; similarity_score: 0.27825
hiring_manager: chris_raptr; similarity_score: 0.27825
hiring_manager: wadenick; similarity_score: 0.27825
hiring_manager: drp; similarity_score: 0.27825
hiring_manager: salar; similarity_score: 0.27586
hiring_manager: kdavari; similarity_score: 0.27585
hiring_manager: ben336; similarity_score: 0.27349
hiring_manager: mrw34; similarity_score: 0.27349
hiring_manager: hmpc; similarity_score: 0.27349
hiring_manager: trentellingsen; similarity_score: 0.26889
hiring_manager: erichurkman; similarity_score: 0.26445
hiring_manager: jsnook; similarity_score: 0.26445
hiring_manager: geori; similarity_score: 0.26445
hiring_manager: tylersakats; similarity_score: 0.26015
hiring_manager: StefanBill; similarity_score: 0.26015
hiring_manager: Renat; similarity_score: 0.25806
hiring_manager: RaizlabsTalent; similarity_score: 0.25805
hiring_manager: pallinder; similarity_score: 0.25599
hiring_manager: machinezone; similarity_score: 0.25599
hiring_manager: calpaterson; similarity_score: 0.25599
hiring_manager: madjack74; similarity_score: 0.25396
hiring_manager: ebildsten; similarity_score: 0.25396
hiring_manager: zacharypinter; similarity_score: 0.25196
hiring_manager: PhantomPhreak; similarity_score: 0.24999
hiring_manager: SendGrid; similarity_score: 0.24999
hiring_manager: marybheine; similarity_score: 0.24806
hiring_manager: samirez; similarity_score: 0.24805
hiring_manager: egillie; similarity_score: 0.24614
hiring_manager: davidknezevic; similarity_score: 0.24426
hiring_manager: bladedawg; similarity_score: 0.24242
hiring_manager: bacheson1293; similarity_score: 0.24059
hiring_manager: gshx; similarity_score: 0.24059
hiring_manager: mac14; similarity_score: 0.24059
hiring_manager: rememberlenny; similarity_score: 0.24059
hiring_manager: THSK; similarity_score: 0.23703
hiring_manager: jonhearty; similarity_score: 0.23703
hiring_manager: ssk2; similarity_score: 0.23703
hiring_manager: tyoung; similarity_score: 0.23528
hiring_manager: raxnet; similarity_score: 0.23357
