hiring_manager: vseloved; similarity_score: 0.97014
hiring_manager: chad_strategic; similarity_score: 0.95587
hiring_manager: razvvan; similarity_score: 0.89040
hiring_manager: owainlewis; similarity_score: 0.87837
hiring_manager: omarforgotpwd; similarity_score: 0.82278
hiring_manager: redesignibm; similarity_score: 0.82278
hiring_manager: bnr; similarity_score: 0.82277
hiring_manager: andy; similarity_score: 0.79267
hiring_manager: lowglow; similarity_score: 0.77380
hiring_manager: ononoma; similarity_score: 0.76470
hiring_manager: yurisagalov; similarity_score: 0.76469
hiring_manager: CurtHagenlocher; similarity_score: 0.74711
hiring_manager: nicholaides; similarity_score: 0.69148
hiring_manager: lgsilver; similarity_score: 0.69147
hiring_manager: merinid; similarity_score: 0.68420
hiring_manager: mjhea0; similarity_score: 0.67708
hiring_manager: dblock; similarity_score: 0.67707
hiring_manager: hungryblank; similarity_score: 0.67009
hiring_manager: acudmore; similarity_score: 0.66325
hiring_manager: tortillasauce; similarity_score: 0.66325
hiring_manager: mattculbreth; similarity_score: 0.65656
hiring_manager: meifamous; similarity_score: 0.64999
hiring_manager: jimmyrocks; similarity_score: 0.64999
hiring_manager: gshahlot; similarity_score: 0.64999
hiring_manager: k1w1; similarity_score: 0.63725
hiring_manager: thehar; similarity_score: 0.63724
hiring_manager: robhunter; similarity_score: 0.63724
hiring_manager: ehartsuyker; similarity_score: 0.62499
hiring_manager: thisjody; similarity_score: 0.61904
hiring_manager: samg; similarity_score: 0.61904
hiring_manager: odiroot; similarity_score: 0.61320
hiring_manager: murtza; similarity_score: 0.61320
hiring_manager: brandnewlow; similarity_score: 0.60747
hiring_manager: jevans; similarity_score: 0.60747
hiring_manager: jack7890; similarity_score: 0.60747
hiring_manager: khaki54; similarity_score: 0.60184
hiring_manager: nerdz; similarity_score: 0.59090
hiring_manager: nathanh; similarity_score: 0.58035
hiring_manager: tomblomfield; similarity_score: 0.58034
hiring_manager: jauntvr_amy; similarity_score: 0.57522
hiring_manager: DustinCalim; similarity_score: 0.57521
hiring_manager: macrosak; similarity_score: 0.57016
hiring_manager: gavanwilhite; similarity_score: 0.56521
