hiring_manager: vseloved; similarity_score: 0.97618
hiring_manager: chad_strategic; similarity_score: 0.96469
hiring_manager: razvvan; similarity_score: 0.89130
hiring_manager: owainlewis; similarity_score: 0.89130
hiring_manager: omarforgotpwd; similarity_score: 0.86315
hiring_manager: redesignibm; similarity_score: 0.85416
hiring_manager: andy; similarity_score: 0.84536
hiring_manager: bnr; similarity_score: 0.83673
hiring_manager: ononoma; similarity_score: 0.81187
hiring_manager: yurisagalov; similarity_score: 0.78094
hiring_manager: lowglow; similarity_score: 0.78094
hiring_manager: CurtHagenlocher; similarity_score: 0.78094
hiring_manager: lgsilver; similarity_score: 0.75925
hiring_manager: nicholaides; similarity_score: 0.73214
hiring_manager: acudmore; similarity_score: 0.73213
hiring_manager: mjhea0; similarity_score: 0.72566
hiring_manager: merinid; similarity_score: 0.72565
hiring_manager: hungryblank; similarity_score: 0.72565
hiring_manager: gshahlot; similarity_score: 0.72565
hiring_manager: dblock; similarity_score: 0.72565
hiring_manager: tortillasauce; similarity_score: 0.71929
hiring_manager: meifamous; similarity_score: 0.71929
hiring_manager: mattculbreth; similarity_score: 0.71928
hiring_manager: thisjody; similarity_score: 0.70689
hiring_manager: jimmyrocks; similarity_score: 0.70688
hiring_manager: robhunter; similarity_score: 0.69491
hiring_manager: samg; similarity_score: 0.68333
hiring_manager: odiroot; similarity_score: 0.68332
hiring_manager: jack7890; similarity_score: 0.68332
hiring_manager: thehar; similarity_score: 0.68332
hiring_manager: ehartsuyker; similarity_score: 0.67212
hiring_manager: brandnewlow; similarity_score: 0.67212
hiring_manager: k1w1; similarity_score: 0.67212
hiring_manager: jevans; similarity_score: 0.67212
hiring_manager: murtza; similarity_score: 0.66666
hiring_manager: khaki54; similarity_score: 0.65599
hiring_manager: nerdz; similarity_score: 0.65079
hiring_manager: AndroidJedi; similarity_score: 0.64566
hiring_manager: nathanh; similarity_score: 0.64566
hiring_manager: mazzarello; similarity_score: 0.64565
hiring_manager: tomblomfield; similarity_score: 0.64062
hiring_manager: DustinCalim; similarity_score: 0.64061
hiring_manager: macrosak; similarity_score: 0.63565
hiring_manager: gavanwilhite; similarity_score: 0.63076
hiring_manager: 7parkdata; similarity_score: 0.62594
hiring_manager: jauntvr_amy; similarity_score: 0.62594
hiring_manager: pierreant_p; similarity_score: 0.62120
hiring_manager: martidumas; similarity_score: 0.61654
hiring_manager: mazerj; similarity_score: 0.61193
hiring_manager: Tarang; similarity_score: 0.60740
hiring_manager: scanr; similarity_score: 0.60739
hiring_manager: samingrassia; similarity_score: 0.60293
hiring_manager: peawee; similarity_score: 0.59853
hiring_manager: chrisdl; similarity_score: 0.59853
hiring_manager: ptlkitccat; similarity_score: 0.59420
hiring_manager: vimeojobs; similarity_score: 0.58992
hiring_manager: qwerpoiuty; similarity_score: 0.58992
hiring_manager: westi; similarity_score: 0.58992
hiring_manager: kevinmchugh; similarity_score: 0.58991
hiring_manager: QTtech; similarity_score: 0.58155
hiring_manager: yegg; similarity_score: 0.57746
hiring_manager: hazzadous; similarity_score: 0.57342
hiring_manager: lamplightr; similarity_score: 0.57342
hiring_manager: logotype; similarity_score: 0.57342
hiring_manager: jconnolly; similarity_score: 0.57342
hiring_manager: frb; similarity_score: 0.57341
hiring_manager: kiyoto; similarity_score: 0.56944
hiring_manager: margiexu; similarity_score: 0.56943
hiring_manager: saucelabs; similarity_score: 0.56943
hiring_manager: feverishaaron; similarity_score: 0.56551
hiring_manager: morgante; similarity_score: 0.56551
hiring_manager: nahidalam; similarity_score: 0.56550
hiring_manager: jscalisi; similarity_score: 0.56164
hiring_manager: arthurgibson; similarity_score: 0.56164
hiring_manager: lennies; similarity_score: 0.56163
hiring_manager: robertpohl; similarity_score: 0.56163
hiring_manager: martinlanden; similarity_score: 0.56163
hiring_manager: scidev; similarity_score: 0.55782
hiring_manager: workmarket; similarity_score: 0.55782
hiring_manager: ryan_f; similarity_score: 0.55781
hiring_manager: austinhallock; similarity_score: 0.55404
hiring_manager: pzearfoss; similarity_score: 0.55404
hiring_manager: johnballjibe; similarity_score: 0.55033
hiring_manager: kenrose; similarity_score: 0.55033
hiring_manager: cpenner461; similarity_score: 0.54666
hiring_manager: a5huynh; similarity_score: 0.54666
hiring_manager: USNetizen; similarity_score: 0.54666
hiring_manager: joekur; similarity_score: 0.54666
hiring_manager: andrewlin; similarity_score: 0.54304
hiring_manager: Rodi; similarity_score: 0.54303
hiring_manager: joe_fro; similarity_score: 0.53947
hiring_manager: demac; similarity_score: 0.53947
hiring_manager: ben-deskpro; similarity_score: 0.53946
hiring_manager: transitorykris; similarity_score: 0.53593
hiring_manager: drc37; similarity_score: 0.53593
hiring_manager: allbombs; similarity_score: 0.53246
hiring_manager: salar; similarity_score: 0.52903
hiring_manager: pkrein; similarity_score: 0.52902
hiring_manager: adamalix; similarity_score: 0.52902
hiring_manager: tristanz; similarity_score: 0.52564
hiring_manager: jasoncartwright; similarity_score: 0.52563
hiring_manager: wittedhaddock; similarity_score: 0.52229
hiring_manager: hmpc; similarity_score: 0.51897
hiring_manager: robg; similarity_score: 0.51571
hiring_manager: drp; similarity_score: 0.51571
hiring_manager: sadadar; similarity_score: 0.51249
hiring_manager: chris_raptr; similarity_score: 0.51249
hiring_manager: mrw34; similarity_score: 0.50931
hiring_manager: geori; similarity_score: 0.50930
hiring_manager: dmritard96; similarity_score: 0.50617
hiring_manager: kdavari; similarity_score: 0.50616
hiring_manager: wadenick; similarity_score: 0.50616
hiring_manager: ben336; similarity_score: 0.50306
hiring_manager: tylersakats; similarity_score: 0.49696
hiring_manager: erichurkman; similarity_score: 0.49397
hiring_manager: jsnook; similarity_score: 0.49397
hiring_manager: trentellingsen; similarity_score: 0.49396
hiring_manager: madjack74; similarity_score: 0.49101
hiring_manager: StefanBill; similarity_score: 0.48520
hiring_manager: pallinder; similarity_score: 0.48235
hiring_manager: ebildsten; similarity_score: 0.48234
hiring_manager: RaizlabsTalent; similarity_score: 0.48234
hiring_manager: PhantomPhreak; similarity_score: 0.47952
hiring_manager: Renat; similarity_score: 0.47952
hiring_manager: zacharypinter; similarity_score: 0.47952
hiring_manager: samirez; similarity_score: 0.47673
hiring_manager: marybheine; similarity_score: 0.47398
hiring_manager: machinezone; similarity_score: 0.47398
hiring_manager: calpaterson; similarity_score: 0.47125
hiring_manager: bacheson1293; similarity_score: 0.47125
hiring_manager: rememberlenny; similarity_score: 0.46856
hiring_manager: gshx; similarity_score: 0.46856
hiring_manager: egillie; similarity_score: 0.46590
hiring_manager: mac14; similarity_score: 0.46327
hiring_manager: SendGrid; similarity_score: 0.46327
hiring_manager: davidknezevic; similarity_score: 0.46326
hiring_manager: sam; similarity_score: 0.46066
hiring_manager: THSK; similarity_score: 0.45809
hiring_manager: bladedawg; similarity_score: 0.45809
hiring_manager: gsiener; similarity_score: 0.45555
hiring_manager: agazso; similarity_score: 0.45555
hiring_manager: jonhearty; similarity_score: 0.45303
hiring_manager: raxnet; similarity_score: 0.45303
hiring_manager: tyoung; similarity_score: 0.45303
hiring_manager: ssk2; similarity_score: 0.45054
hiring_manager: meaydinli; similarity_score: 0.45054
