hiring_manager: vseloved; similarity_score: 0.95999
hiring_manager: chad_strategic; similarity_score: 0.94117
hiring_manager: owainlewis; similarity_score: 0.85713
hiring_manager: razvvan; similarity_score: 0.84209
hiring_manager: omarforgotpwd; similarity_score: 0.77419
hiring_manager: bnr; similarity_score: 0.76190
hiring_manager: redesignibm; similarity_score: 0.76189
hiring_manager: andy; similarity_score: 0.71641
hiring_manager: ononoma; similarity_score: 0.69564
hiring_manager: yurisagalov; similarity_score: 0.68571
hiring_manager: lowglow; similarity_score: 0.67604
hiring_manager: CurtHagenlocher; similarity_score: 0.66666
hiring_manager: lgsilver; similarity_score: 0.62337
hiring_manager: hungryblank; similarity_score: 0.61538
hiring_manager: nicholaides; similarity_score: 0.61537
hiring_manager: dblock; similarity_score: 0.60758
hiring_manager: merinid; similarity_score: 0.59999
hiring_manager: acudmore; similarity_score: 0.59259
hiring_manager: mjhea0; similarity_score: 0.58535
hiring_manager: gshahlot; similarity_score: 0.57831
hiring_manager: meifamous; similarity_score: 0.57831
hiring_manager: tortillasauce; similarity_score: 0.57831
hiring_manager: mattculbreth; similarity_score: 0.57831
hiring_manager: jimmyrocks; similarity_score: 0.57141
hiring_manager: robhunter; similarity_score: 0.56469
hiring_manager: k1w1; similarity_score: 0.55172
hiring_manager: thisjody; similarity_score: 0.54544
hiring_manager: brandnewlow; similarity_score: 0.54544
hiring_manager: jevans; similarity_score: 0.53932
hiring_manager: khaki54; similarity_score: 0.53931
hiring_manager: samg; similarity_score: 0.53332
hiring_manager: murtza; similarity_score: 0.53332
hiring_manager: thehar; similarity_score: 0.53332
hiring_manager: ehartsuyker; similarity_score: 0.52173
hiring_manager: odiroot; similarity_score: 0.52173
hiring_manager: jack7890; similarity_score: 0.51612
hiring_manager: nerdz; similarity_score: 0.51063
hiring_manager: DustinCalim; similarity_score: 0.50526
hiring_manager: jauntvr_amy; similarity_score: 0.49999
hiring_manager: tomblomfield; similarity_score: 0.49999
hiring_manager: 7parkdata; similarity_score: 0.49484
hiring_manager: nathanh; similarity_score: 0.49483
hiring_manager: macrosak; similarity_score: 0.48979
hiring_manager: gavanwilhite; similarity_score: 0.48979
hiring_manager: mazzarello; similarity_score: 0.47999
hiring_manager: AndroidJedi; similarity_score: 0.47058
hiring_manager: martidumas; similarity_score: 0.47058
hiring_manager: pierreant_p; similarity_score: 0.47057
hiring_manager: chrisdl; similarity_score: 0.46601
hiring_manager: Tarang; similarity_score: 0.46601
hiring_manager: mazerj; similarity_score: 0.46153
hiring_manager: samingrassia; similarity_score: 0.46153
hiring_manager: scanr; similarity_score: 0.45714
hiring_manager: vimeojobs; similarity_score: 0.45714
