hiring_manager: papaonlegs; similarity_score: 0.98094
hiring_manager: siddarthd2919; similarity_score: 0.96261
hiring_manager: BillFranklin; similarity_score: 0.95370
hiring_manager: ljlolel; similarity_score: 0.92792
hiring_manager: emcienjobs; similarity_score: 0.88033
hiring_manager: g06; similarity_score: 0.87287
hiring_manager: rememberlenny; similarity_score: 0.86554
hiring_manager: toreriklinnerud; similarity_score: 0.85833
hiring_manager: geverett; similarity_score: 0.85832
hiring_manager: frabcus; similarity_score: 0.85832
hiring_manager: manpageman; similarity_score: 0.85832
hiring_manager: reubendoetsch; similarity_score: 0.84426
hiring_manager: untilHellbanned; similarity_score: 0.84425
hiring_manager: lesleyann25; similarity_score: 0.83739
hiring_manager: edent; similarity_score: 0.83064
hiring_manager: milewska; similarity_score: 0.83064
hiring_manager: pouloum78; similarity_score: 0.82399
hiring_manager: doxcf434; similarity_score: 0.81101
hiring_manager: darrennix; similarity_score: 0.80468
hiring_manager: spot; similarity_score: 0.80468
hiring_manager: roybarberuk; similarity_score: 0.79844
hiring_manager: yavery; similarity_score: 0.79843
hiring_manager: ericbogs; similarity_score: 0.79229
hiring_manager: feverishaaron; similarity_score: 0.78625
hiring_manager: k1w1; similarity_score: 0.76296
hiring_manager: amac; similarity_score: 0.76295
hiring_manager: burnout1540; similarity_score: 0.75734
hiring_manager: finnh; similarity_score: 0.75734
hiring_manager: imdane; similarity_score: 0.75181
hiring_manager: lbo; similarity_score: 0.74637
hiring_manager: edziubudzik; similarity_score: 0.74636
hiring_manager: pwman; similarity_score: 0.74100
hiring_manager: pohungc; similarity_score: 0.73570
hiring_manager: jack7890; similarity_score: 0.72534
hiring_manager: murtza; similarity_score: 0.72534
hiring_manager: frb; similarity_score: 0.72027
hiring_manager: kefeizhou; similarity_score: 0.72027
hiring_manager: american_hawk; similarity_score: 0.70547
hiring_manager: DustinCalim; similarity_score: 0.70547
hiring_manager: marybheine; similarity_score: 0.70547
hiring_manager: rfergie; similarity_score: 0.70547
hiring_manager: samingrassia; similarity_score: 0.70067
hiring_manager: retrodict; similarity_score: 0.70067
hiring_manager: 7parkdata; similarity_score: 0.69593
hiring_manager: lsee; similarity_score: 0.69127
hiring_manager: realdlee; similarity_score: 0.69126
hiring_manager: runcougar; similarity_score: 0.69126
hiring_manager: annalewis7; similarity_score: 0.69126
hiring_manager: kiyoto; similarity_score: 0.68666
hiring_manager: chrisdl; similarity_score: 0.68666
hiring_manager: mmelin; similarity_score: 0.68665
hiring_manager: damon_c; similarity_score: 0.68211
hiring_manager: statictype; similarity_score: 0.68211
hiring_manager: ivanzhao; similarity_score: 0.68211
hiring_manager: kevinschumacher; similarity_score: 0.68211
hiring_manager: artursapek; similarity_score: 0.68211
hiring_manager: andrewmb; similarity_score: 0.67762
hiring_manager: yegg; similarity_score: 0.67319
hiring_manager: spooneybarger; similarity_score: 0.67319
hiring_manager: eric_romo; similarity_score: 0.67319
hiring_manager: paradox95; similarity_score: 0.66882
hiring_manager: jsaxton86; similarity_score: 0.66882
hiring_manager: drpancake; similarity_score: 0.66882
hiring_manager: encore2097; similarity_score: 0.66882
hiring_manager: rrpadhy; similarity_score: 0.66450
hiring_manager: Equiet; similarity_score: 0.66450
hiring_manager: brettz; similarity_score: 0.66025
hiring_manager: carlatqueue; similarity_score: 0.65604
hiring_manager: JuliaLam; similarity_score: 0.65604
hiring_manager: dmritard96; similarity_score: 0.65604
hiring_manager: jszumski; similarity_score: 0.64779
hiring_manager: robg; similarity_score: 0.64374
hiring_manager: yonibaciu1; similarity_score: 0.64374
hiring_manager: mattnguyen; similarity_score: 0.63974
hiring_manager: uwemaurer; similarity_score: 0.63974
hiring_manager: vaughnd; similarity_score: 0.63579
hiring_manager: wattenberger; similarity_score: 0.63579
hiring_manager: cjbarber; similarity_score: 0.62804
hiring_manager: saucelabs; similarity_score: 0.62804
hiring_manager: nschuett; similarity_score: 0.62804
hiring_manager: dbuxton; similarity_score: 0.62423
hiring_manager: matlock; similarity_score: 0.62047
hiring_manager: asanwal; similarity_score: 0.62047
hiring_manager: rasengan; similarity_score: 0.62047
hiring_manager: alphast0rm; similarity_score: 0.61676
hiring_manager: maramaemartin; similarity_score: 0.61676
hiring_manager: austinhallock; similarity_score: 0.61676
hiring_manager: timanglade; similarity_score: 0.61676
hiring_manager: morgante; similarity_score: 0.60946
hiring_manager: johnnyg; similarity_score: 0.60946
hiring_manager: kdavari; similarity_score: 0.60946
hiring_manager: florianf; similarity_score: 0.60946
hiring_manager: fuelfive; similarity_score: 0.60945
hiring_manager: cynusx; similarity_score: 0.60588
hiring_manager: Mynar; similarity_score: 0.60587
hiring_manager: vtuulos; similarity_score: 0.60587
hiring_manager: wdewind; similarity_score: 0.60233
hiring_manager: davidw; similarity_score: 0.59882
hiring_manager: edawerd; similarity_score: 0.59882
hiring_manager: FUSAR_rs; similarity_score: 0.59537
hiring_manager: espinchi; similarity_score: 0.59195
hiring_manager: charliejrgower; similarity_score: 0.59195
hiring_manager: rdeshpande; similarity_score: 0.59195
hiring_manager: alexk; similarity_score: 0.59194
hiring_manager: Symbol; similarity_score: 0.58856
hiring_manager: dangoldin; similarity_score: 0.58856
hiring_manager: myom; similarity_score: 0.58522
hiring_manager: peter_mcrae; similarity_score: 0.58522
hiring_manager: baran; similarity_score: 0.58521
hiring_manager: Renat; similarity_score: 0.58191
hiring_manager: ben336; similarity_score: 0.57864
hiring_manager: FreshPuzzles; similarity_score: 0.57541
hiring_manager: jjnvdm; similarity_score: 0.57541
hiring_manager: geori; similarity_score: 0.57222
hiring_manager: choult; similarity_score: 0.57222
hiring_manager: kamalesh_v; similarity_score: 0.57221
hiring_manager: tomccabe; similarity_score: 0.56905
hiring_manager: RaizlabsTalent; similarity_score: 0.56905
hiring_manager: sidjoshi; similarity_score: 0.56592
hiring_manager: salar; similarity_score: 0.56592
hiring_manager: escherize; similarity_score: 0.56592
hiring_manager: sahil_videology; similarity_score: 0.56283
hiring_manager: mrw34; similarity_score: 0.55978
hiring_manager: JayNeely; similarity_score: 0.55978
hiring_manager: bowmanb; similarity_score: 0.55675
hiring_manager: BGCivis; similarity_score: 0.55675
hiring_manager: loganfrederick; similarity_score: 0.55675
hiring_manager: wiredd; similarity_score: 0.55675
hiring_manager: hglaser; similarity_score: 0.55675
hiring_manager: chollida1; similarity_score: 0.55674
hiring_manager: propellerhat; similarity_score: 0.55375
