hiring_manager: vseloved; similarity_score: 0.97182
hiring_manager: chad_strategic; similarity_score: 0.95832
hiring_manager: owainlewis; similarity_score: 0.90789
hiring_manager: razvvan; similarity_score: 0.90788
hiring_manager: bnr; similarity_score: 0.85184
hiring_manager: omarforgotpwd; similarity_score: 0.84146
hiring_manager: redesignibm; similarity_score: 0.84145
hiring_manager: andy; similarity_score: 0.81176
hiring_manager: yurisagalov; similarity_score: 0.78408
hiring_manager: ononoma; similarity_score: 0.78408
hiring_manager: lowglow; similarity_score: 0.77527
hiring_manager: CurtHagenlocher; similarity_score: 0.74999
hiring_manager: lgsilver; similarity_score: 0.74192
hiring_manager: hungryblank; similarity_score: 0.72631
hiring_manager: mjhea0; similarity_score: 0.71133
hiring_manager: dblock; similarity_score: 0.71133
hiring_manager: gshahlot; similarity_score: 0.70407
hiring_manager: tortillasauce; similarity_score: 0.69696
hiring_manager: jimmyrocks; similarity_score: 0.69696
hiring_manager: merinid; similarity_score: 0.68999
hiring_manager: nicholaides; similarity_score: 0.68999
hiring_manager: k1w1; similarity_score: 0.68316
hiring_manager: acudmore; similarity_score: 0.68316
hiring_manager: meifamous; similarity_score: 0.68316
hiring_manager: mattculbreth; similarity_score: 0.67646
hiring_manager: samg; similarity_score: 0.66990
hiring_manager: odiroot; similarity_score: 0.66989
hiring_manager: ehartsuyker; similarity_score: 0.66345
hiring_manager: robhunter; similarity_score: 0.66345
hiring_manager: jevans; similarity_score: 0.65093
hiring_manager: khaki54; similarity_score: 0.63888
hiring_manager: thehar; similarity_score: 0.63888
hiring_manager: thisjody; similarity_score: 0.63888
hiring_manager: murtza; similarity_score: 0.63302
hiring_manager: brandnewlow; similarity_score: 0.63302
hiring_manager: jack7890; similarity_score: 0.62161
hiring_manager: nathanh; similarity_score: 0.61061
hiring_manager: jauntvr_amy; similarity_score: 0.61061
hiring_manager: nerdz; similarity_score: 0.61061
hiring_manager: DustinCalim; similarity_score: 0.61061
hiring_manager: samingrassia; similarity_score: 0.59999
hiring_manager: gavanwilhite; similarity_score: 0.59999
hiring_manager: tomblomfield; similarity_score: 0.59482
hiring_manager: 7parkdata; similarity_score: 0.58974
hiring_manager: AndroidJedi; similarity_score: 0.58474
hiring_manager: Tarang; similarity_score: 0.58473
hiring_manager: macrosak; similarity_score: 0.58473
hiring_manager: pierreant_p; similarity_score: 0.57982
hiring_manager: mazzarello; similarity_score: 0.57982
hiring_manager: chrisdl; similarity_score: 0.57499
hiring_manager: scanr; similarity_score: 0.57499
hiring_manager: frb; similarity_score: 0.56556
hiring_manager: ptlkitccat; similarity_score: 0.56556
hiring_manager: martidumas; similarity_score: 0.56556
hiring_manager: logotype; similarity_score: 0.56097
hiring_manager: mazerj; similarity_score: 0.56097
hiring_manager: robertpohl; similarity_score: 0.55644
hiring_manager: jconnolly; similarity_score: 0.55199
hiring_manager: yegg; similarity_score: 0.55199
hiring_manager: kevinmchugh; similarity_score: 0.55199
hiring_manager: lamplightr; similarity_score: 0.55199
hiring_manager: ryan_f; similarity_score: 0.54761
hiring_manager: peawee; similarity_score: 0.54761
hiring_manager: martinlanden; similarity_score: 0.54330
hiring_manager: QTtech; similarity_score: 0.54330
hiring_manager: qwerpoiuty; similarity_score: 0.54330
hiring_manager: vimeojobs; similarity_score: 0.54330
hiring_manager: westi; similarity_score: 0.53906
hiring_manager: kiyoto; similarity_score: 0.53906
hiring_manager: saucelabs; similarity_score: 0.53076
hiring_manager: margiexu; similarity_score: 0.53076
hiring_manager: arthurgibson; similarity_score: 0.52671
hiring_manager: lennies; similarity_score: 0.52671
hiring_manager: nahidalam; similarity_score: 0.52671
hiring_manager: hazzadous; similarity_score: 0.52272
hiring_manager: a5huynh; similarity_score: 0.52272
hiring_manager: workmarket; similarity_score: 0.51879
hiring_manager: kenrose; similarity_score: 0.51878
hiring_manager: scidev; similarity_score: 0.51492
hiring_manager: jscalisi; similarity_score: 0.51492
hiring_manager: feverishaaron; similarity_score: 0.51491
hiring_manager: cpenner461; similarity_score: 0.51491
hiring_manager: joekur; similarity_score: 0.51491
hiring_manager: austinhallock; similarity_score: 0.51111
hiring_manager: pzearfoss; similarity_score: 0.51110
hiring_manager: demac; similarity_score: 0.51110
hiring_manager: allbombs; similarity_score: 0.50734
hiring_manager: andrewlin; similarity_score: 0.50734
hiring_manager: morgante; similarity_score: 0.50364
hiring_manager: drc37; similarity_score: 0.50364
hiring_manager: adamalix; similarity_score: 0.49640
hiring_manager: Rodi; similarity_score: 0.49639
hiring_manager: pkrein; similarity_score: 0.49639
hiring_manager: transitorykris; similarity_score: 0.49285
hiring_manager: johnballjibe; similarity_score: 0.49285
hiring_manager: USNetizen; similarity_score: 0.49285
hiring_manager: dmritard96; similarity_score: 0.49285
hiring_manager: joe_fro; similarity_score: 0.48591
hiring_manager: chris_raptr; similarity_score: 0.48251
hiring_manager: wittedhaddock; similarity_score: 0.48250
hiring_manager: wadenick; similarity_score: 0.48250
hiring_manager: sadadar; similarity_score: 0.47916
hiring_manager: jasoncartwright; similarity_score: 0.47915
hiring_manager: ben-deskpro; similarity_score: 0.47585
hiring_manager: salar; similarity_score: 0.47585
hiring_manager: kdavari; similarity_score: 0.47585
hiring_manager: hmpc; similarity_score: 0.47259
hiring_manager: robg; similarity_score: 0.47259
hiring_manager: geori; similarity_score: 0.47259
hiring_manager: tristanz; similarity_score: 0.47259
hiring_manager: mrw34; similarity_score: 0.46938
hiring_manager: drp; similarity_score: 0.46308
hiring_manager: jsnook; similarity_score: 0.45695
hiring_manager: tylersakats; similarity_score: 0.45695
hiring_manager: pallinder; similarity_score: 0.45694
hiring_manager: StefanBill; similarity_score: 0.45394
hiring_manager: ben336; similarity_score: 0.45393
hiring_manager: trentellingsen; similarity_score: 0.45393
hiring_manager: RaizlabsTalent; similarity_score: 0.45097
hiring_manager: calpaterson; similarity_score: 0.45097
hiring_manager: erichurkman; similarity_score: 0.44805
hiring_manager: zacharypinter; similarity_score: 0.44804
hiring_manager: machinezone; similarity_score: 0.44804
hiring_manager: marybheine; similarity_score: 0.44515
hiring_manager: Renat; similarity_score: 0.43948
hiring_manager: davidknezevic; similarity_score: 0.43948
hiring_manager: SendGrid; similarity_score: 0.43948
hiring_manager: gshx; similarity_score: 0.43670
hiring_manager: ebildsten; similarity_score: 0.43669
hiring_manager: rememberlenny; similarity_score: 0.43395
hiring_manager: samirez; similarity_score: 0.43395
hiring_manager: PhantomPhreak; similarity_score: 0.43395
hiring_manager: madjack74; similarity_score: 0.43395
hiring_manager: egillie; similarity_score: 0.43124
hiring_manager: THSK; similarity_score: 0.42856
hiring_manager: jonhearty; similarity_score: 0.42592
hiring_manager: bladedawg; similarity_score: 0.42331
hiring_manager: chrisconley; similarity_score: 0.42331
hiring_manager: ssk2; similarity_score: 0.42330
hiring_manager: bacheson1293; similarity_score: 0.42072
hiring_manager: mac14; similarity_score: 0.41817
hiring_manager: BornInTheUSSR; similarity_score: 0.41817
hiring_manager: raxnet; similarity_score: 0.41817
hiring_manager: asolove; similarity_score: 0.41317
hiring_manager: sam; similarity_score: 0.41316
hiring_manager: meaydinli; similarity_score: 0.40827
hiring_manager: Theranos; similarity_score: 0.40827
hiring_manager: gsiener; similarity_score: 0.40827
hiring_manager: tyoung; similarity_score: 0.40588
hiring_manager: cj; similarity_score: 0.40588
hiring_manager: doctoboggan; similarity_score: 0.40587
hiring_manager: agazso; similarity_score: 0.40587
hiring_manager: malyk; similarity_score: 0.40350
hiring_manager: escherize; similarity_score: 0.40116
hiring_manager: knowtheory; similarity_score: 0.40115
hiring_manager: pashabitz; similarity_score: 0.40115
hiring_manager: swilson7; similarity_score: 0.40115
hiring_manager: mariusz331; similarity_score: 0.39884
hiring_manager: rskinner; similarity_score: 0.39883
hiring_manager: FreshPuzzles; similarity_score: 0.39655
hiring_manager: jdawe; similarity_score: 0.39654
hiring_manager: evaneykelen; similarity_score: 0.39654
hiring_manager: mdu; similarity_score: 0.39654
hiring_manager: TEVO_throwaway; similarity_score: 0.39654
hiring_manager: olivercameron; similarity_score: 0.39428
