hiring_manager: vseloved; similarity_score: 0.96362
hiring_manager: chad_strategic; similarity_score: 0.94642
hiring_manager: razvvan; similarity_score: 0.86884
hiring_manager: owainlewis; similarity_score: 0.85483
hiring_manager: redesignibm; similarity_score: 0.79104
hiring_manager: omarforgotpwd; similarity_score: 0.77940
hiring_manager: bnr; similarity_score: 0.77940
hiring_manager: andy; similarity_score: 0.75713
hiring_manager: yurisagalov; similarity_score: 0.72601
hiring_manager: ononoma; similarity_score: 0.72601
hiring_manager: lowglow; similarity_score: 0.70665
hiring_manager: CurtHagenlocher; similarity_score: 0.69736
hiring_manager: lgsilver; similarity_score: 0.66249
hiring_manager: dblock; similarity_score: 0.65431
hiring_manager: hungryblank; similarity_score: 0.63854
hiring_manager: mjhea0; similarity_score: 0.63854
hiring_manager: tortillasauce; similarity_score: 0.63094
hiring_manager: gshahlot; similarity_score: 0.61627
hiring_manager: acudmore; similarity_score: 0.61626
hiring_manager: jimmyrocks; similarity_score: 0.60919
hiring_manager: nicholaides; similarity_score: 0.60918
hiring_manager: merinid; similarity_score: 0.60918
hiring_manager: meifamous; similarity_score: 0.60226
hiring_manager: mattculbreth; similarity_score: 0.59550
hiring_manager: robhunter; similarity_score: 0.59549
hiring_manager: odiroot; similarity_score: 0.57608
hiring_manager: samg; similarity_score: 0.57607
hiring_manager: k1w1; similarity_score: 0.57607
hiring_manager: thisjody; similarity_score: 0.57607
hiring_manager: ehartsuyker; similarity_score: 0.56989
hiring_manager: thehar; similarity_score: 0.55789
hiring_manager: brandnewlow; similarity_score: 0.55788
hiring_manager: khaki54; similarity_score: 0.55208
hiring_manager: murtza; similarity_score: 0.55207
hiring_manager: jevans; similarity_score: 0.54638
hiring_manager: jack7890; similarity_score: 0.54081
hiring_manager: nathanh; similarity_score: 0.52999
hiring_manager: DustinCalim; similarity_score: 0.52474
hiring_manager: tomblomfield; similarity_score: 0.52474
hiring_manager: nerdz; similarity_score: 0.51960
hiring_manager: gavanwilhite; similarity_score: 0.51960
hiring_manager: jauntvr_amy; similarity_score: 0.51455
hiring_manager: macrosak; similarity_score: 0.50960
hiring_manager: pierreant_p; similarity_score: 0.50960
hiring_manager: 7parkdata; similarity_score: 0.50960
hiring_manager: AndroidJedi; similarity_score: 0.50475
hiring_manager: samingrassia; similarity_score: 0.49999
hiring_manager: Tarang; similarity_score: 0.49999
hiring_manager: chrisdl; similarity_score: 0.49074
hiring_manager: martidumas; similarity_score: 0.49073
hiring_manager: scanr; similarity_score: 0.49073
hiring_manager: mazerj; similarity_score: 0.49073
hiring_manager: mazzarello; similarity_score: 0.49073
hiring_manager: ptlkitccat; similarity_score: 0.48623
hiring_manager: kevinmchugh; similarity_score: 0.48623
hiring_manager: qwerpoiuty; similarity_score: 0.48181
hiring_manager: vimeojobs; similarity_score: 0.47747
hiring_manager: yegg; similarity_score: 0.47320
hiring_manager: frb; similarity_score: 0.46901
hiring_manager: logotype; similarity_score: 0.46901
hiring_manager: lamplightr; similarity_score: 0.46491
hiring_manager: QTtech; similarity_score: 0.46086
hiring_manager: peawee; similarity_score: 0.46086
hiring_manager: margiexu; similarity_score: 0.45688
hiring_manager: hazzadous; similarity_score: 0.45298
hiring_manager: kiyoto; similarity_score: 0.45298
hiring_manager: martinlanden; similarity_score: 0.45298
hiring_manager: jconnolly; similarity_score: 0.44914
hiring_manager: robertpohl; similarity_score: 0.44914
hiring_manager: arthurgibson; similarity_score: 0.44537
hiring_manager: westi; similarity_score: 0.44537
hiring_manager: ryan_f; similarity_score: 0.44537
hiring_manager: nahidalam; similarity_score: 0.44536
hiring_manager: feverishaaron; similarity_score: 0.44165
hiring_manager: jscalisi; similarity_score: 0.44165
hiring_manager: lennies; similarity_score: 0.43801
hiring_manager: workmarket; similarity_score: 0.43801
hiring_manager: scidev; similarity_score: 0.43800
hiring_manager: austinhallock; similarity_score: 0.43441
hiring_manager: joekur; similarity_score: 0.43441
hiring_manager: saucelabs; similarity_score: 0.43441
hiring_manager: kenrose; similarity_score: 0.43089
hiring_manager: transitorykris; similarity_score: 0.43089
hiring_manager: a5huynh; similarity_score: 0.42741
hiring_manager: morgante; similarity_score: 0.42741
hiring_manager: demac; similarity_score: 0.42741
hiring_manager: cpenner461; similarity_score: 0.42741
hiring_manager: johnballjibe; similarity_score: 0.42741
hiring_manager: pzearfoss; similarity_score: 0.42741
hiring_manager: andrewlin; similarity_score: 0.42399
hiring_manager: drc37; similarity_score: 0.42063
hiring_manager: Rodi; similarity_score: 0.42063
hiring_manager: allbombs; similarity_score: 0.42062
hiring_manager: USNetizen; similarity_score: 0.42062
hiring_manager: joe_fro; similarity_score: 0.42062
hiring_manager: adamalix; similarity_score: 0.41731
hiring_manager: pkrein; similarity_score: 0.41085
hiring_manager: wittedhaddock; similarity_score: 0.40768
hiring_manager: jasoncartwright; similarity_score: 0.40457
hiring_manager: dmritard96; similarity_score: 0.40457
hiring_manager: salar; similarity_score: 0.40151
hiring_manager: ben-deskpro; similarity_score: 0.40150
hiring_manager: chris_raptr; similarity_score: 0.40150
hiring_manager: drp; similarity_score: 0.39849
hiring_manager: tristanz; similarity_score: 0.39849
