hiring_manager: papaonlegs; similarity_score: 0.97894
hiring_manager: siddarthd2919; similarity_score: 0.95875
hiring_manager: BillFranklin; similarity_score: 0.95875
hiring_manager: ljlolel; similarity_score: 0.92078
hiring_manager: emcienjobs; similarity_score: 0.86915
hiring_manager: frabcus; similarity_score: 0.85320
hiring_manager: manpageman; similarity_score: 0.84545
hiring_manager: toreriklinnerud; similarity_score: 0.84545
hiring_manager: rememberlenny; similarity_score: 0.83783
hiring_manager: geverett; similarity_score: 0.83782
hiring_manager: untilHellbanned; similarity_score: 0.82300
hiring_manager: edent; similarity_score: 0.82300
hiring_manager: reubendoetsch; similarity_score: 0.81578
hiring_manager: milewska; similarity_score: 0.80869
hiring_manager: g06; similarity_score: 0.80869
hiring_manager: doxcf434; similarity_score: 0.80171
hiring_manager: lesleyann25; similarity_score: 0.80171
hiring_manager: pouloum78; similarity_score: 0.80171
hiring_manager: ericbogs; similarity_score: 0.79486
hiring_manager: spot; similarity_score: 0.79486
hiring_manager: roybarberuk; similarity_score: 0.78812
hiring_manager: yavery; similarity_score: 0.78150
hiring_manager: darrennix; similarity_score: 0.78150
hiring_manager: k1w1; similarity_score: 0.75608
hiring_manager: feverishaaron; similarity_score: 0.75608
hiring_manager: finnh; similarity_score: 0.73809
hiring_manager: edziubudzik; similarity_score: 0.72655
hiring_manager: burnout1540; similarity_score: 0.72655
hiring_manager: amac; similarity_score: 0.72655
hiring_manager: imdane; similarity_score: 0.72092
hiring_manager: lbo; similarity_score: 0.70991
hiring_manager: kefeizhou; similarity_score: 0.70453
hiring_manager: pwman; similarity_score: 0.69924
hiring_manager: jack7890; similarity_score: 0.69402
hiring_manager: frb; similarity_score: 0.69402
hiring_manager: pohungc; similarity_score: 0.69402
hiring_manager: 7parkdata; similarity_score: 0.68381
hiring_manager: murtza; similarity_score: 0.68381
hiring_manager: marybheine; similarity_score: 0.67390
hiring_manager: runcougar; similarity_score: 0.66906
hiring_manager: american_hawk; similarity_score: 0.66905
hiring_manager: rfergie; similarity_score: 0.66905
hiring_manager: DustinCalim; similarity_score: 0.66428
hiring_manager: realdlee; similarity_score: 0.66427
hiring_manager: statictype; similarity_score: 0.65957
hiring_manager: yegg; similarity_score: 0.65957
hiring_manager: damon_c; similarity_score: 0.65956
hiring_manager: samingrassia; similarity_score: 0.65492
hiring_manager: chrisdl; similarity_score: 0.65492
hiring_manager: lsee; similarity_score: 0.64583
hiring_manager: kiyoto; similarity_score: 0.64583
hiring_manager: annalewis7; similarity_score: 0.64582
hiring_manager: Equiet; similarity_score: 0.64137
hiring_manager: kevinschumacher; similarity_score: 0.64137
hiring_manager: retrodict; similarity_score: 0.64137
hiring_manager: jsaxton86; similarity_score: 0.64137
hiring_manager: carlatqueue; similarity_score: 0.64137
hiring_manager: drpancake; similarity_score: 0.63698
hiring_manager: ivanzhao; similarity_score: 0.63698
hiring_manager: andrewmb; similarity_score: 0.63698
hiring_manager: brettz; similarity_score: 0.63264
hiring_manager: mmelin; similarity_score: 0.62837
hiring_manager: eric_romo; similarity_score: 0.62836
hiring_manager: paradox95; similarity_score: 0.62415
hiring_manager: rrpadhy; similarity_score: 0.62415
hiring_manager: uwemaurer; similarity_score: 0.61589
hiring_manager: encore2097; similarity_score: 0.61588
hiring_manager: artursapek; similarity_score: 0.61588
hiring_manager: mattnguyen; similarity_score: 0.61588
hiring_manager: jszumski; similarity_score: 0.61588
hiring_manager: vaughnd; similarity_score: 0.61183
hiring_manager: spooneybarger; similarity_score: 0.61183
hiring_manager: wattenberger; similarity_score: 0.60783
hiring_manager: JuliaLam; similarity_score: 0.60783
hiring_manager: yonibaciu1; similarity_score: 0.60783
hiring_manager: robg; similarity_score: 0.60389
hiring_manager: cjbarber; similarity_score: 0.59235
hiring_manager: rasengan; similarity_score: 0.59235
hiring_manager: dbuxton; similarity_score: 0.59235
hiring_manager: morgante; similarity_score: 0.59234
hiring_manager: nschuett; similarity_score: 0.59234
hiring_manager: austinhallock; similarity_score: 0.58490
hiring_manager: dmritard96; similarity_score: 0.58490
hiring_manager: florianf; similarity_score: 0.58124
hiring_manager: saucelabs; similarity_score: 0.57763
hiring_manager: matlock; similarity_score: 0.57763
hiring_manager: asanwal; similarity_score: 0.57763
hiring_manager: charliejrgower; similarity_score: 0.57406
hiring_manager: timanglade; similarity_score: 0.57055
hiring_manager: fuelfive; similarity_score: 0.57054
hiring_manager: vtuulos; similarity_score: 0.56707
hiring_manager: johnnyg; similarity_score: 0.56706
hiring_manager: maramaemartin; similarity_score: 0.56706
hiring_manager: alphast0rm; similarity_score: 0.56706
hiring_manager: FUSAR_rs; similarity_score: 0.56023
hiring_manager: myom; similarity_score: 0.56023
hiring_manager: kdavari; similarity_score: 0.55688
hiring_manager: cynusx; similarity_score: 0.55356
hiring_manager: wdewind; similarity_score: 0.55356
hiring_manager: edawerd; similarity_score: 0.55356
hiring_manager: alexk; similarity_score: 0.55356
hiring_manager: rdeshpande; similarity_score: 0.55029
hiring_manager: Mynar; similarity_score: 0.55029
hiring_manager: ben336; similarity_score: 0.55029
hiring_manager: davidw; similarity_score: 0.55028
hiring_manager: Renat; similarity_score: 0.55028
hiring_manager: baran; similarity_score: 0.54705
hiring_manager: dangoldin; similarity_score: 0.54385
hiring_manager: espinchi; similarity_score: 0.54385
hiring_manager: peter_mcrae; similarity_score: 0.54069
hiring_manager: choult; similarity_score: 0.54069
hiring_manager: kamalesh_v; similarity_score: 0.54068
hiring_manager: salar; similarity_score: 0.53757
hiring_manager: mrw34; similarity_score: 0.53757
hiring_manager: jjnvdm; similarity_score: 0.53756
hiring_manager: Symbol; similarity_score: 0.53447
