hiring_manager: vseloved; similarity_score: 0.95237
hiring_manager: chad_strategic; similarity_score: 0.90908
hiring_manager: owainlewis; similarity_score: 0.81632
hiring_manager: razvvan; similarity_score: 0.79999
hiring_manager: redesignibm; similarity_score: 0.74073
hiring_manager: omarforgotpwd; similarity_score: 0.71428
hiring_manager: bnr; similarity_score: 0.70174
hiring_manager: andy; similarity_score: 0.66665
hiring_manager: ononoma; similarity_score: 0.64515
hiring_manager: lowglow; similarity_score: 0.64515
hiring_manager: yurisagalov; similarity_score: 0.63491
hiring_manager: CurtHagenlocher; similarity_score: 0.59701
hiring_manager: dblock; similarity_score: 0.55555
hiring_manager: lgsilver; similarity_score: 0.54794
hiring_manager: hungryblank; similarity_score: 0.54793
hiring_manager: gshahlot; similarity_score: 0.54054
hiring_manager: nicholaides; similarity_score: 0.54053
hiring_manager: acudmore; similarity_score: 0.54053
hiring_manager: tortillasauce; similarity_score: 0.53332
hiring_manager: merinid; similarity_score: 0.52630
hiring_manager: mjhea0; similarity_score: 0.51947
hiring_manager: jimmyrocks; similarity_score: 0.51282
hiring_manager: meifamous; similarity_score: 0.49999
hiring_manager: robhunter; similarity_score: 0.49999
hiring_manager: mattculbreth; similarity_score: 0.49382
hiring_manager: samg; similarity_score: 0.48780
hiring_manager: thisjody; similarity_score: 0.48780
hiring_manager: brandnewlow; similarity_score: 0.48779
hiring_manager: murtza; similarity_score: 0.47619
hiring_manager: k1w1; similarity_score: 0.47058
hiring_manager: thehar; similarity_score: 0.47058
hiring_manager: odiroot; similarity_score: 0.47058
hiring_manager: khaki54; similarity_score: 0.45976
hiring_manager: ehartsuyker; similarity_score: 0.45976
hiring_manager: jack7890; similarity_score: 0.45454
hiring_manager: jevans; similarity_score: 0.45453
hiring_manager: tomblomfield; similarity_score: 0.44444
hiring_manager: nathanh; similarity_score: 0.44443
hiring_manager: jauntvr_amy; similarity_score: 0.43955
hiring_manager: nerdz; similarity_score: 0.43955
hiring_manager: DustinCalim; similarity_score: 0.43478
hiring_manager: 7parkdata; similarity_score: 0.43009
hiring_manager: macrosak; similarity_score: 0.42552
hiring_manager: gavanwilhite; similarity_score: 0.42105
hiring_manager: Tarang; similarity_score: 0.41665
hiring_manager: AndroidJedi; similarity_score: 0.40815
hiring_manager: ptlkitccat; similarity_score: 0.40815
hiring_manager: pierreant_p; similarity_score: 0.40403
hiring_manager: samingrassia; similarity_score: 0.40403
hiring_manager: mazzarello; similarity_score: 0.40403
hiring_manager: mazerj; similarity_score: 0.40403
hiring_manager: martidumas; similarity_score: 0.40403
hiring_manager: chrisdl; similarity_score: 0.39999
hiring_manager: qwerpoiuty; similarity_score: 0.39603
hiring_manager: scanr; similarity_score: 0.39215
hiring_manager: vimeojobs; similarity_score: 0.39214
hiring_manager: kevinmchugh; similarity_score: 0.38834
hiring_manager: margiexu; similarity_score: 0.38461
hiring_manager: yegg; similarity_score: 0.38094
hiring_manager: logotype; similarity_score: 0.38094
hiring_manager: martinlanden; similarity_score: 0.37735
hiring_manager: peawee; similarity_score: 0.37735
hiring_manager: nahidalam; similarity_score: 0.37734
hiring_manager: robertpohl; similarity_score: 0.37382
hiring_manager: frb; similarity_score: 0.37036
hiring_manager: westi; similarity_score: 0.37036
hiring_manager: lamplightr; similarity_score: 0.37036
hiring_manager: lennies; similarity_score: 0.36696
hiring_manager: QTtech; similarity_score: 0.36696
hiring_manager: saucelabs; similarity_score: 0.36363
hiring_manager: kenrose; similarity_score: 0.36363
hiring_manager: hazzadous; similarity_score: 0.36362
hiring_manager: feverishaaron; similarity_score: 0.36035
hiring_manager: jconnolly; similarity_score: 0.36035
hiring_manager: workmarket; similarity_score: 0.36035
hiring_manager: kiyoto; similarity_score: 0.36035
hiring_manager: a5huynh; similarity_score: 0.35714
hiring_manager: austinhallock; similarity_score: 0.35713
hiring_manager: arthurgibson; similarity_score: 0.35713
hiring_manager: jscalisi; similarity_score: 0.35713
hiring_manager: scidev; similarity_score: 0.35713
hiring_manager: andrewlin; similarity_score: 0.35398
hiring_manager: johnballjibe; similarity_score: 0.35397
hiring_manager: morgante; similarity_score: 0.35087
hiring_manager: demac; similarity_score: 0.35086
hiring_manager: joekur; similarity_score: 0.34781
hiring_manager: pzearfoss; similarity_score: 0.34781
hiring_manager: ryan_f; similarity_score: 0.34482
hiring_manager: cpenner461; similarity_score: 0.34188
hiring_manager: Rodi; similarity_score: 0.34187
hiring_manager: transitorykris; similarity_score: 0.34187
hiring_manager: pkrein; similarity_score: 0.33898
hiring_manager: allbombs; similarity_score: 0.33897
hiring_manager: dmritard96; similarity_score: 0.33613
hiring_manager: jasoncartwright; similarity_score: 0.33612
hiring_manager: drc37; similarity_score: 0.33332
hiring_manager: wittedhaddock; similarity_score: 0.33057
hiring_manager: USNetizen; similarity_score: 0.33057
hiring_manager: adamalix; similarity_score: 0.32786
hiring_manager: joe_fro; similarity_score: 0.32785
hiring_manager: salar; similarity_score: 0.32520
hiring_manager: ben-deskpro; similarity_score: 0.32519
hiring_manager: drp; similarity_score: 0.32257
hiring_manager: robg; similarity_score: 0.32257
hiring_manager: sadadar; similarity_score: 0.31999
hiring_manager: wadenick; similarity_score: 0.31745
hiring_manager: mrw34; similarity_score: 0.31745
hiring_manager: ben336; similarity_score: 0.31745
hiring_manager: kdavari; similarity_score: 0.31745
hiring_manager: chris_raptr; similarity_score: 0.31495
hiring_manager: tristanz; similarity_score: 0.31495
hiring_manager: hmpc; similarity_score: 0.31495
hiring_manager: erichurkman; similarity_score: 0.30768
hiring_manager: trentellingsen; similarity_score: 0.30768
hiring_manager: jsnook; similarity_score: 0.30074
hiring_manager: geori; similarity_score: 0.30074
hiring_manager: ebildsten; similarity_score: 0.30074
hiring_manager: Renat; similarity_score: 0.29849
hiring_manager: RaizlabsTalent; similarity_score: 0.29629
hiring_manager: tylersakats; similarity_score: 0.29411
hiring_manager: pallinder; similarity_score: 0.29411
hiring_manager: StefanBill; similarity_score: 0.29411
hiring_manager: madjack74; similarity_score: 0.29197
hiring_manager: calpaterson; similarity_score: 0.29197
hiring_manager: machinezone; similarity_score: 0.29196
hiring_manager: marybheine; similarity_score: 0.28984
hiring_manager: PhantomPhreak; similarity_score: 0.28776
hiring_manager: samirez; similarity_score: 0.28776
hiring_manager: zacharypinter; similarity_score: 0.28571
hiring_manager: bladedawg; similarity_score: 0.28368
hiring_manager: rememberlenny; similarity_score: 0.28368
hiring_manager: SendGrid; similarity_score: 0.28168
hiring_manager: bacheson1293; similarity_score: 0.28168
hiring_manager: gshx; similarity_score: 0.28168
hiring_manager: egillie; similarity_score: 0.28168
hiring_manager: davidknezevic; similarity_score: 0.27971
hiring_manager: THSK; similarity_score: 0.27397
hiring_manager: tyoung; similarity_score: 0.27396
hiring_manager: ssk2; similarity_score: 0.27396
hiring_manager: jonhearty; similarity_score: 0.27396
hiring_manager: mac14; similarity_score: 0.27396
hiring_manager: sam; similarity_score: 0.27396
hiring_manager: agazso; similarity_score: 0.27210
hiring_manager: gsiener; similarity_score: 0.27209
hiring_manager: raxnet; similarity_score: 0.27209
hiring_manager: pashabitz; similarity_score: 0.26665
hiring_manager: BornInTheUSSR; similarity_score: 0.26490
hiring_manager: chrisconley; similarity_score: 0.26490
hiring_manager: malyk; similarity_score: 0.26489
hiring_manager: meaydinli; similarity_score: 0.26489
hiring_manager: asolove; similarity_score: 0.26143
hiring_manager: rskinner; similarity_score: 0.26143
hiring_manager: escherize; similarity_score: 0.25973
hiring_manager: Theranos; similarity_score: 0.25973
hiring_manager: swilson7; similarity_score: 0.25973
hiring_manager: FreshPuzzles; similarity_score: 0.25973
hiring_manager: mariusz331; similarity_score: 0.25973
hiring_manager: TEVO_throwaway; similarity_score: 0.25640
hiring_manager: cj; similarity_score: 0.25640
hiring_manager: temuze; similarity_score: 0.25477
hiring_manager: knowtheory; similarity_score: 0.25476
hiring_manager: doctoboggan; similarity_score: 0.25476
hiring_manager: DenisM; similarity_score: 0.25316
hiring_manager: sinak; similarity_score: 0.25315
hiring_manager: Jobsatgraze; similarity_score: 0.25315
hiring_manager: squirrel; similarity_score: 0.25157
hiring_manager: jtoberon; similarity_score: 0.25156
hiring_manager: hywel; similarity_score: 0.25156
hiring_manager: Sarean; similarity_score: 0.24999
hiring_manager: jamieiles; similarity_score: 0.24999
hiring_manager: olivercameron; similarity_score: 0.24999
hiring_manager: nilsbunger; similarity_score: 0.24844
hiring_manager: jdawe; similarity_score: 0.24844
hiring_manager: martian; similarity_score: 0.24844
hiring_manager: mdu; similarity_score: 0.24843
hiring_manager: lrc1717; similarity_score: 0.24691
hiring_manager: mandoescamilla; similarity_score: 0.24691
hiring_manager: masylum; similarity_score: 0.24690
hiring_manager: vinceguidry; similarity_score: 0.24690
hiring_manager: sv123; similarity_score: 0.24690
hiring_manager: kevinschumacher; similarity_score: 0.24690
hiring_manager: Peroni; similarity_score: 0.24539
hiring_manager: evaneykelen; similarity_score: 0.24539
hiring_manager: purephase; similarity_score: 0.24390
hiring_manager: wbobeirne; similarity_score: 0.24389
hiring_manager: alain_gilbert; similarity_score: 0.24389
hiring_manager: yjkogan; similarity_score: 0.24389
hiring_manager: jluan; similarity_score: 0.24242
hiring_manager: alexose; similarity_score: 0.24241
hiring_manager: adamwiggins; similarity_score: 0.24096
hiring_manager: jeffdn; similarity_score: 0.24096
hiring_manager: eugeneiiim; similarity_score: 0.24095
hiring_manager: MattfromHall; similarity_score: 0.23951
hiring_manager: twymer; similarity_score: 0.23951
hiring_manager: grigory; similarity_score: 0.23808
hiring_manager: wdewind; similarity_score: 0.23808
hiring_manager: olegp; similarity_score: 0.23668
hiring_manager: diggan; similarity_score: 0.23529
hiring_manager: uwemaurer; similarity_score: 0.23529
hiring_manager: illscience; similarity_score: 0.23529
hiring_manager: luisrudge; similarity_score: 0.23529
hiring_manager: jasoncrawford; similarity_score: 0.23528
hiring_manager: manoa; similarity_score: 0.23528
