hiring_manager: vseloved; similarity_score: 0.98843
hiring_manager: chad_strategic; similarity_score: 0.98275
hiring_manager: owainlewis; similarity_score: 0.97158
hiring_manager: razvvan; similarity_score: 0.95529
hiring_manager: redesignibm; similarity_score: 0.92934
hiring_manager: omarforgotpwd; similarity_score: 0.92934
hiring_manager: bnr; similarity_score: 0.92432
hiring_manager: andy; similarity_score: 0.92432
hiring_manager: yurisagalov; similarity_score: 0.92431
hiring_manager: lowglow; similarity_score: 0.90957
hiring_manager: ononoma; similarity_score: 0.90475
hiring_manager: CurtHagenlocher; similarity_score: 0.89528
hiring_manager: lgsilver; similarity_score: 0.88143
hiring_manager: dblock; similarity_score: 0.87691
hiring_manager: merinid; similarity_score: 0.87244
hiring_manager: hungryblank; similarity_score: 0.87244
hiring_manager: tortillasauce; similarity_score: 0.86362
hiring_manager: mjhea0; similarity_score: 0.85929
hiring_manager: gshahlot; similarity_score: 0.85928
hiring_manager: acudmore; similarity_score: 0.85074
hiring_manager: meifamous; similarity_score: 0.85074
hiring_manager: mattculbreth; similarity_score: 0.85073
hiring_manager: k1w1; similarity_score: 0.84653
hiring_manager: nicholaides; similarity_score: 0.84652
hiring_manager: robhunter; similarity_score: 0.84236
hiring_manager: odiroot; similarity_score: 0.84236
hiring_manager: jimmyrocks; similarity_score: 0.83823
hiring_manager: jack7890; similarity_score: 0.83414
hiring_manager: murtza; similarity_score: 0.83414
hiring_manager: thisjody; similarity_score: 0.83413
hiring_manager: samg; similarity_score: 0.83009
hiring_manager: thehar; similarity_score: 0.83008
hiring_manager: ehartsuyker; similarity_score: 0.82608
hiring_manager: brandnewlow; similarity_score: 0.82211
hiring_manager: khaki54; similarity_score: 0.81817
hiring_manager: nathanh; similarity_score: 0.81817
hiring_manager: gavanwilhite; similarity_score: 0.81042
hiring_manager: jauntvr_amy; similarity_score: 0.81042
hiring_manager: nerdz; similarity_score: 0.80660
hiring_manager: DustinCalim; similarity_score: 0.80659
hiring_manager: tomblomfield; similarity_score: 0.80659
hiring_manager: jevans; similarity_score: 0.80659
hiring_manager: macrosak; similarity_score: 0.79906
hiring_manager: chrisdl; similarity_score: 0.79906
hiring_manager: AndroidJedi; similarity_score: 0.79534
hiring_manager: Tarang; similarity_score: 0.79534
hiring_manager: scanr; similarity_score: 0.79166
hiring_manager: samingrassia; similarity_score: 0.79166
hiring_manager: mazzarello; similarity_score: 0.78801
hiring_manager: 7parkdata; similarity_score: 0.78801
hiring_manager: pierreant_p; similarity_score: 0.78439
hiring_manager: martidumas; similarity_score: 0.78439
hiring_manager: mazerj; similarity_score: 0.77726
hiring_manager: logotype; similarity_score: 0.77726
hiring_manager: QTtech; similarity_score: 0.77375
hiring_manager: yegg; similarity_score: 0.77375
hiring_manager: ptlkitccat; similarity_score: 0.77374
hiring_manager: vimeojobs; similarity_score: 0.77374
hiring_manager: westi; similarity_score: 0.77026
hiring_manager: qwerpoiuty; similarity_score: 0.76681
hiring_manager: frb; similarity_score: 0.76681
hiring_manager: kevinmchugh; similarity_score: 0.76680
hiring_manager: robertpohl; similarity_score: 0.76339
hiring_manager: lennies; similarity_score: 0.76338
hiring_manager: arthurgibson; similarity_score: 0.76338
hiring_manager: margiexu; similarity_score: 0.75999
hiring_manager: hazzadous; similarity_score: 0.75663
hiring_manager: peawee; similarity_score: 0.75663
hiring_manager: feverishaaron; similarity_score: 0.75663
hiring_manager: lamplightr; similarity_score: 0.75330
hiring_manager: martinlanden; similarity_score: 0.75329
hiring_manager: jconnolly; similarity_score: 0.74999
hiring_manager: kiyoto; similarity_score: 0.74999
hiring_manager: nahidalam; similarity_score: 0.74671
hiring_manager: ryan_f; similarity_score: 0.74671
hiring_manager: austinhallock; similarity_score: 0.74671
hiring_manager: drc37; similarity_score: 0.74025
hiring_manager: kenrose; similarity_score: 0.74025
hiring_manager: demac; similarity_score: 0.74025
hiring_manager: workmarket; similarity_score: 0.74025
hiring_manager: allbombs; similarity_score: 0.74025
hiring_manager: joekur; similarity_score: 0.73706
hiring_manager: andrewlin; similarity_score: 0.73705
hiring_manager: morgante; similarity_score: 0.73390
hiring_manager: jscalisi; similarity_score: 0.73389
hiring_manager: johnballjibe; similarity_score: 0.73389
hiring_manager: cpenner461; similarity_score: 0.73076
hiring_manager: a5huynh; similarity_score: 0.73076
hiring_manager: transitorykris; similarity_score: 0.73076
hiring_manager: joe_fro; similarity_score: 0.73075
hiring_manager: adamalix; similarity_score: 0.72765
hiring_manager: sadadar; similarity_score: 0.72457
hiring_manager: scidev; similarity_score: 0.72457
hiring_manager: pkrein; similarity_score: 0.72151
hiring_manager: ben-deskpro; similarity_score: 0.72151
hiring_manager: Rodi; similarity_score: 0.72151
hiring_manager: chris_raptr; similarity_score: 0.72151
hiring_manager: dmritard96; similarity_score: 0.72151
hiring_manager: USNetizen; similarity_score: 0.72150
hiring_manager: wittedhaddock; similarity_score: 0.71848
hiring_manager: saucelabs; similarity_score: 0.71848
hiring_manager: pzearfoss; similarity_score: 0.71848
hiring_manager: mrw34; similarity_score: 0.71547
hiring_manager: wadenick; similarity_score: 0.71249
hiring_manager: tristanz; similarity_score: 0.70954
hiring_manager: salar; similarity_score: 0.70660
hiring_manager: kdavari; similarity_score: 0.70370
hiring_manager: jasoncartwright; similarity_score: 0.70369
hiring_manager: drp; similarity_score: 0.70081
hiring_manager: hmpc; similarity_score: 0.70081
hiring_manager: trentellingsen; similarity_score: 0.70081
hiring_manager: marybheine; similarity_score: 0.70081
hiring_manager: jsnook; similarity_score: 0.69795
hiring_manager: robg; similarity_score: 0.69511
hiring_manager: ben336; similarity_score: 0.69230
hiring_manager: tylersakats; similarity_score: 0.69230
hiring_manager: machinezone; similarity_score: 0.68951
hiring_manager: geori; similarity_score: 0.68951
hiring_manager: madjack74; similarity_score: 0.68399
