hiring_manager: vseloved; similarity_score: 0.98245
hiring_manager: chad_strategic; similarity_score: 0.97391
hiring_manager: owainlewis; similarity_score: 0.95725
hiring_manager: razvvan; similarity_score: 0.92561
hiring_manager: omarforgotpwd; similarity_score: 0.91056
hiring_manager: bnr; similarity_score: 0.88888
hiring_manager: redesignibm; similarity_score: 0.88888
hiring_manager: andy; similarity_score: 0.87499
hiring_manager: ononoma; similarity_score: 0.86821
hiring_manager: yurisagalov; similarity_score: 0.85495
hiring_manager: lowglow; similarity_score: 0.84210
hiring_manager: CurtHagenlocher; similarity_score: 0.83581
hiring_manager: lgsilver; similarity_score: 0.81159
hiring_manager: tortillasauce; similarity_score: 0.81158
hiring_manager: nicholaides; similarity_score: 0.81158
hiring_manager: gshahlot; similarity_score: 0.79999
hiring_manager: hungryblank; similarity_score: 0.79999
hiring_manager: mjhea0; similarity_score: 0.79432
hiring_manager: mattculbreth; similarity_score: 0.78873
hiring_manager: jimmyrocks; similarity_score: 0.78872
hiring_manager: merinid; similarity_score: 0.78872
hiring_manager: dblock; similarity_score: 0.78321
hiring_manager: acudmore; similarity_score: 0.77777
hiring_manager: k1w1; similarity_score: 0.77241
hiring_manager: meifamous; similarity_score: 0.77240
hiring_manager: thisjody; similarity_score: 0.76711
hiring_manager: jevans; similarity_score: 0.76711
hiring_manager: robhunter; similarity_score: 0.76711
hiring_manager: khaki54; similarity_score: 0.74666
hiring_manager: brandnewlow; similarity_score: 0.74666
hiring_manager: odiroot; similarity_score: 0.74666
hiring_manager: DustinCalim; similarity_score: 0.74172
hiring_manager: thehar; similarity_score: 0.74171
hiring_manager: samg; similarity_score: 0.74171
hiring_manager: ehartsuyker; similarity_score: 0.73683
hiring_manager: tomblomfield; similarity_score: 0.73683
hiring_manager: murtza; similarity_score: 0.73202
hiring_manager: nerdz; similarity_score: 0.73201
hiring_manager: jack7890; similarity_score: 0.72727
hiring_manager: jauntvr_amy; similarity_score: 0.72257
hiring_manager: nathanh; similarity_score: 0.72257
hiring_manager: chrisdl; similarity_score: 0.71337
hiring_manager: 7parkdata; similarity_score: 0.71337
hiring_manager: Tarang; similarity_score: 0.71337
hiring_manager: macrosak; similarity_score: 0.71336
hiring_manager: gavanwilhite; similarity_score: 0.70885
hiring_manager: pierreant_p; similarity_score: 0.70885
hiring_manager: samingrassia; similarity_score: 0.69999
hiring_manager: martidumas; similarity_score: 0.69564
hiring_manager: AndroidJedi; similarity_score: 0.69564
hiring_manager: scanr; similarity_score: 0.68711
hiring_manager: mazzarello; similarity_score: 0.68291
hiring_manager: ptlkitccat; similarity_score: 0.68291
hiring_manager: logotype; similarity_score: 0.67878
hiring_manager: QTtech; similarity_score: 0.67878
hiring_manager: frb; similarity_score: 0.67469
hiring_manager: mazerj; similarity_score: 0.67469
hiring_manager: kevinmchugh; similarity_score: 0.67469
hiring_manager: westi; similarity_score: 0.67469
hiring_manager: robertpohl; similarity_score: 0.67469
hiring_manager: peawee; similarity_score: 0.67065
hiring_manager: yegg; similarity_score: 0.67065
hiring_manager: kiyoto; similarity_score: 0.67064
hiring_manager: qwerpoiuty; similarity_score: 0.66665
hiring_manager: vimeojobs; similarity_score: 0.66271
hiring_manager: martinlanden; similarity_score: 0.65881
hiring_manager: jconnolly; similarity_score: 0.65497
hiring_manager: lennies; similarity_score: 0.65496
hiring_manager: ryan_f; similarity_score: 0.65496
hiring_manager: lamplightr; similarity_score: 0.65496
hiring_manager: hazzadous; similarity_score: 0.65496
hiring_manager: margiexu; similarity_score: 0.65115
hiring_manager: nahidalam; similarity_score: 0.65115
hiring_manager: allbombs; similarity_score: 0.65115
hiring_manager: kenrose; similarity_score: 0.64739
hiring_manager: feverishaaron; similarity_score: 0.64739
hiring_manager: arthurgibson; similarity_score: 0.64739
hiring_manager: scidev; similarity_score: 0.64738
hiring_manager: morgante; similarity_score: 0.64367
hiring_manager: austinhallock; similarity_score: 0.64367
hiring_manager: drc37; similarity_score: 0.64366
hiring_manager: saucelabs; similarity_score: 0.64366
hiring_manager: pzearfoss; similarity_score: 0.63999
hiring_manager: joekur; similarity_score: 0.63999
hiring_manager: pkrein; similarity_score: 0.63999
hiring_manager: andrewlin; similarity_score: 0.63636
hiring_manager: a5huynh; similarity_score: 0.63635
hiring_manager: workmarket; similarity_score: 0.63276
hiring_manager: demac; similarity_score: 0.63276
hiring_manager: adamalix; similarity_score: 0.63276
hiring_manager: Rodi; similarity_score: 0.63275
hiring_manager: johnballjibe; similarity_score: 0.62921
hiring_manager: jscalisi; similarity_score: 0.62920
hiring_manager: USNetizen; similarity_score: 0.62569
hiring_manager: dmritard96; similarity_score: 0.62221
hiring_manager: transitorykris; similarity_score: 0.62221
hiring_manager: chris_raptr; similarity_score: 0.61538
hiring_manager: joe_fro; similarity_score: 0.61538
hiring_manager: drp; similarity_score: 0.61538
hiring_manager: ben-deskpro; similarity_score: 0.61537
hiring_manager: tristanz; similarity_score: 0.61537
hiring_manager: sadadar; similarity_score: 0.61537
