hiring_manager: vseloved; similarity_score: 0.95743
hiring_manager: chad_strategic; similarity_score: 0.93749
hiring_manager: razvvan; similarity_score: 0.84905
hiring_manager: owainlewis; similarity_score: 0.81817
hiring_manager: omarforgotpwd; similarity_score: 0.76270
hiring_manager: redesignibm; similarity_score: 0.76270
hiring_manager: bnr; similarity_score: 0.76270
hiring_manager: ononoma; similarity_score: 0.73770
hiring_manager: andy; similarity_score: 0.71428
hiring_manager: yurisagalov; similarity_score: 0.69230
hiring_manager: CurtHagenlocher; similarity_score: 0.67164
hiring_manager: lowglow; similarity_score: 0.67163
hiring_manager: lgsilver; similarity_score: 0.63379
hiring_manager: gshahlot; similarity_score: 0.61643
hiring_manager: tortillasauce; similarity_score: 0.60810
hiring_manager: merinid; similarity_score: 0.60810
hiring_manager: mattculbreth; similarity_score: 0.59999
hiring_manager: hungryblank; similarity_score: 0.59999
hiring_manager: dblock; similarity_score: 0.59999
hiring_manager: meifamous; similarity_score: 0.59210
hiring_manager: acudmore; similarity_score: 0.58441
hiring_manager: jimmyrocks; similarity_score: 0.58441
hiring_manager: mjhea0; similarity_score: 0.58440
hiring_manager: nicholaides; similarity_score: 0.57692
hiring_manager: robhunter; similarity_score: 0.57691
hiring_manager: thisjody; similarity_score: 0.54877
hiring_manager: odiroot; similarity_score: 0.54877
hiring_manager: samg; similarity_score: 0.54216
hiring_manager: k1w1; similarity_score: 0.53571
hiring_manager: thehar; similarity_score: 0.53570
hiring_manager: brandnewlow; similarity_score: 0.52941
hiring_manager: jack7890; similarity_score: 0.52940
hiring_manager: murtza; similarity_score: 0.51723
hiring_manager: ehartsuyker; similarity_score: 0.51723
hiring_manager: khaki54; similarity_score: 0.51135
hiring_manager: tomblomfield; similarity_score: 0.51135
hiring_manager: jevans; similarity_score: 0.51135
hiring_manager: nerdz; similarity_score: 0.50561
hiring_manager: DustinCalim; similarity_score: 0.50560
hiring_manager: nathanh; similarity_score: 0.49999
hiring_manager: jauntvr_amy; similarity_score: 0.49999
hiring_manager: gavanwilhite; similarity_score: 0.48912
hiring_manager: macrosak; similarity_score: 0.48386
