hiring_manager: vseloved; similarity_score: 0.94871
hiring_manager: chad_strategic; similarity_score: 0.92499
hiring_manager: razvvan; similarity_score: 0.80433
hiring_manager: owainlewis; similarity_score: 0.78723
hiring_manager: omarforgotpwd; similarity_score: 0.73999
hiring_manager: redesignibm; similarity_score: 0.71153
hiring_manager: bnr; similarity_score: 0.71152
hiring_manager: andy; similarity_score: 0.67272
hiring_manager: ononoma; similarity_score: 0.63793
hiring_manager: lowglow; similarity_score: 0.62711
hiring_manager: yurisagalov; similarity_score: 0.62711
hiring_manager: CurtHagenlocher; similarity_score: 0.60655
hiring_manager: lgsilver; similarity_score: 0.57812
hiring_manager: dblock; similarity_score: 0.55223
hiring_manager: nicholaides; similarity_score: 0.54410
hiring_manager: hungryblank; similarity_score: 0.54410
hiring_manager: tortillasauce; similarity_score: 0.52112
hiring_manager: merinid; similarity_score: 0.52112
hiring_manager: jimmyrocks; similarity_score: 0.52112
hiring_manager: acudmore; similarity_score: 0.52112
hiring_manager: gshahlot; similarity_score: 0.52112
hiring_manager: mjhea0; similarity_score: 0.51388
hiring_manager: mattculbreth; similarity_score: 0.49999
hiring_manager: meifamous; similarity_score: 0.49999
hiring_manager: thisjody; similarity_score: 0.49999
hiring_manager: robhunter; similarity_score: 0.49332
hiring_manager: samg; similarity_score: 0.47435
hiring_manager: khaki54; similarity_score: 0.47435
hiring_manager: brandnewlow; similarity_score: 0.47435
hiring_manager: odiroot; similarity_score: 0.46249
hiring_manager: thehar; similarity_score: 0.46249
hiring_manager: k1w1; similarity_score: 0.46249
hiring_manager: murtza; similarity_score: 0.46249
hiring_manager: ehartsuyker; similarity_score: 0.45678
hiring_manager: jevans; similarity_score: 0.45121
hiring_manager: jack7890; similarity_score: 0.45121
hiring_manager: nathanh; similarity_score: 0.44046
hiring_manager: tomblomfield; similarity_score: 0.43529
hiring_manager: nerdz; similarity_score: 0.43022
hiring_manager: DustinCalim; similarity_score: 0.43022
hiring_manager: jauntvr_amy; similarity_score: 0.42045
hiring_manager: macrosak; similarity_score: 0.42044
hiring_manager: gavanwilhite; similarity_score: 0.41572
hiring_manager: 7parkdata; similarity_score: 0.41572
hiring_manager: AndroidJedi; similarity_score: 0.41110
hiring_manager: pierreant_p; similarity_score: 0.40659
hiring_manager: Tarang; similarity_score: 0.40216
hiring_manager: samingrassia; similarity_score: 0.39784
hiring_manager: martidumas; similarity_score: 0.39784
hiring_manager: chrisdl; similarity_score: 0.39361
hiring_manager: mazerj; similarity_score: 0.39361
hiring_manager: mazzarello; similarity_score: 0.39361
hiring_manager: scanr; similarity_score: 0.39360
hiring_manager: qwerpoiuty; similarity_score: 0.38541
hiring_manager: kevinmchugh; similarity_score: 0.38143
hiring_manager: ptlkitccat; similarity_score: 0.38143
hiring_manager: vimeojobs; similarity_score: 0.37754
hiring_manager: yegg; similarity_score: 0.37754
hiring_manager: logotype; similarity_score: 0.37754
hiring_manager: arthurgibson; similarity_score: 0.36999
hiring_manager: peawee; similarity_score: 0.36999
hiring_manager: westi; similarity_score: 0.36999
hiring_manager: QTtech; similarity_score: 0.36633
hiring_manager: frb; similarity_score: 0.36632
hiring_manager: kiyoto; similarity_score: 0.36274
hiring_manager: lamplightr; similarity_score: 0.36274
hiring_manager: margiexu; similarity_score: 0.36273
hiring_manager: robertpohl; similarity_score: 0.36273
hiring_manager: nahidalam; similarity_score: 0.35922
hiring_manager: martinlanden; similarity_score: 0.35921
hiring_manager: workmarket; similarity_score: 0.35576
hiring_manager: hazzadous; similarity_score: 0.35576
hiring_manager: lennies; similarity_score: 0.35575
hiring_manager: jconnolly; similarity_score: 0.35238
hiring_manager: kenrose; similarity_score: 0.35238
hiring_manager: jscalisi; similarity_score: 0.34905
hiring_manager: morgante; similarity_score: 0.34904
hiring_manager: austinhallock; similarity_score: 0.34579
hiring_manager: scidev; similarity_score: 0.34579
hiring_manager: johnballjibe; similarity_score: 0.34579
hiring_manager: feverishaaron; similarity_score: 0.34578
hiring_manager: a5huynh; similarity_score: 0.34578
hiring_manager: saucelabs; similarity_score: 0.34578
hiring_manager: demac; similarity_score: 0.34258
hiring_manager: andrewlin; similarity_score: 0.34258
hiring_manager: ryan_f; similarity_score: 0.33636
hiring_manager: joekur; similarity_score: 0.33635
hiring_manager: drc37; similarity_score: 0.33332
hiring_manager: allbombs; similarity_score: 0.33332
hiring_manager: pzearfoss; similarity_score: 0.33332
hiring_manager: transitorykris; similarity_score: 0.33035
hiring_manager: Rodi; similarity_score: 0.33035
hiring_manager: cpenner461; similarity_score: 0.33035
hiring_manager: pkrein; similarity_score: 0.33035
hiring_manager: USNetizen; similarity_score: 0.32743
hiring_manager: jasoncartwright; similarity_score: 0.32742
hiring_manager: adamalix; similarity_score: 0.32455
hiring_manager: wittedhaddock; similarity_score: 0.32455
hiring_manager: joe_fro; similarity_score: 0.32173
hiring_manager: ben-deskpro; similarity_score: 0.32173
hiring_manager: drp; similarity_score: 0.31623
hiring_manager: sadadar; similarity_score: 0.31355
hiring_manager: chris_raptr; similarity_score: 0.31355
hiring_manager: dmritard96; similarity_score: 0.31354
hiring_manager: robg; similarity_score: 0.31091
hiring_manager: salar; similarity_score: 0.30832
hiring_manager: tristanz; similarity_score: 0.30832
hiring_manager: mrw34; similarity_score: 0.30578
hiring_manager: hmpc; similarity_score: 0.30577
hiring_manager: kdavari; similarity_score: 0.30327
hiring_manager: wadenick; similarity_score: 0.30327
hiring_manager: ben336; similarity_score: 0.30080
hiring_manager: trentellingsen; similarity_score: 0.29837
hiring_manager: erichurkman; similarity_score: 0.29599
hiring_manager: geori; similarity_score: 0.29365
hiring_manager: jsnook; similarity_score: 0.29364
hiring_manager: Renat; similarity_score: 0.29133
hiring_manager: RaizlabsTalent; similarity_score: 0.29133
hiring_manager: madjack74; similarity_score: 0.29133
hiring_manager: StefanBill; similarity_score: 0.29132
hiring_manager: ebildsten; similarity_score: 0.28681
hiring_manager: machinezone; similarity_score: 0.28461
hiring_manager: tylersakats; similarity_score: 0.28461
hiring_manager: calpaterson; similarity_score: 0.28460
hiring_manager: PhantomPhreak; similarity_score: 0.28244
hiring_manager: pallinder; similarity_score: 0.28244
hiring_manager: SendGrid; similarity_score: 0.28030
hiring_manager: samirez; similarity_score: 0.28029
hiring_manager: marybheine; similarity_score: 0.27818
hiring_manager: zacharypinter; similarity_score: 0.27611
hiring_manager: bladedawg; similarity_score: 0.27205
hiring_manager: gshx; similarity_score: 0.27205
hiring_manager: bacheson1293; similarity_score: 0.27205
hiring_manager: egillie; similarity_score: 0.27205
hiring_manager: rememberlenny; similarity_score: 0.27204
hiring_manager: THSK; similarity_score: 0.26618
hiring_manager: davidknezevic; similarity_score: 0.26618
hiring_manager: agazso; similarity_score: 0.26617
hiring_manager: raxnet; similarity_score: 0.26241
hiring_manager: tyoung; similarity_score: 0.26240
hiring_manager: ssk2; similarity_score: 0.26240
hiring_manager: jonhearty; similarity_score: 0.26240
hiring_manager: pashabitz; similarity_score: 0.26055
