hiring_manager: vseloved; similarity_score: 0.87499
hiring_manager: chad_strategic; similarity_score: 0.77777
hiring_manager: razvvan; similarity_score: 0.58332
hiring_manager: owainlewis; similarity_score: 0.58332
hiring_manager: redesignibm; similarity_score: 0.48275
hiring_manager: omarforgotpwd; similarity_score: 0.46665
hiring_manager: bnr; similarity_score: 0.45161
hiring_manager: andy; similarity_score: 0.41176
hiring_manager: ononoma; similarity_score: 0.38888
hiring_manager: yurisagalov; similarity_score: 0.36841
hiring_manager: lowglow; similarity_score: 0.35896
hiring_manager: CurtHagenlocher; similarity_score: 0.34145
hiring_manager: lgsilver; similarity_score: 0.29786
hiring_manager: dblock; similarity_score: 0.29786
hiring_manager: hungryblank; similarity_score: 0.29786
hiring_manager: acudmore; similarity_score: 0.29165
hiring_manager: nicholaides; similarity_score: 0.28570
hiring_manager: gshahlot; similarity_score: 0.27999
hiring_manager: mjhea0; similarity_score: 0.27450
hiring_manager: tortillasauce; similarity_score: 0.27450
hiring_manager: merinid; similarity_score: 0.27450
hiring_manager: jimmyrocks; similarity_score: 0.26414
hiring_manager: robhunter; similarity_score: 0.25925
hiring_manager: meifamous; similarity_score: 0.24999
hiring_manager: mattculbreth; similarity_score: 0.24999
hiring_manager: samg; similarity_score: 0.24137
hiring_manager: thisjody; similarity_score: 0.24136
hiring_manager: brandnewlow; similarity_score: 0.24136
hiring_manager: thehar; similarity_score: 0.23728
hiring_manager: murtza; similarity_score: 0.23728
hiring_manager: k1w1; similarity_score: 0.23332
hiring_manager: odiroot; similarity_score: 0.23332
hiring_manager: ehartsuyker; similarity_score: 0.22580
hiring_manager: jevans; similarity_score: 0.22221
hiring_manager: jack7890; similarity_score: 0.22221
hiring_manager: khaki54; similarity_score: 0.22221
hiring_manager: nathanh; similarity_score: 0.21874
hiring_manager: tomblomfield; similarity_score: 0.21211
hiring_manager: DustinCalim; similarity_score: 0.21211
hiring_manager: macrosak; similarity_score: 0.20894
hiring_manager: nerdz; similarity_score: 0.20588
hiring_manager: 7parkdata; similarity_score: 0.20587
hiring_manager: jauntvr_amy; similarity_score: 0.20587
hiring_manager: gavanwilhite; similarity_score: 0.20289
hiring_manager: AndroidJedi; similarity_score: 0.19717
hiring_manager: Tarang; similarity_score: 0.19444
hiring_manager: pierreant_p; similarity_score: 0.19177
hiring_manager: mazerj; similarity_score: 0.19177
hiring_manager: martidumas; similarity_score: 0.18918
hiring_manager: ptlkitccat; similarity_score: 0.18666
hiring_manager: mazzarello; similarity_score: 0.18666
hiring_manager: samingrassia; similarity_score: 0.18666
hiring_manager: scanr; similarity_score: 0.18420
hiring_manager: vimeojobs; similarity_score: 0.18420
hiring_manager: chrisdl; similarity_score: 0.18420
hiring_manager: qwerpoiuty; similarity_score: 0.18181
hiring_manager: logotype; similarity_score: 0.17721
hiring_manager: kevinmchugh; similarity_score: 0.17721
hiring_manager: yegg; similarity_score: 0.17499
hiring_manager: peawee; similarity_score: 0.17283
hiring_manager: martinlanden; similarity_score: 0.17072
hiring_manager: margiexu; similarity_score: 0.17072
hiring_manager: lamplightr; similarity_score: 0.16867
hiring_manager: frb; similarity_score: 0.16866
hiring_manager: QTtech; similarity_score: 0.16866
hiring_manager: westi; similarity_score: 0.16866
hiring_manager: robertpohl; similarity_score: 0.16666
hiring_manager: nahidalam; similarity_score: 0.16666
hiring_manager: hazzadous; similarity_score: 0.16470
hiring_manager: kiyoto; similarity_score: 0.16469
hiring_manager: lennies; similarity_score: 0.16278
hiring_manager: workmarket; similarity_score: 0.16278
hiring_manager: jconnolly; similarity_score: 0.16278
hiring_manager: arthurgibson; similarity_score: 0.16278
hiring_manager: feverishaaron; similarity_score: 0.16091
hiring_manager: scidev; similarity_score: 0.16091
hiring_manager: jscalisi; similarity_score: 0.16091
hiring_manager: andrewlin; similarity_score: 0.15908
hiring_manager: saucelabs; similarity_score: 0.15908
hiring_manager: kenrose; similarity_score: 0.15908
hiring_manager: morgante; similarity_score: 0.15730
hiring_manager: a5huynh; similarity_score: 0.15729
hiring_manager: johnballjibe; similarity_score: 0.15729
hiring_manager: austinhallock; similarity_score: 0.15729
hiring_manager: demac; similarity_score: 0.15554
hiring_manager: joekur; similarity_score: 0.15384
hiring_manager: pzearfoss; similarity_score: 0.15384
hiring_manager: cpenner461; similarity_score: 0.15217
hiring_manager: Rodi; similarity_score: 0.15217
hiring_manager: ryan_f; similarity_score: 0.15217
hiring_manager: allbombs; similarity_score: 0.15053
hiring_manager: jasoncartwright; similarity_score: 0.14736
