hiring_manager: vseloved; similarity_score: 0.95554
hiring_manager: chad_strategic; similarity_score: 0.93477
hiring_manager: owainlewis; similarity_score: 0.82691
hiring_manager: razvvan; similarity_score: 0.81131
hiring_manager: redesignibm; similarity_score: 0.75437
hiring_manager: omarforgotpwd; similarity_score: 0.74137
hiring_manager: bnr; similarity_score: 0.72880
hiring_manager: andy; similarity_score: 0.69353
hiring_manager: ononoma; similarity_score: 0.67187
hiring_manager: yurisagalov; similarity_score: 0.65150
hiring_manager: lowglow; similarity_score: 0.64178
hiring_manager: CurtHagenlocher; similarity_score: 0.63234
hiring_manager: lgsilver; similarity_score: 0.59721
hiring_manager: tortillasauce; similarity_score: 0.58903
hiring_manager: dblock; similarity_score: 0.57332
hiring_manager: hungryblank; similarity_score: 0.57332
hiring_manager: gshahlot; similarity_score: 0.57332
hiring_manager: merinid; similarity_score: 0.56578
hiring_manager: nicholaides; similarity_score: 0.56578
hiring_manager: acudmore; similarity_score: 0.56578
hiring_manager: jimmyrocks; similarity_score: 0.55843
hiring_manager: mjhea0; similarity_score: 0.55127
hiring_manager: mattculbreth; similarity_score: 0.54429
hiring_manager: robhunter; similarity_score: 0.53749
hiring_manager: meifamous; similarity_score: 0.53749
hiring_manager: thisjody; similarity_score: 0.52438
hiring_manager: odiroot; similarity_score: 0.51807
hiring_manager: thehar; similarity_score: 0.51806
hiring_manager: samg; similarity_score: 0.51189
hiring_manager: brandnewlow; similarity_score: 0.51189
hiring_manager: k1w1; similarity_score: 0.49999
hiring_manager: khaki54; similarity_score: 0.49425
hiring_manager: jevans; similarity_score: 0.49424
hiring_manager: ehartsuyker; similarity_score: 0.49424
hiring_manager: murtza; similarity_score: 0.49424
hiring_manager: jack7890; similarity_score: 0.48862
hiring_manager: nerdz; similarity_score: 0.47777
hiring_manager: tomblomfield; similarity_score: 0.47776
hiring_manager: DustinCalim; similarity_score: 0.47252
hiring_manager: nathanh; similarity_score: 0.46738
hiring_manager: jauntvr_amy; similarity_score: 0.46235
hiring_manager: gavanwilhite; similarity_score: 0.45744
hiring_manager: mazzarello; similarity_score: 0.45744
hiring_manager: Tarang; similarity_score: 0.45262
hiring_manager: 7parkdata; similarity_score: 0.45262
hiring_manager: macrosak; similarity_score: 0.45262
hiring_manager: AndroidJedi; similarity_score: 0.44329
hiring_manager: pierreant_p; similarity_score: 0.44328
hiring_manager: samingrassia; similarity_score: 0.43877
hiring_manager: scanr; similarity_score: 0.43434
hiring_manager: mazerj; similarity_score: 0.43433
hiring_manager: martidumas; similarity_score: 0.42999
hiring_manager: chrisdl; similarity_score: 0.42574
hiring_manager: kevinmchugh; similarity_score: 0.42574
hiring_manager: vimeojobs; similarity_score: 0.42573
hiring_manager: qwerpoiuty; similarity_score: 0.42156
hiring_manager: ptlkitccat; similarity_score: 0.41345
hiring_manager: yegg; similarity_score: 0.41345
hiring_manager: QTtech; similarity_score: 0.40951
hiring_manager: logotype; similarity_score: 0.40565
hiring_manager: peawee; similarity_score: 0.40565
hiring_manager: frb; similarity_score: 0.40565
hiring_manager: martinlanden; similarity_score: 0.40186
hiring_manager: margiexu; similarity_score: 0.40186
hiring_manager: westi; similarity_score: 0.40186
hiring_manager: nahidalam; similarity_score: 0.39814
hiring_manager: jconnolly; similarity_score: 0.39449
hiring_manager: lamplightr; similarity_score: 0.39448
hiring_manager: hazzadous; similarity_score: 0.39448
hiring_manager: kiyoto; similarity_score: 0.39448
hiring_manager: lennies; similarity_score: 0.39090
hiring_manager: arthurgibson; similarity_score: 0.39090
hiring_manager: robertpohl; similarity_score: 0.39090
hiring_manager: austinhallock; similarity_score: 0.38738
hiring_manager: kenrose; similarity_score: 0.38737
hiring_manager: morgante; similarity_score: 0.38392
hiring_manager: workmarket; similarity_score: 0.38392
hiring_manager: saucelabs; similarity_score: 0.38391
hiring_manager: a5huynh; similarity_score: 0.38053
hiring_manager: jscalisi; similarity_score: 0.38052
hiring_manager: feverishaaron; similarity_score: 0.38052
hiring_manager: pzearfoss; similarity_score: 0.37718
hiring_manager: ryan_f; similarity_score: 0.37718
hiring_manager: scidev; similarity_score: 0.37391
hiring_manager: andrewlin; similarity_score: 0.37390
hiring_manager: johnballjibe; similarity_score: 0.37390
hiring_manager: demac; similarity_score: 0.37390
hiring_manager: Rodi; similarity_score: 0.37390
hiring_manager: joekur; similarity_score: 0.37068
hiring_manager: cpenner461; similarity_score: 0.37068
hiring_manager: allbombs; similarity_score: 0.36752
hiring_manager: ben-deskpro; similarity_score: 0.36751
hiring_manager: jasoncartwright; similarity_score: 0.36134
hiring_manager: joe_fro; similarity_score: 0.36134
hiring_manager: pkrein; similarity_score: 0.36133
hiring_manager: drc37; similarity_score: 0.36133
hiring_manager: adamalix; similarity_score: 0.36133
hiring_manager: wittedhaddock; similarity_score: 0.35833
hiring_manager: USNetizen; similarity_score: 0.35833
hiring_manager: transitorykris; similarity_score: 0.35536
hiring_manager: salar; similarity_score: 0.34959
hiring_manager: dmritard96; similarity_score: 0.34959
hiring_manager: ben336; similarity_score: 0.34958
hiring_manager: hmpc; similarity_score: 0.34676
hiring_manager: tristanz; similarity_score: 0.34399
hiring_manager: drp; similarity_score: 0.34399
hiring_manager: robg; similarity_score: 0.34126
hiring_manager: chris_raptr; similarity_score: 0.34126
hiring_manager: mrw34; similarity_score: 0.34126
hiring_manager: sadadar; similarity_score: 0.34126
hiring_manager: kdavari; similarity_score: 0.33858
hiring_manager: wadenick; similarity_score: 0.33593
hiring_manager: jsnook; similarity_score: 0.33333
hiring_manager: geori; similarity_score: 0.33333
hiring_manager: trentellingsen; similarity_score: 0.33076
hiring_manager: erichurkman; similarity_score: 0.33075
hiring_manager: tylersakats; similarity_score: 0.32575
hiring_manager: RaizlabsTalent; similarity_score: 0.32330
hiring_manager: calpaterson; similarity_score: 0.32089
hiring_manager: Renat; similarity_score: 0.32089
hiring_manager: machinezone; similarity_score: 0.32088
hiring_manager: pallinder; similarity_score: 0.32088
hiring_manager: madjack74; similarity_score: 0.31850
hiring_manager: StefanBill; similarity_score: 0.31617
hiring_manager: ebildsten; similarity_score: 0.31386
hiring_manager: PhantomPhreak; similarity_score: 0.31386
hiring_manager: samirez; similarity_score: 0.31158
hiring_manager: bacheson1293; similarity_score: 0.31158
hiring_manager: marybheine; similarity_score: 0.30934
hiring_manager: egillie; similarity_score: 0.30714
hiring_manager: zacharypinter; similarity_score: 0.30714
hiring_manager: rememberlenny; similarity_score: 0.30495
hiring_manager: gshx; similarity_score: 0.30281
hiring_manager: THSK; similarity_score: 0.30281
hiring_manager: SendGrid; similarity_score: 0.30280
hiring_manager: davidknezevic; similarity_score: 0.30069
hiring_manager: bladedawg; similarity_score: 0.30069
hiring_manager: raxnet; similarity_score: 0.29654
hiring_manager: ssk2; similarity_score: 0.29451
hiring_manager: jonhearty; similarity_score: 0.29251
hiring_manager: agazso; similarity_score: 0.29251
hiring_manager: tyoung; similarity_score: 0.29250
