hiring_manager: vseloved; similarity_score: 0.95555
hiring_manager: chad_strategic; similarity_score: 0.93478
hiring_manager: owainlewis; similarity_score: 0.82691
hiring_manager: razvvan; similarity_score: 0.81131
hiring_manager: redesignibm; similarity_score: 0.76785
hiring_manager: omarforgotpwd; similarity_score: 0.75437
hiring_manager: bnr; similarity_score: 0.72880
hiring_manager: andy; similarity_score: 0.71666
hiring_manager: ononoma; similarity_score: 0.68253
hiring_manager: yurisagalov; similarity_score: 0.67187
hiring_manager: lowglow; similarity_score: 0.67186
hiring_manager: CurtHagenlocher; similarity_score: 0.64178
hiring_manager: lgsilver; similarity_score: 0.60563
hiring_manager: dblock; similarity_score: 0.59721
hiring_manager: mjhea0; similarity_score: 0.57332
hiring_manager: gshahlot; similarity_score: 0.57332
hiring_manager: nicholaides; similarity_score: 0.57332
hiring_manager: merinid; similarity_score: 0.57332
hiring_manager: hungryblank; similarity_score: 0.56578
hiring_manager: tortillasauce; similarity_score: 0.56578
hiring_manager: acudmore; similarity_score: 0.55843
hiring_manager: meifamous; similarity_score: 0.54429
hiring_manager: jimmyrocks; similarity_score: 0.54429
hiring_manager: mattculbreth; similarity_score: 0.53749
hiring_manager: robhunter; similarity_score: 0.53085
hiring_manager: samg; similarity_score: 0.52438
hiring_manager: ehartsuyker; similarity_score: 0.51807
hiring_manager: thisjody; similarity_score: 0.51806
hiring_manager: odiroot; similarity_score: 0.51190
hiring_manager: brandnewlow; similarity_score: 0.51190
hiring_manager: k1w1; similarity_score: 0.51189
hiring_manager: thehar; similarity_score: 0.50587
hiring_manager: murtza; similarity_score: 0.5
hiring_manager: khaki54; similarity_score: 0.49425
hiring_manager: jack7890; similarity_score: 0.49424
hiring_manager: jevans; similarity_score: 0.49424
hiring_manager: nathanh; similarity_score: 0.48863
hiring_manager: nerdz; similarity_score: 0.48314
hiring_manager: DustinCalim; similarity_score: 0.47777
hiring_manager: tomblomfield; similarity_score: 0.47251
hiring_manager: AndroidJedi; similarity_score: 0.46738
hiring_manager: macrosak; similarity_score: 0.46236
hiring_manager: jauntvr_amy; similarity_score: 0.46236
hiring_manager: gavanwilhite; similarity_score: 0.45744
hiring_manager: 7parkdata; similarity_score: 0.45744
hiring_manager: samingrassia; similarity_score: 0.45262
hiring_manager: Tarang; similarity_score: 0.44791
hiring_manager: mazerj; similarity_score: 0.44329
hiring_manager: mazzarello; similarity_score: 0.43877
hiring_manager: pierreant_p; similarity_score: 0.43876
hiring_manager: martidumas; similarity_score: 0.43876
hiring_manager: scanr; similarity_score: 0.43433
hiring_manager: vimeojobs; similarity_score: 0.42999
hiring_manager: chrisdl; similarity_score: 0.42999
hiring_manager: logotype; similarity_score: 0.42574
hiring_manager: ptlkitccat; similarity_score: 0.42156
hiring_manager: kevinmchugh; similarity_score: 0.41747
hiring_manager: qwerpoiuty; similarity_score: 0.41345
hiring_manager: peawee; similarity_score: 0.40951
