hiring_manager: vseloved; similarity_score: 0.98717
hiring_manager: chad_strategic; similarity_score: 0.98088
hiring_manager: owainlewis; similarity_score: 0.96249
hiring_manager: razvvan; similarity_score: 0.95061
hiring_manager: omarforgotpwd; similarity_score: 0.92770
hiring_manager: redesignibm; similarity_score: 0.92214
hiring_manager: andy; similarity_score: 0.91666
hiring_manager: bnr; similarity_score: 0.91665
hiring_manager: yurisagalov; similarity_score: 0.90587
hiring_manager: lowglow; similarity_score: 0.89534
hiring_manager: ononoma; similarity_score: 0.89534
hiring_manager: CurtHagenlocher; similarity_score: 0.88504
hiring_manager: lgsilver; similarity_score: 0.86516
hiring_manager: tortillasauce; similarity_score: 0.86032
hiring_manager: hungryblank; similarity_score: 0.85555
hiring_manager: gshahlot; similarity_score: 0.85554
hiring_manager: dblock; similarity_score: 0.85082
hiring_manager: mjhea0; similarity_score: 0.85082
hiring_manager: meifamous; similarity_score: 0.84615
hiring_manager: merinid; similarity_score: 0.84152
hiring_manager: jimmyrocks; similarity_score: 0.84152
hiring_manager: nicholaides; similarity_score: 0.83695
hiring_manager: acudmore; similarity_score: 0.83242
hiring_manager: k1w1; similarity_score: 0.82794
hiring_manager: samg; similarity_score: 0.82352
hiring_manager: mattculbreth; similarity_score: 0.82352
hiring_manager: robhunter; similarity_score: 0.82352
hiring_manager: odiroot; similarity_score: 0.82352
hiring_manager: thisjody; similarity_score: 0.81914
hiring_manager: jevans; similarity_score: 0.81481
hiring_manager: thehar; similarity_score: 0.81480
hiring_manager: nathanh; similarity_score: 0.81052
hiring_manager: brandnewlow; similarity_score: 0.80627
hiring_manager: jack7890; similarity_score: 0.80208
hiring_manager: murtza; similarity_score: 0.80207
hiring_manager: ehartsuyker; similarity_score: 0.80207
hiring_manager: DustinCalim; similarity_score: 0.79792
hiring_manager: khaki54; similarity_score: 0.79792
hiring_manager: jauntvr_amy; similarity_score: 0.79792
hiring_manager: tomblomfield; similarity_score: 0.78974
hiring_manager: nerdz; similarity_score: 0.78571
hiring_manager: samingrassia; similarity_score: 0.78571
hiring_manager: scanr; similarity_score: 0.78172
hiring_manager: gavanwilhite; similarity_score: 0.78172
hiring_manager: macrosak; similarity_score: 0.77776
hiring_manager: mazzarello; similarity_score: 0.77386
hiring_manager: Tarang; similarity_score: 0.77386
hiring_manager: AndroidJedi; similarity_score: 0.76999
hiring_manager: chrisdl; similarity_score: 0.76999
hiring_manager: 7parkdata; similarity_score: 0.76616
hiring_manager: martidumas; similarity_score: 0.76237
hiring_manager: pierreant_p; similarity_score: 0.76237
hiring_manager: westi; similarity_score: 0.76236
hiring_manager: ptlkitccat; similarity_score: 0.75861
hiring_manager: kevinmchugh; similarity_score: 0.75489
hiring_manager: kiyoto; similarity_score: 0.75121
hiring_manager: frb; similarity_score: 0.75121
hiring_manager: jconnolly; similarity_score: 0.74756
hiring_manager: yegg; similarity_score: 0.74396
hiring_manager: vimeojobs; similarity_score: 0.74396
hiring_manager: mazerj; similarity_score: 0.74395
hiring_manager: logotype; similarity_score: 0.74395
hiring_manager: peawee; similarity_score: 0.74395
hiring_manager: feverishaaron; similarity_score: 0.74395
hiring_manager: ryan_f; similarity_score: 0.74038
hiring_manager: QTtech; similarity_score: 0.74037
hiring_manager: robertpohl; similarity_score: 0.74037
hiring_manager: lamplightr; similarity_score: 0.74037
hiring_manager: lennies; similarity_score: 0.73683
hiring_manager: qwerpoiuty; similarity_score: 0.73683
hiring_manager: nahidalam; similarity_score: 0.73683
hiring_manager: margiexu; similarity_score: 0.73683
hiring_manager: hazzadous; similarity_score: 0.73683
hiring_manager: austinhallock; similarity_score: 0.73333
hiring_manager: martinlanden; similarity_score: 0.73332
hiring_manager: joekur; similarity_score: 0.72985
hiring_manager: allbombs; similarity_score: 0.72985
hiring_manager: drc37; similarity_score: 0.72984
hiring_manager: jscalisi; similarity_score: 0.72641
hiring_manager: scidev; similarity_score: 0.72640
hiring_manager: morgante; similarity_score: 0.72299
hiring_manager: kenrose; similarity_score: 0.72299
hiring_manager: arthurgibson; similarity_score: 0.72299
hiring_manager: workmarket; similarity_score: 0.71961
hiring_manager: a5huynh; similarity_score: 0.71961
hiring_manager: pzearfoss; similarity_score: 0.71627
hiring_manager: saucelabs; similarity_score: 0.71627
hiring_manager: transitorykris; similarity_score: 0.71627
hiring_manager: demac; similarity_score: 0.71295
hiring_manager: andrewlin; similarity_score: 0.71295
hiring_manager: pkrein; similarity_score: 0.70967
hiring_manager: johnballjibe; similarity_score: 0.70967
hiring_manager: joe_fro; similarity_score: 0.70641
hiring_manager: adamalix; similarity_score: 0.70641
hiring_manager: wittedhaddock; similarity_score: 0.70641
hiring_manager: Rodi; similarity_score: 0.70319
hiring_manager: dmritard96; similarity_score: 0.70318
hiring_manager: cpenner461; similarity_score: 0.69999
hiring_manager: USNetizen; similarity_score: 0.69999
hiring_manager: chris_raptr; similarity_score: 0.69369
hiring_manager: wadenick; similarity_score: 0.69058
hiring_manager: jasoncartwright; similarity_score: 0.69058
hiring_manager: robg; similarity_score: 0.68749
hiring_manager: sadadar; similarity_score: 0.68443
hiring_manager: kdavari; similarity_score: 0.68443
hiring_manager: tristanz; similarity_score: 0.68443
hiring_manager: salar; similarity_score: 0.68141
hiring_manager: ben-deskpro; similarity_score: 0.67841
hiring_manager: mrw34; similarity_score: 0.67840
hiring_manager: drp; similarity_score: 0.67840
hiring_manager: geori; similarity_score: 0.67248
hiring_manager: ben336; similarity_score: 0.67248
hiring_manager: hmpc; similarity_score: 0.67248
hiring_manager: StefanBill; similarity_score: 0.67248
hiring_manager: marybheine; similarity_score: 0.66956
hiring_manager: madjack74; similarity_score: 0.66955
hiring_manager: trentellingsen; similarity_score: 0.66955
