hiring_manager: vseloved; similarity_score: 0.90908
hiring_manager: chad_strategic; similarity_score: 0.83332
hiring_manager: owainlewis; similarity_score: 0.66666
hiring_manager: razvvan; similarity_score: 0.66666
hiring_manager: redesignibm; similarity_score: 0.58823
hiring_manager: omarforgotpwd; similarity_score: 0.55554
hiring_manager: bnr; similarity_score: 0.54053
hiring_manager: andy; similarity_score: 0.49999
hiring_manager: ononoma; similarity_score: 0.47618
hiring_manager: yurisagalov; similarity_score: 0.46511
hiring_manager: lowglow; similarity_score: 0.45454
hiring_manager: CurtHagenlocher; similarity_score: 0.43477
hiring_manager: dblock; similarity_score: 0.38461
hiring_manager: hungryblank; similarity_score: 0.37735
hiring_manager: lgsilver; similarity_score: 0.37735
hiring_manager: acudmore; similarity_score: 0.37036
hiring_manager: mjhea0; similarity_score: 0.37036
hiring_manager: nicholaides; similarity_score: 0.36363
hiring_manager: tortillasauce; similarity_score: 0.35713
hiring_manager: gshahlot; similarity_score: 0.35713
hiring_manager: merinid; similarity_score: 0.35086
hiring_manager: jimmyrocks; similarity_score: 0.34481
hiring_manager: robhunter; similarity_score: 0.33333
hiring_manager: mattculbreth; similarity_score: 0.32786
hiring_manager: meifamous; similarity_score: 0.32257
hiring_manager: samg; similarity_score: 0.31745
hiring_manager: brandnewlow; similarity_score: 0.31249
hiring_manager: murtza; similarity_score: 0.31249
hiring_manager: thisjody; similarity_score: 0.31249
hiring_manager: thehar; similarity_score: 0.30768
hiring_manager: k1w1; similarity_score: 0.30768
hiring_manager: odiroot; similarity_score: 0.30302
hiring_manager: ehartsuyker; similarity_score: 0.29850
hiring_manager: jevans; similarity_score: 0.28985
hiring_manager: khaki54; similarity_score: 0.28984
hiring_manager: nathanh; similarity_score: 0.28984
hiring_manager: jack7890; similarity_score: 0.28984
hiring_manager: DustinCalim; similarity_score: 0.28168
hiring_manager: tomblomfield; similarity_score: 0.27776
hiring_manager: macrosak; similarity_score: 0.27776
hiring_manager: nerdz; similarity_score: 0.27396
hiring_manager: 7parkdata; similarity_score: 0.27026
hiring_manager: jauntvr_amy; similarity_score: 0.27026
hiring_manager: AndroidJedi; similarity_score: 0.26666
hiring_manager: gavanwilhite; similarity_score: 0.26666
hiring_manager: Tarang; similarity_score: 0.25640
hiring_manager: samingrassia; similarity_score: 0.25640
hiring_manager: mazerj; similarity_score: 0.25316
hiring_manager: pierreant_p; similarity_score: 0.25316
hiring_manager: vimeojobs; similarity_score: 0.24999
hiring_manager: martidumas; similarity_score: 0.24999
hiring_manager: scanr; similarity_score: 0.24691
hiring_manager: mazzarello; similarity_score: 0.24690
hiring_manager: chrisdl; similarity_score: 0.24390
hiring_manager: ptlkitccat; similarity_score: 0.24389
hiring_manager: qwerpoiuty; similarity_score: 0.24095
hiring_manager: yegg; similarity_score: 0.23529
hiring_manager: kevinmchugh; similarity_score: 0.23528
hiring_manager: logotype; similarity_score: 0.23528
hiring_manager: martinlanden; similarity_score: 0.22988
