hiring_manager: papaonlegs; similarity_score: 0.92591
hiring_manager: siddarthd2919; similarity_score: 0.83332
hiring_manager: BillFranklin; similarity_score: 0.83332
hiring_manager: ljlolel; similarity_score: 0.75757
hiring_manager: emcienjobs; similarity_score: 0.64102
hiring_manager: geverett; similarity_score: 0.56817
hiring_manager: rememberlenny; similarity_score: 0.56817
hiring_manager: milewska; similarity_score: 0.55554
hiring_manager: manpageman; similarity_score: 0.54347
hiring_manager: toreriklinnerud; similarity_score: 0.53190
hiring_manager: frabcus; similarity_score: 0.53190
hiring_manager: reubendoetsch; similarity_score: 0.51020
hiring_manager: lesleyann25; similarity_score: 0.49999
hiring_manager: doxcf434; similarity_score: 0.49999
hiring_manager: untilHellbanned; similarity_score: 0.49999
hiring_manager: g06; similarity_score: 0.49018
hiring_manager: edent; similarity_score: 0.48076
hiring_manager: darrennix; similarity_score: 0.48076
hiring_manager: spot; similarity_score: 0.47169
hiring_manager: pouloum78; similarity_score: 0.45453
hiring_manager: ericbogs; similarity_score: 0.44642
hiring_manager: yavery; similarity_score: 0.44642
hiring_manager: roybarberuk; similarity_score: 0.43858
hiring_manager: k1w1; similarity_score: 0.40322
hiring_manager: feverishaaron; similarity_score: 0.39681
hiring_manager: finnh; similarity_score: 0.39681
hiring_manager: amac; similarity_score: 0.38461
hiring_manager: burnout1540; similarity_score: 0.38460
hiring_manager: edziubudzik; similarity_score: 0.37312
hiring_manager: lbo; similarity_score: 0.37312
hiring_manager: imdane; similarity_score: 0.36764
hiring_manager: kefeizhou; similarity_score: 0.36231
hiring_manager: pwman; similarity_score: 0.36231
hiring_manager: murtza; similarity_score: 0.35713
hiring_manager: pohungc; similarity_score: 0.35713
hiring_manager: jack7890; similarity_score: 0.35210
hiring_manager: frb; similarity_score: 0.33783
hiring_manager: marybheine; similarity_score: 0.33333
hiring_manager: 7parkdata; similarity_score: 0.33332
hiring_manager: american_hawk; similarity_score: 0.32467
hiring_manager: DustinCalim; similarity_score: 0.32466
hiring_manager: realdlee; similarity_score: 0.32050
hiring_manager: statictype; similarity_score: 0.31644
hiring_manager: annalewis7; similarity_score: 0.31249
hiring_manager: lsee; similarity_score: 0.30864
hiring_manager: rfergie; similarity_score: 0.30863
hiring_manager: runcougar; similarity_score: 0.30863
hiring_manager: andrewmb; similarity_score: 0.30863
hiring_manager: damon_c; similarity_score: 0.30487
hiring_manager: ivanzhao; similarity_score: 0.30120
hiring_manager: samingrassia; similarity_score: 0.30119
hiring_manager: jsaxton86; similarity_score: 0.30119
hiring_manager: retrodict; similarity_score: 0.29761
hiring_manager: yegg; similarity_score: 0.29410
hiring_manager: kevinschumacher; similarity_score: 0.29410
hiring_manager: carlatqueue; similarity_score: 0.29069
hiring_manager: chrisdl; similarity_score: 0.29069
hiring_manager: drpancake; similarity_score: 0.29069
hiring_manager: kiyoto; similarity_score: 0.29069
hiring_manager: rrpadhy; similarity_score: 0.29069
hiring_manager: eric_romo; similarity_score: 0.28734
hiring_manager: mattnguyen; similarity_score: 0.28408
hiring_manager: Equiet; similarity_score: 0.28089
hiring_manager: wattenberger; similarity_score: 0.28089
hiring_manager: paradox95; similarity_score: 0.28088
hiring_manager: spooneybarger; similarity_score: 0.27777
hiring_manager: brettz; similarity_score: 0.27777
hiring_manager: uwemaurer; similarity_score: 0.27777
hiring_manager: artursapek; similarity_score: 0.27472
hiring_manager: vaughnd; similarity_score: 0.27471
hiring_manager: mmelin; similarity_score: 0.27173
hiring_manager: jszumski; similarity_score: 0.27173
hiring_manager: robg; similarity_score: 0.27172
hiring_manager: yonibaciu1; similarity_score: 0.26881
hiring_manager: dbuxton; similarity_score: 0.26881
hiring_manager: JuliaLam; similarity_score: 0.26880
hiring_manager: encore2097; similarity_score: 0.26595
hiring_manager: nschuett; similarity_score: 0.26594
hiring_manager: austinhallock; similarity_score: 0.25773
