hiring_manager: vseloved; similarity_score: 0.93102
hiring_manager: chad_strategic; similarity_score: 0.87096
hiring_manager: owainlewis; similarity_score: 0.72972
hiring_manager: razvvan; similarity_score: 0.72972
hiring_manager: redesignibm; similarity_score: 0.64285
hiring_manager: omarforgotpwd; similarity_score: 0.64285
hiring_manager: bnr; similarity_score: 0.62790
hiring_manager: andy; similarity_score: 0.61363
hiring_manager: ononoma; similarity_score: 0.56249
hiring_manager: yurisagalov; similarity_score: 0.55101
hiring_manager: lowglow; similarity_score: 0.52940
hiring_manager: CurtHagenlocher; similarity_score: 0.51922
hiring_manager: dblock; similarity_score: 0.46550
hiring_manager: nicholaides; similarity_score: 0.45762
hiring_manager: hungryblank; similarity_score: 0.45762
hiring_manager: lgsilver; similarity_score: 0.45761
hiring_manager: acudmore; similarity_score: 0.44261
hiring_manager: gshahlot; similarity_score: 0.43547
hiring_manager: merinid; similarity_score: 0.42856
hiring_manager: jimmyrocks; similarity_score: 0.42856
hiring_manager: mjhea0; similarity_score: 0.42856
hiring_manager: tortillasauce; similarity_score: 0.42186
hiring_manager: robhunter; similarity_score: 0.40908
hiring_manager: mattculbreth; similarity_score: 0.40298
hiring_manager: meifamous; similarity_score: 0.39705
hiring_manager: thisjody; similarity_score: 0.39130
hiring_manager: brandnewlow; similarity_score: 0.39129
hiring_manager: samg; similarity_score: 0.39129
hiring_manager: k1w1; similarity_score: 0.38570
hiring_manager: murtza; similarity_score: 0.38027
hiring_manager: thehar; similarity_score: 0.38027
hiring_manager: nathanh; similarity_score: 0.38027
hiring_manager: odiroot; similarity_score: 0.38027
hiring_manager: ehartsuyker; similarity_score: 0.36985
hiring_manager: jevans; similarity_score: 0.36486
hiring_manager: jack7890; similarity_score: 0.35999
hiring_manager: khaki54; similarity_score: 0.35999
hiring_manager: tomblomfield; similarity_score: 0.35064
hiring_manager: macrosak; similarity_score: 0.34614
hiring_manager: DustinCalim; similarity_score: 0.34614
hiring_manager: nerdz; similarity_score: 0.34176
hiring_manager: jauntvr_amy; similarity_score: 0.33749
hiring_manager: 7parkdata; similarity_score: 0.33749
hiring_manager: gavanwilhite; similarity_score: 0.33749
