hiring_manager: papaonlegs; similarity_score: 0.33332
hiring_manager: siddarthd2919; similarity_score: 0.16665
hiring_manager: BillFranklin; similarity_score: 0.14285
hiring_manager: ljlolel; similarity_score: 0.11111
hiring_manager: emcienjobs; similarity_score: 0.06249
hiring_manager: geverett; similarity_score: 0.04999
hiring_manager: rememberlenny; similarity_score: 0.04760
hiring_manager: manpageman; similarity_score: 0.04347
hiring_manager: toreriklinnerud; similarity_score: 0.03999
hiring_manager: frabcus; similarity_score: 0.03845
hiring_manager: doxcf434; similarity_score: 0.03845
hiring_manager: g06; similarity_score: 0.03703
hiring_manager: reubendoetsch; similarity_score: 0.03703
hiring_manager: lesleyann25; similarity_score: 0.03703
hiring_manager: untilHellbanned; similarity_score: 0.03702
hiring_manager: milewska; similarity_score: 0.03702
hiring_manager: edent; similarity_score: 0.03447
hiring_manager: darrennix; similarity_score: 0.03447
hiring_manager: spot; similarity_score: 0.03225
hiring_manager: pouloum78; similarity_score: 0.03029
hiring_manager: ericbogs; similarity_score: 0.03029
hiring_manager: yavery; similarity_score: 0.02856
hiring_manager: roybarberuk; similarity_score: 0.02777
hiring_manager: k1w1; similarity_score: 0.02563
hiring_manager: feverishaaron; similarity_score: 0.02499
hiring_manager: finnh; similarity_score: 0.02438
hiring_manager: burnout1540; similarity_score: 0.02380
hiring_manager: pwman; similarity_score: 0.02222
hiring_manager: amac; similarity_score: 0.02221
hiring_manager: imdane; similarity_score: 0.02173
hiring_manager: murtza; similarity_score: 0.02173
hiring_manager: pohungc; similarity_score: 0.02173
hiring_manager: lbo; similarity_score: 0.02127
hiring_manager: edziubudzik; similarity_score: 0.02082
hiring_manager: kefeizhou; similarity_score: 0.01999
hiring_manager: jack7890; similarity_score: 0.01960
hiring_manager: marybheine; similarity_score: 0.01851
hiring_manager: 7parkdata; similarity_score: 0.01850
hiring_manager: frb; similarity_score: 0.01817
hiring_manager: DustinCalim; similarity_score: 0.01817
hiring_manager: realdlee; similarity_score: 0.01753
hiring_manager: runcougar; similarity_score: 0.01723
hiring_manager: american_hawk; similarity_score: 0.01723
hiring_manager: andrewmb; similarity_score: 0.01694
hiring_manager: rfergie; similarity_score: 0.01694
hiring_manager: statictype; similarity_score: 0.01693
hiring_manager: annalewis7; similarity_score: 0.01666
hiring_manager: damon_c; similarity_score: 0.01639
hiring_manager: lsee; similarity_score: 0.01638
hiring_manager: ivanzhao; similarity_score: 0.01612
hiring_manager: samingrassia; similarity_score: 0.01611
hiring_manager: yegg; similarity_score: 0.01586
hiring_manager: jsaxton86; similarity_score: 0.01586
hiring_manager: retrodict; similarity_score: 0.01586
hiring_manager: kiyoto; similarity_score: 0.01562
hiring_manager: chrisdl; similarity_score: 0.01562
hiring_manager: carlatqueue; similarity_score: 0.01562
hiring_manager: eric_romo; similarity_score: 0.01538
hiring_manager: kevinschumacher; similarity_score: 0.01537
hiring_manager: rrpadhy; similarity_score: 0.01514
hiring_manager: drpancake; similarity_score: 0.01514
hiring_manager: Equiet; similarity_score: 0.01491
hiring_manager: wattenberger; similarity_score: 0.01449
hiring_manager: spooneybarger; similarity_score: 0.01448
hiring_manager: mattnguyen; similarity_score: 0.01448
hiring_manager: artursapek; similarity_score: 0.01448
hiring_manager: brettz; similarity_score: 0.01448
hiring_manager: jszumski; similarity_score: 0.01448
hiring_manager: uwemaurer; similarity_score: 0.01448
hiring_manager: JuliaLam; similarity_score: 0.01427
hiring_manager: vaughnd; similarity_score: 0.01427
hiring_manager: mmelin; similarity_score: 0.01427
hiring_manager: robg; similarity_score: 0.01408
hiring_manager: paradox95; similarity_score: 0.01407
hiring_manager: dbuxton; similarity_score: 0.01369
hiring_manager: encore2097; similarity_score: 0.01369
hiring_manager: yonibaciu1; similarity_score: 0.01350
hiring_manager: nschuett; similarity_score: 0.01332
hiring_manager: florianf; similarity_score: 0.01315
hiring_manager: saucelabs; similarity_score: 0.01314
hiring_manager: austinhallock; similarity_score: 0.01298
hiring_manager: dmritard96; similarity_score: 0.01282
hiring_manager: rasengan; similarity_score: 0.01281
hiring_manager: morgante; similarity_score: 0.01281
hiring_manager: asanwal; similarity_score: 0.01264
hiring_manager: matlock; similarity_score: 0.01249
hiring_manager: maramaemartin; similarity_score: 0.01249
hiring_manager: cjbarber; similarity_score: 0.01249
hiring_manager: fuelfive; similarity_score: 0.01234
hiring_manager: johnnyg; similarity_score: 0.01233
hiring_manager: alphast0rm; similarity_score: 0.01204
hiring_manager: vtuulos; similarity_score: 0.01204
hiring_manager: timanglade; similarity_score: 0.01203
hiring_manager: FUSAR_rs; similarity_score: 0.01189
hiring_manager: myom; similarity_score: 0.01176
hiring_manager: cynusx; similarity_score: 0.01175
hiring_manager: Renat; similarity_score: 0.01149
hiring_manager: wdewind; similarity_score: 0.01148
hiring_manager: rdeshpande; similarity_score: 0.01136
hiring_manager: dangoldin; similarity_score: 0.01135
hiring_manager: charliejrgower; similarity_score: 0.01135
hiring_manager: kdavari; similarity_score: 0.01123
hiring_manager: ben336; similarity_score: 0.01110
hiring_manager: baran; similarity_score: 0.01110
hiring_manager: alexk; similarity_score: 0.01098
hiring_manager: peter_mcrae; similarity_score: 0.01098
hiring_manager: edawerd; similarity_score: 0.01098
hiring_manager: espinchi; similarity_score: 0.01086
hiring_manager: jjnvdm; similarity_score: 0.01075
hiring_manager: Symbol; similarity_score: 0.01075
hiring_manager: davidw; similarity_score: 0.01074
hiring_manager: Mynar; similarity_score: 0.01063
hiring_manager: tomccabe; similarity_score: 0.01063
hiring_manager: kamalesh_v; similarity_score: 0.01052
hiring_manager: salar; similarity_score: 0.01041
hiring_manager: geori; similarity_score: 0.01040
hiring_manager: BGCivis; similarity_score: 0.01040
hiring_manager: FreshPuzzles; similarity_score: 0.01030
hiring_manager: propellerhat; similarity_score: 0.01030
hiring_manager: wiredd; similarity_score: 0.01030
hiring_manager: hglaser; similarity_score: 0.01029
hiring_manager: JayNeely; similarity_score: 0.01020
hiring_manager: mrw34; similarity_score: 0.01009
hiring_manager: PhantomPhreak; similarity_score: 0.01009
hiring_manager: bowmanb; similarity_score: 0.01009
hiring_manager: sidjoshi; similarity_score: 0.01009
hiring_manager: RaizlabsTalent; similarity_score: 0.00999
hiring_manager: escherize; similarity_score: 0.00989
hiring_manager: loganfrederick; similarity_score: 0.00980
hiring_manager: calpaterson; similarity_score: 0.00980
hiring_manager: sahil_videology; similarity_score: 0.00980
hiring_manager: ashleyjohn; similarity_score: 0.00970
hiring_manager: nichol4s; similarity_score: 0.00970
hiring_manager: zacharypinter; similarity_score: 0.00961
hiring_manager: jdjdjd; similarity_score: 0.00960
hiring_manager: Theranos; similarity_score: 0.00951
hiring_manager: gsiener; similarity_score: 0.00943
hiring_manager: Andrew_Metail; similarity_score: 0.00934
hiring_manager: grydstedt; similarity_score: 0.00925
hiring_manager: jpwagner; similarity_score: 0.00917
hiring_manager: mrbird; similarity_score: 0.00917
hiring_manager: cwc22; similarity_score: 0.00916
